statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.331074550647702,0.001844402144339888,0.328145754594501,0.3318686708404258,0.33320114826462016,8
post_intervention_mean_magnetization,,,,,,0
