start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6931543400862246,0.6931549830622987,0.6167970164033465,0.6207613887170607,2000,14019,False,STOP: TOTAL NO. OF OUTER ITERATIONS REACHED LIMIT,True
