source_type,source_name,source_slug,run_name,run_slug,num_samples,gibbs_sweeps,s,overall_mean_magnetization_mean,overall_mean_magnetization_std,overall_mean_magnetization_q025,overall_mean_magnetization_q500,overall_mean_magnetization_q975,post_intervention_mean_magnetization_mean,post_intervention_mean_magnetization_std,post_intervention_mean_magnetization_q025,post_intervention_mean_magnetization_q500,post_intervention_mean_magnetization_q975,truth_overall_mean_magnetization_abs_error,truth_post_intervention_mean_magnetization_abs_error,truth_overall_mean_in_95_interval,truth_post_intervention_mean_in_95_interval,truth_unit_mean_abs_error_mean,truth_unit_mean_squared_error_mean,truth_unit_mean_rmse,truth_unit_mean_max_abs_error,truth_unit_mean_correlation,truth_unit_mean_95_interval_coverage_rate,truth_rank_in_run,truth_is_best
fit,alternating_rank_10,fit_alternating_rank_10,default,default,16,10,120,0.3730156751966323,0.0024023518566036552,0.3696867730142904,0.37326354270521767,0.37740736124958457,,,,,,0.0061953029799490245,,0.0,,0.09555984823307855,0.01482572104288985,0.12176091755111675,0.446875,0.9746940007549048,0.80259222333001,6,False
fit,alternating_rank_10_xi_zero,fit_alternating_rank_10_xi_zero,default,default,16,10,120,0.362153123961449,0.0018314694579398278,0.359288800265869,0.3621081200841919,0.3650818378198737,,,,,,0.004667248255234291,,0.0,,0.09734130940511797,0.014817627557143383,0.121727677859817,0.4229166666666666,0.9735801702181879,0.7942838152210037,5,False
fit,alternating_rank_2,fit_alternating_rank_2,default,default,16,10,120,0.36943855932203395,0.002290389653593796,0.36622632103688935,0.3694333665669658,0.37399468261881025,,,,,,0.0026181871053506667,,1.0,,0.07908046693253572,0.010783939053787711,0.10384574644051489,0.378125,0.9756173525294882,0.8600864074443336,1,True
fit,alternating_rank_2_xi_zero,fit_alternating_rank_2_xi_zero,default,default,16,10,120,0.3601958014844356,0.0017597929494357464,0.357700509582364,0.3602802703002105,0.36340492411653924,,,,,,0.006624570732247703,,0.0,,0.08165918909936856,0.011217776069938332,0.1059140031815356,0.38020833333333337,0.9743006741166095,0.8431372549019608,2,False
fit,alternating_rank_5,fit_alternating_rank_5,default,default,16,10,120,0.37154820261437904,0.00204204633639532,0.36898471252907944,0.37131383626897085,0.3757976071784646,,,,,,0.004727830397695754,,0.0,,0.08632678353827407,0.012381200221672946,0.11127084174065076,0.4197916666666667,0.9750307829253312,0.8328348288467929,3,False
fit,alternating_rank_5_xi_zero,fit_alternating_rank_5_xi_zero,default,default,16,10,120,0.36126758613049736,0.001729613444093642,0.3589758502270965,0.36138528857870833,0.36405505705106905,,,,,,0.0055527860861859235,,0.0,,0.08796111665004984,0.012500865459178022,0.11180726925910507,0.38125,0.9740648802599559,0.8228647391159853,4,False
fit,nuclear_lambda_8e_2,fit_nuclear_lambda_8e_2,default,default,16,10,120,0.3768077711310513,0.0023505755030480257,0.3732095380525091,0.3774399025146782,0.3806926442893541,,,,,,0.009987398914368006,,0.0,,0.10919879251135482,0.019087102119567226,0.1381560788368258,0.5020833333333333,0.9739699980822029,0.7374543037554004,8,False
fit,nuclear_lambda_8e_2_xi_zero,fit_nuclear_lambda_8e_2_xi_zero,default,default,16,10,120,0.3626827849783981,0.0019297215624055983,0.3601106403013183,0.36281156530408776,0.3661972416085078,,,,,,0.0041375872382851675,,0.0,,0.09785643070787636,0.014927173773817436,0.12217681356876776,0.4166666666666666,0.9736527682222418,0.7786640079760718,7,False
truth,truth,truth,default,default,16,10,120,0.3668203722166833,0.0019354217292896555,0.3639359698681732,0.36676359809460507,0.3704407610501828,,,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,,
fit,zero_external_field,fit_zero_external_field,default,default,16,10,120,0.3771428769247812,0.0033370737660913014,0.37218760385510136,0.37712418300653594,0.3827759776226875,,,,,,0.010322504708097924,,0.0,,0.38160033787526315,0.21143500560240575,0.45982062328956685,1.3447916666666666,0.06368727800856613,0.28481222997673644,9,False
fit,zero_external_field_xi_zero,fit_zero_external_field_xi_zero,default,default,16,10,120,0.36028373213692255,0.0023549243406917196,0.356839204608397,0.3597568405893431,0.36381411321590784,,,,,,0.006536640079760736,,0.0,,0.38518264650492967,0.2120437566063384,0.46048209151533614,1.3312499999999998,0.035436588665108765,0.27517447657028915,10,False
