experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,field_mode,variant_name,variant_slug,fit_path,N,T,s,latent_rank,optimizer_mode,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,status,execution_mode,search_name,search_slug,fits_spec_path,split_kind,num_folds,outer_num_folds,test_fold_id,num_training_slots
confounding_small_1,confounding_small_1,confounding_small_1,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\SyntheticDirectEval\confounding_small_1,generated,generated,confounded_low_rank,alternating_rank_2_uv_5_e2,alternating_rank_2_uv_5_e2,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\SyntheticDirectEval\confounding_small_1\train_fits\small_mple\test_train_cv__outer_2__test_1__inner_2\alternating_rank_2_uv_5_e2,200,20,0,2,alternating_latent_rank,0.0,0.0,0.05,{},completed,train_fit_direct,small_mple,small_mple,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\data\configs\REVISIONS\synth_direct_eval\mple_fits_spec.yaml,test_train_cv,2,2,1,950
