experiment_name,experiment_slug,experiment_path,execution_mode,search_name,search_slug,output_path,best_candidate_name,best_candidate_slug,weighted_mean_validation_loss,mean_fold_validation_loss,weighted_mean_validation_brier_score,mean_fold_validation_brier_score,standard_error_fold_validation_brier_score,weighted_mean_validation_ece,mean_fold_validation_ece,weighted_mean_validation_mean_magnetization_abs_diff,mean_fold_validation_mean_magnetization_abs_diff,standard_error_fold_validation_mean_magnetization_abs_diff,total_validation_slots,weighted_mean_post_s_validation_loss,mean_fold_post_s_validation_loss,weighted_mean_post_s_validation_brier_score,mean_fold_post_s_validation_brier_score,standard_error_fold_post_s_validation_brier_score,weighted_mean_post_s_validation_ece,mean_fold_post_s_validation_ece,weighted_mean_post_s_validation_mean_magnetization_abs_diff,mean_fold_post_s_validation_mean_magnetization_abs_diff,standard_error_fold_post_s_validation_mean_magnetization_abs_diff,total_post_s_validation_slots,status
r1_hybrid_us_county_intervention_generated_graph_confounding,r1_hybrid_us_county_intervention_generated_graph_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_generated_graph_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_generated_graph_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0003,alternating_uv_grid_candidate_0003,0.5701903057917249,0.5701904157652694,0.1881344739847234,0.1881345112982194,0.0004412138248524283,0.029701409986200286,0.029701422990543354,0.013349019560095694,0.013349212805808825,0.0018573760333572707,328526,0.594924795584056,0.5949228929174903,0.197567260894314,0.19756675875818783,0.0007767775935482417,0.04243424418475523,0.04243329573689891,0.043692957455372196,0.04369080486306092,0.0037777029103956117,183854,completed
r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_uscounty_graph_contiguous_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0001,alternating_uv_grid_candidate_0001,0.5470665649650357,0.5470656294291035,0.1821697725026968,0.1821693656703527,0.0014519321245841715,0.010634618350913606,0.010634560481173509,0.008189991050936613,0.008190564548276711,0.0023175346345736085,328526,0.5557850061003051,0.5557722676879999,0.18593258630017725,0.1859268727266628,0.0030320102359721168,0.013813611218616103,0.013810727346794125,0.009532699859671258,0.00950859524045858,0.0027536180638552048,183854,completed
r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding,cv,alternating_uv_grid,alternating_uv_grid,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridExperiments_r1_v2/r1_hybrid_us_county_intervention_uscounty_graph_kernel_confounding/cv_runs/alternating_uv_grid,alternating_uv_grid__candidate_0001,alternating_uv_grid_candidate_0001,0.5036821299480585,0.5036818297130558,0.16352658315713026,0.16352642473841977,0.0016151248588680183,0.009657535750572118,0.009657187617375815,0.007308401770331727,0.007307739374700423,0.0016314634755662909,328526,0.5159531798461067,0.5160023649115552,0.16873635369514964,0.16875739123111116,0.002653826067924826,0.014449715708021156,0.014455480697266673,0.006283518443982714,0.006274338344618338,0.001165682398704166,183854,completed
