start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6877168168976636,0.6877168178266583,0.538572555806358,0.5385943754084119,220,1541,True,CONVERGED: alternating objective tolerance reached,True
