start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.781808455408186,0.7818088123968561,0.5377588417670561,0.5405118832413414,169,1184,True,CONVERGED: alternating objective tolerance reached,True
