variable,rule,positive_share,variance,transition_rate,weeks,counties
outcome,death_rate_100k >= 2,0.4009731106306548,0.960774700727326,0.29437445240037463,89,3009
intervention,complete_cov >= 40,0.3331765004611633,0.8886796800064631,0.00980392156862745,89,3009
