experiment_name,source_type,variant_name,intervention_source,intervention_name
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity,fit,rank_40_B1,saved_intervention,all_minus_ones
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity,fit,rank_40_B1,saved_intervention,all_ones
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_20__lag_2w__contiguity,fit,rank_40_B1,saved_intervention,all_ones_from_s
