start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.7591514343060065,0.7594257527525476,0.6035117984055395,0.6127336212933794,216,1513,True,CONVERGED: alternating objective tolerance reached,True
