start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.7356500782345923,0.7356503255205666,0.5420424177453798,0.5476862953635258,3209,22464,True,CONVERGED: alternating objective tolerance reached,True
1,1,random,0.763926879734534,0.7639271278388372,0.5438550307811281,0.5485592705285973,1698,11887,True,CONVERGED: alternating objective tolerance reached,False
2,2,random,0.6845633214712696,0.68456358654803,0.5425058474928848,0.5481226078839784,2299,16094,True,CONVERGED: alternating objective tolerance reached,False
3,3,random,0.717011689497554,0.7170119335000836,0.5422689210536789,0.5478425052210053,3445,24116,True,CONVERGED: alternating objective tolerance reached,False
4,4,random,0.7302952473831846,0.7302954967933353,0.5423299415786529,0.5477033058225786,2742,19195,True,CONVERGED: alternating objective tolerance reached,False
