statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.09852941176470588,0.002818415106792417,-0.10272308075772682,-0.0994239503711089,-0.09349797828736015,16
post_intervention_mean_magnetization,0.10418296392872664,0.002653469899723419,0.09979931998875169,0.10382698059667152,0.10935143288084465,16
