start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6967950573510509,0.6967959479710055,0.5503575664365928,0.5541351041681563,207,1450,True,CONVERGED: alternating objective tolerance reached,True
