experiment_name,experiment_slug,execution_mode,search_name,search_slug,candidate_name,candidate_slug,candidate_index,status,num_completed_folds,weighted_mean_validation_loss,mean_fold_validation_loss,weighted_mean_validation_brier_score,mean_fold_validation_brier_score,standard_error_fold_validation_brier_score,weighted_mean_validation_ece,mean_fold_validation_ece,weighted_mean_validation_mean_magnetization_abs_diff,mean_fold_validation_mean_magnetization_abs_diff,standard_error_fold_validation_mean_magnetization_abs_diff,total_validation_slots,weighted_mean_post_s_validation_loss,mean_fold_post_s_validation_loss,weighted_mean_post_s_validation_brier_score,mean_fold_post_s_validation_brier_score,standard_error_fold_post_s_validation_brier_score,weighted_mean_post_s_validation_ece,mean_fold_post_s_validation_ece,weighted_mean_post_s_validation_mean_magnetization_abs_diff,mean_fold_post_s_validation_mean_magnetization_abs_diff,standard_error_fold_post_s_validation_mean_magnetization_abs_diff,total_post_s_validation_slots,rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,completed,7,0.6641754033522151,0.6641504781969567,0.19099769542857561,0.19099362615520504,0.010702373317488145,0.0733124138604,0.07330700141088223,0.06517444585816648,0.06516906839182181,0.035024126863090844,328526,0.5728278261233929,0.5728496235393579,0.1876592876453517,0.18764480571004066,0.0032526970700027954,0.05218629038113447,0.05222326316515912,0.05710305459766989,0.057164619611629594,0.018201835172917676,183854,12
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,completed,7,0.5789720934694539,0.5789561302248795,0.18345307011374282,0.1834492103574071,0.008164463372735298,0.05999680974346486,0.05999120157575844,0.0580852048239713,0.05807914898448941,0.030340305976693335,328526,0.5581137190597792,0.5581254783583691,0.18469264484117792,0.18468174539374707,0.002439850399047689,0.0463046739410993,0.04635578916861465,0.054842429318916086,0.05491308606940104,0.017501716306422367,183854,9
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0003,xi_zero_candidate_0003,3,completed,7,0.551862423957822,0.5518493430150719,0.17926877309638684,0.17926508651299927,0.007013015938273102,0.05121565964392726,0.05121003369481892,0.0568573720192618,0.056851583488794315,0.02781542376468079,328526,0.5487952198807993,0.5487960302538828,0.18249691371825044,0.18248669216445718,0.0020021740449651187,0.041141262654655994,0.041197972684030894,0.05353364626279548,0.05359408475372055,0.01708511691806066,183854,7
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0004,xi_zero_candidate_0004,4,completed,7,0.5092702337289444,0.5092628924150343,0.16845682634812825,0.1684540409461658,0.0045069432840278666,0.032419310409294015,0.0324179576416897,0.06469693418481338,0.06469398999739083,0.020770770128810737,328526,0.5311894624402492,0.5311470898366913,0.1773726123391557,0.17735364348607702,0.001538683145568962,0.023225808178834947,0.02324436113571701,0.04597533912778618,0.0459985393963745,0.019220594583895228,183854,3
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0005,xi_zero_candidate_0005,5,completed,7,0.5057975928549313,0.5057924096933347,0.1666061775122554,0.16660403340472757,0.0035832315711057804,0.041888894869651846,0.04189036040486431,0.08823198163920055,0.08823262965139071,0.02377606355004257,328526,0.5307230870544556,0.5306682707567426,0.17703879502006242,0.17701530258724715,0.0017773519824833234,0.030546484896095315,0.030556860673743,0.0577877011106639,0.05783957465239723,0.02194354061435997,183854,13
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0006,xi_zero_candidate_0006,6,completed,7,0.521241575567128,0.5212384210955696,0.17183505515520803,0.1718337087750807,0.0027433285404143853,0.0661118718362326,0.06611438519144468,0.11717185245612219,0.11717980454538078,0.02691946909323972,328526,0.5543527933456311,0.5542883144111477,0.18661118694763856,0.1865826432530399,0.002352845818260612,0.06579996786045494,0.06582205987071958,0.09872371555690929,0.09891625024010786,0.02853581601819074,183854,18
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0007,xi_zero_candidate_0007,7,completed,7,0.7129486343840575,0.7129556129623051,0.20276679859269542,0.20276766848251845,0.007403075842377414,0.11093695958364222,0.1109373283276149,0.060823572563510966,0.06082660614737467,0.019530890849081165,328526,0.7055500925992244,0.7048112797680748,0.20985643395352355,0.20971809381630724,0.01115721925535375,0.09524800072631648,0.09514017155852818,0.07612154209318263,0.07587811040742773,0.026967344166500602,183854,15
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0008,xi_zero_candidate_0008,8,completed,7,0.5825857870544889,0.5825789809833652,0.18418413704782582,0.18418234251265247,0.003012880188520239,0.07959795648002257,0.07959520749378693,0.041601349664866706,0.04160453726724267,0.010091498715241532,328526,0.5763643859124926,0.5763083769082814,0.18891070832118464,0.18888133458806058,0.002057508565558604,0.06552502907372215,0.06554634475128052,0.04020717525862913,0.04017975082651925,0.005295322857738436,183854,1
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0009,xi_zero_candidate_0009,9,completed,7,0.5523357342641235,0.5523302697064212,0.17895410648102494,0.17895255737882423,0.0025993740303347163,0.06628808991282974,0.06628547949201381,0.047875206224164926,0.04787573471632096,0.0077385252623832475,328526,0.5598834684454749,0.559800384548382,0.18517435115374445,0.18513796442342234,0.0023253557367276766,0.055900644845698934,0.05591263216826459,0.04308921753130202,0.04309006705155783,0.004777844679360999,183854,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0010,xi_zero_candidate_0010,10,completed,7,0.5049731668205314,0.5049694742093689,0.1669045775698344,0.16690316983134537,0.0023018961998891763,0.028176869600022494,0.02817755205402256,0.057923497683592784,0.057928113680517694,0.013056898262692603,328526,0.5328624026214183,0.5327900360606291,0.17789511578461278,0.1778642192243865,0.00222700826649531,0.02713943006276729,0.027148763148744863,0.05303868830702624,0.053055764415506065,0.016495652352982317,183854,6
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0011,xi_zero_candidate_0011,11,completed,7,0.4983368723949973,0.4983334264749799,0.1636790749541448,0.1636776248066536,0.00240307992759953,0.0353567376221104,0.03535865459880107,0.0682670473569824,0.06827248356655896,0.014470948738596256,328526,0.5273773727816274,0.527309938853633,0.1756294766655742,0.17560062695791764,0.0019260255762432055,0.0264264369809106,0.026426460434115093,0.053813079943868525,0.05381941312067906,0.018416132060158737,183854,8
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0012,xi_zero_candidate_0012,12,completed,7,0.5134075220445494,0.5134040956918849,0.16870349989560873,0.1687020112279974,0.002867046065787048,0.056184035189102484,0.05618608116193532,0.10306109714299629,0.1030681044117698,0.024039089660763853,328526,0.5445825748769975,0.5445193056665092,0.18246415413980602,0.1824364904298,0.002206829282269959,0.054651816400234726,0.054659460058548805,0.08611860498003851,0.08627549070589732,0.02414501929578696,183854,17
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0013,xi_zero_candidate_0013,13,completed,7,0.9735879720468937,0.9735603380856688,0.2294749059456383,0.2294723890019832,0.004446469093721783,0.16265296046527997,0.16264860989748817,0.06545562603873056,0.0654594173736567,0.017778315806305144,328526,0.8795797345831644,0.8797068815613535,0.22906863271108308,0.22903828596634127,0.003328444140696304,0.1431548935417891,0.14317794174255258,0.057055462486538235,0.05718573292191396,0.0119454964507858,183854,11
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0014,xi_zero_candidate_0014,14,completed,7,0.7235115614689615,0.7234974695524501,0.2135072668849719,0.2135046899170437,0.0027785154429899174,0.13553350480182105,0.13552907761253014,0.06475134388145841,0.06475079975176977,0.015186965089182514,328526,0.71384384312405,0.7139997458170522,0.2184317377459986,0.21843045411611547,0.0018772996588918816,0.12571108852621563,0.12577796857650714,0.05897954355086101,0.059222052184912374,0.020056482935181336,183854,14
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0015,xi_zero_candidate_0015,15,completed,7,0.6422046952340693,0.6421955642329223,0.20189760415750482,0.20189554337061774,0.002797218025121607,0.11119035700870425,0.11118687292066784,0.06300642871492668,0.06300458992890844,0.012024285914557675,328526,0.6418672805382873,0.6418418113179211,0.20685829245976123,0.2068341625953448,0.0020116983287427354,0.1040217223519043,0.10405636937922491,0.05576707604947405,0.055950715277638674,0.015810913351444123,183854,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0016,xi_zero_candidate_0016,16,completed,7,0.5250960972976366,0.5250923980630601,0.17442304623085766,0.1744217837196649,0.002399770975152062,0.03759091116491896,0.037589305199472046,0.05637643595940655,0.05638140289882483,0.012444864216150792,328526,0.5535145243708178,0.5534720245080997,0.18537149088467078,0.18534930636186925,0.0012792381174852002,0.04294098874320634,0.04297922735717045,0.05058905435834954,0.050702278256839574,0.015612223442365146,183854,4
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0017,xi_zero_candidate_0017,17,completed,7,0.5044967089025241,0.5044932427677079,0.16645714078812346,0.16645574274271743,0.0024101888594040386,0.028918337441620118,0.02891993953396556,0.06302202869788084,0.06302756574726474,0.015358694671510775,328526,0.5363272212397296,0.53627587463873,0.1792697451256835,0.17924677701242883,0.0014867845718398351,0.026832458188548406,0.026860792370392666,0.05247370195916327,0.05254829663537921,0.018348643793134597,183854,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,cv,xi_zero,xi_zero,xi_zero__candidate_0018,xi_zero_candidate_0018,18,completed,7,0.5077861067738725,0.5077826340953215,0.16649728539755887,0.16649577054203876,0.002842161175078968,0.050180364495093076,0.05018268596758361,0.09408616060829281,0.09409270532399869,0.02127978594935379,328526,0.5380013166830558,0.5379390001841519,0.179705960590731,0.17967884803515458,0.0020783960394227773,0.04487797155678802,0.04488188003939928,0.07647100416634939,0.0766024154422388,0.021794999740433384,183854,16
