descriptor,folder,N,T,temperature_regime,fro_regime,graph_family,gamma_fro_norm,field_complexity,interaction_complexity,final_loss,parameter_rmse,field_rmse,interaction_fro_error,beta_abs_error,eta_abs_error,zeta_abs_error,psi_abs_error,avg_field_coef_abs_error,max_field_coef_abs_error,avg_interaction_coef_abs_error,max_interaction_coef_abs_error,n_field_params,n_interaction_params
N100_T100_baseline_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_medium_uniform_known_graph_20260331_230122,100,100,baseline_temp,fro_medium,erdos_renyi,1.6593560810983627,uniform,known_graph,0.5504458170556187,0.04143764267041636,0.03340964946706504,0.15129803311668624,0.0251945682074608,0.00581222297571056,0.001101126466347191,0.014245609456712827,0.03340964946706504,0.03340964946706504,0.0911787619547812,0.0911787619547812,1,1
N100_T100_baseline_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_medium_uniform_shared_feature_interactions_20260331_230129,100,100,baseline_temp,fro_medium,erdos_renyi,1.7356110390903676,uniform,shared_feature_interactions,0.5207659940165861,0.3366571458397694,0.013921740553400284,0.6624367109642336,0.015399981377561267,0.0020720109016444943,0.020835221097072587,0.01419019859837134,0.013921740553400286,0.013921740553400286,0.28406579960974376,0.9261645120849282,1,11
N100_T100_baseline_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_medium_shared_feature_field_known_graph_20260331_230136,100,100,baseline_temp,fro_medium,erdos_renyi,1.6792690666888228,shared_feature_field,known_graph,0.572338733838524,0.04490497288261531,0.0532394584229137,0.016788579960338466,0.015172261156454758,0.006204030154847245,0.0019389570163343972,0.012899153029491905,0.04045299606316037,0.10866471651742637,0.009997552085826311,0.009997552085826311,11,1
N100_T100_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230143,100,100,baseline_temp,fro_medium,erdos_renyi,1.876830133358096,shared_feature_field,shared_feature_interactions,0.5540048525487807,0.2794505276385828,0.07672029253523946,0.541763953748271,0.02038550921040183,0.002190285033547734,0.024267191842190283,0.022803974409659367,0.06768638133880514,0.19939561488258606,0.328761661268763,0.9711057750790797,11,11
N100_T100_baseline_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_large_uniform_known_graph_20260331_230151,100,100,baseline_temp,fro_large,cycle,7.0710678118654755,uniform,known_graph,0.5173272975891124,0.009223594156963388,0.00768022287416792,0.11879014683714256,0.009476095843548138,0.007200945742110457,0.0018019760093159753,0.004933883092498814,0.007680222874167919,0.007680222874167919,0.016799463673337844,0.016799463673337844,1,1
N100_T100_baseline_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_large_uniform_shared_feature_interactions_20260331_230158,100,100,baseline_temp,fro_large,cycle,7.0710678118654755,uniform,shared_feature_interactions,0.510312051707575,0.16850505370004099,0.16550913652185018,0.5095953381204015,0.004136738481257507,0.02291113611031903,0.001973531774177195,0.016502811785002625,0.16550913652185018,0.16550913652185018,0.16523766068828147,0.3426047163815831,1,11
N100_T100_baseline_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_large_shared_feature_field_known_graph_20260331_230207,100,100,baseline_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,known_graph,0.5379878513541104,0.041133058145929234,0.04810668507169163,0.016670188550480844,0.002603483605041479,0.0022406559648727453,0.004287372303000692,0.020330719677571163,0.042861656293053337,0.09400833026809813,0.0023575206735406695,0.0023575206735406695,11,1
N100_T100_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_230215,100,100,baseline_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,shared_feature_interactions,0.5494110756458411,0.21318033499954775,0.06860523492542732,0.4888678836276189,0.007392054141070692,0.010145081632191813,6.760793882004679e-05,0.019268007028149126,0.06074488178926926,0.19335573672323858,0.23575778766986338,0.7926344342488065,11,11
N100_T100_low_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_small_uniform_known_graph_20260331_230223,100,100,low_temp,fro_small,complete,1.0050378152592128,uniform,known_graph,0.13501729392635461,0.3050508685463957,0.5976445291151536,0.22507416007690595,0.32159458129062957,0.21808939948540085,0.0008235015130734213,0.004321854586495533,0.5976445291151538,0.5976445291151538,0.22394596169384595,0.22394596169384595,1,1
N100_T100_low_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_small_uniform_shared_feature_interactions_20260331_230230,100,100,low_temp,fro_small,complete,1.0050378152592128,uniform,shared_feature_interactions,0.2369942357409226,0.27804683717750756,0.062480334347015484,0.4486538980161135,0.012159609141558114,0.03855557339570492,0.01466061834696819,0.03877938130829883,0.0624803343470155,0.0624803343470155,0.23431194564322497,0.7629229634659771,1,11
N100_T100_low_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_small_shared_feature_field_known_graph_20260331_230238,100,100,low_temp,fro_small,complete,1.0050378152592128,shared_feature_field,known_graph,0.19574172848994117,0.1015606905304271,0.17891499009135617,0.22907329619462058,0.01638965296633188,0.01666680725858194,0.028921482701983026,0.01633240445537698,0.07879102179077808,0.19887006623604336,0.22792505189025136,0.22792505189025136,11,1
N100_T100_low_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_230247,100,100,low_temp,fro_small,complete,1.0050378152592128,shared_feature_field,shared_feature_interactions,0.3964504569899757,0.34665971680977237,0.10347752451696195,0.6520964848234475,0.03847830143193587,0.015147813105893526,0.02548067967737544,0.007912144696846257,0.07573800065576645,0.21028516754861226,0.4140800652319896,1.161642175923503,11,11
N100_T100_low_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_medium_uniform_known_graph_20260331_230254,100,100,low_temp,fro_medium,erdos_renyi,1.7444798297897313,uniform,known_graph,0.22783062742992097,0.04067073705168554,0.034328828282617956,0.03943274695943517,0.07093189734414884,0.045048244212343325,0.030263397634233247,0.016083489683771823,0.03432882828261796,0.03432882828261796,0.022604300884458084,0.022604300884458084,1,1
N100_T100_low_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_medium_uniform_shared_feature_interactions_20260331_230302,100,100,low_temp,fro_medium,erdos_renyi,1.5842979517754858,uniform,shared_feature_interactions,0.2752500831374479,0.5990672569789197,0.016799357719100242,1.1047719532864768,0.03811858911065302,0.0500548808031408,0.006937737708169411,0.023077138394776153,0.01679935771910024,0.01679935771910024,0.36336171177893656,1.9600915134272718,1,11
N100_T100_low_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_medium_shared_feature_field_known_graph_20260331_230309,100,100,low_temp,fro_medium,erdos_renyi,1.7141387356157236,shared_feature_field,known_graph,0.3762250150415069,0.04368985542104257,0.03819314677862172,0.16135010383639092,0.01520957006031698,0.01018421510027756,0.01100888611551376,0.012888262265775274,0.03333627894337607,0.09523866706281581,0.09412896429204931,0.09412896429204931,11,1
N100_T100_low_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230316,100,100,low_temp,fro_medium,erdos_renyi,1.6375104406425312,shared_feature_field,shared_feature_interactions,0.41239206407185236,0.16466744191363125,0.057480922358116686,0.3446497627849756,0.052146140062093504,0.06594652818749469,0.0036802707094154563,0.0016924069148493426,0.05713177552695598,0.17913595735642762,0.1989296533251565,0.43811360942815963,11,11
N100_T100_low_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_large_uniform_known_graph_20260331_230323,100,100,low_temp,fro_large,cycle,7.0710678118654755,uniform,known_graph,0.14906677687454153,0.09612691688175239,0.05295241891921409,1.3675671090583204,0.08573679422390401,0.06743997192899198,0.031688194298998607,0.04827484764018458,0.052952418919214095,0.052952418919214095,0.1934031953085642,0.1934031953085642,1,1
N100_T100_low_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_large_uniform_shared_feature_interactions_20260331_230331,100,100,low_temp,fro_large,cycle,7.0710678118654755,uniform,shared_feature_interactions,0.2518902808652535,0.4687759992360649,0.01652862129512811,0.7889240889639756,0.000689528895812197,0.004762424655683439,0.013773862451181618,0.016552682868707036,0.01652862129512811,0.01652862129512811,0.2844748576314847,1.7416812026242443,1,11
N100_T100_low_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_large_shared_feature_field_known_graph_20260331_230338,100,100,low_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,known_graph,0.2437462412899057,0.09577332935107417,0.08074200601723436,0.10861370230996202,0.08564980943269829,0.02394195905594032,0.019723923419111555,0.027309633390085353,0.08761050597243102,0.21034324561648504,0.015360297086630226,0.015360297086630226,11,1
N100_T100_low_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_low_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_230346,100,100,low_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,shared_feature_interactions,0.40777692616895295,0.18836461260080953,0.061994391024975906,0.37475757610237453,0.00737876720438968,0.01062901673182004,0.022404198382818263,0.024519871703606033,0.057100296941229096,0.19453974059947188,0.21458521466141586,0.6677146217003582,11,11
N1000_T10_high_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_small_uniform_known_graph_20260331_230353,1000,10,high_temp,fro_small,complete,1.000500375312761,uniform,known_graph,0.6798313684985364,0.011864440193599172,0.00048201321648591594,0.027632031636907924,0.004803173880256181,0.00687615761552462,0.0010082308342412027,0.0031973605365437016,0.0004820132164859159,0.0004820132164859159,0.027618212165359438,0.027618212165359438,1,1
N1000_T10_high_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_small_uniform_shared_feature_interactions_20260331_230402,1000,10,high_temp,fro_small,complete,1.000500375312761,uniform,shared_feature_interactions,0.6737125932719248,1.8489321925479025,0.021166840822487685,2.9748465217198135,0.00503989576293018,0.009325798484754913,0.009012266389810453,0.008960658877413825,0.02116684082248768,0.02116684082248768,1.3301696908406044,6.558607782713837,1,11
N1000_T10_high_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_small_shared_feature_field_known_graph_20260331_230412,1000,10,high_temp,fro_small,complete,1.000500375312761,shared_feature_field,known_graph,0.6763976757997179,0.05486451219559385,0.05183781502280212,0.1767898442459092,0.00790358400036903,0.0028095528719542587,0.027721507770729875,0.003998004256454142,0.03409918961050952,0.07785433514892898,0.1767014272140089,0.1767014272140089,11,1
N1000_T10_high_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_230422,1000,10,high_temp,fro_small,complete,1.000500375312761,shared_feature_field,shared_feature_interactions,0.6738678256412306,0.52107249169312,0.06761067959511356,0.9087312891476429,0.00917200796811414,0.009481161421351062,0.02193235115232639,0.0028178592145051765,0.10867633462741866,0.2392584415396501,0.6268156555926464,1.6693380560084485,11,11
N1000_T10_high_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_medium_uniform_known_graph_20260331_230432,1000,10,high_temp,fro_medium,erdos_renyi,2.417329583352358,uniform,known_graph,0.6807973463654731,0.04602977224524363,0.004164823888774649,0.26965278898305584,0.006466387207703955,0.011468363116916956,0.008649165889069443,0.0018909901699546428,0.004164823888774649,0.004164823888774649,0.11154986512393715,0.11154986512393715,1,1
N1000_T10_high_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_medium_uniform_shared_feature_interactions_20260331_230440,1000,10,high_temp,fro_medium,erdos_renyi,2.497592693330671,uniform,shared_feature_interactions,0.6752858252703674,1.100438477393028,0.00870324823414409,1.6454856029721026,0.011471570818449711,0.0061041188765996925,0.00205881125673249,0.005391743913652394,0.00870324823414409,0.00870324823414409,0.8357934550728388,2.8579190245539174,1,11
N1000_T10_high_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_medium_shared_feature_field_known_graph_20260331_230450,1000,10,high_temp,fro_medium,erdos_renyi,2.403700850309339,shared_feature_field,known_graph,0.6763952545366324,0.04062347101904007,0.035412216972251546,0.09289213107104702,0.000510898298602222,0.0013177631255989024,0.0007791575913826954,0.005047738194115442,0.03830132857505755,0.09184344640414041,0.038645462499667146,0.038645462499667146,11,1
N1000_T10_high_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230458,1000,10,high_temp,fro_medium,erdos_renyi,2.417401899669442,shared_feature_field,shared_feature_interactions,0.6759883245890683,1.2745055587321856,0.06685699659204805,2.2590152452965424,0.010445662663419952,0.011801003477233946,0.007520329316374252,0.010061160177774121,0.07222686847650174,0.15878965213801927,1.2024878898006557,5.55493292396934,11,11
N1000_T10_high_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_large_uniform_known_graph_20260331_230507,1000,10,high_temp,fro_large,cycle,22.360679774997898,uniform,known_graph,0.6754897032201727,0.007717061802492652,0.0002902860534159113,0.10595121602728909,0.0011608714910345541,0.004110689683775269,0.017767391735330068,0.0009257804605564413,0.0002902860534159113,0.0002902860534159113,0.004738282426715673,0.004738282426715673,1,1
N1000_T10_high_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_large_uniform_shared_feature_interactions_20260331_230516,1000,10,high_temp,fro_large,cycle,22.360679774997898,uniform,shared_feature_interactions,0.6711190127118045,1.1455878144505791,0.006574870678691226,2.077053951078522,0.0031486552883386865,0.013575241179827034,0.000843537002129191,0.006039860683425734,0.006574870678691225,0.006574870678691225,0.5817874160032824,4.498437551014649,1,11
N1000_T10_high_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_large_shared_feature_field_known_graph_20260331_230525,1000,10,high_temp,fro_large,cycle,22.360679774997898,shared_feature_field,known_graph,0.6714766982474462,0.061783482639190083,0.03567718635511179,0.12619350554959335,0.007470214783491885,0.03367757793493927,0.013865285866339616,0.04167182394316349,0.048218974418317684,0.18958438836760189,0.005643545134557754,0.005643545134557754,11,1
N1000_T10_high_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_high_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_230533,1000,10,high_temp,fro_large,cycle,22.360679774997898,shared_feature_field,shared_feature_interactions,0.6702610690296694,1.996864898543656,0.11407728037265492,3.182696750320539,0.001810139631491195,0.00458765349086794,0.00861847801628604,0.00738673860029538,0.07719709716585509,0.4366230710786358,1.1992545954836835,10.048511084520483,11,11
N1000_T10_baseline_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_small_uniform_known_graph_20260331_230542,1000,10,baseline_temp,fro_small,complete,1.000500375312761,uniform,known_graph,0.5676631222108273,0.014894140960230581,0.020742006397691744,0.021609577951659673,0.001049681629807342,0.015467751281642017,0.013523366265863701,0.0033226944596955743,0.020742006397691748,0.020742006397691748,0.021598770460133587,0.021598770460133587,1,1
N1000_T10_baseline_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_small_uniform_shared_feature_interactions_20260331_230551,1000,10,baseline_temp,fro_small,complete,1.000500375312761,uniform,shared_feature_interactions,0.5510034666078917,0.6853429426671744,0.03595529696249212,0.9473980481863595,0.014206978590137198,0.005665574621266614,0.016950649986751887,0.013116898194625526,0.03595529696249211,0.03595529696249211,0.5914328900568838,1.7198111628861161,1,11
N1000_T10_baseline_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_small_shared_feature_field_known_graph_20260331_230601,1000,10,baseline_temp,fro_small,complete,1.000500375312761,shared_feature_field,known_graph,0.5852680643261704,0.04958141583010484,0.03943265477518466,0.0007250222784948808,0.01826878933302445,0.0035457949344363388,0.00412147859309292,0.012000300048402579,0.04531722775911055,0.1262752054122862,0.0007246596766824487,0.0007246596766824487,11,1
N1000_T10_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_230610,1000,10,baseline_temp,fro_small,complete,1.000500375312761,shared_feature_field,shared_feature_interactions,0.584867026712029,2.749131312178671,0.10348191611278271,4.68358128324743,0.022868394771997147,0.006731880584364219,0.040000610160176475,0.006350159471749661,0.08406169757128522,0.27164710015934085,1.6193255062840664,13.875366896308762,11,11
N1000_T10_baseline_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_medium_uniform_known_graph_20260331_230621,1000,10,baseline_temp,fro_medium,erdos_renyi,2.4191787936204605,uniform,known_graph,0.5830244277493046,0.015941377326823037,0.013007853473163413,0.06776941367479229,0.018251869067635373,0.0018089151179311314,0.014507888684834602,0.004891699444665498,0.013007853473163411,0.013007853473163411,0.02801339605551456,0.02801339605551456,1,1
N1000_T10_baseline_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_medium_uniform_shared_feature_interactions_20260331_230629,1000,10,baseline_temp,fro_medium,erdos_renyi,2.309777866352269,uniform,shared_feature_interactions,0.5594235747040917,3.517575634852235,0.08738657260710413,5.860714233016904,0.04070452760049814,0.0037421690436109795,0.0013283018599209995,0.003955129258558843,0.08738657260710414,0.08738657260710414,1.9099070379001004,13.490281148743444,1,11
N1000_T10_baseline_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_medium_shared_feature_field_known_graph_20260331_230639,1000,10,baseline_temp,fro_medium,erdos_renyi,2.397580659982132,shared_feature_field,known_graph,0.5976307835827751,0.05434457372734703,0.036316961608789756,0.22275401492781682,0.010241360246521336,0.011315953796043887,0.0391983002007793,0.037895923432614276,0.04455844856795219,0.11793925877535862,0.09290782939893971,0.09290782939893971,11,1
N1000_T10_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230647,1000,10,baseline_temp,fro_medium,erdos_renyi,2.4452664814646985,shared_feature_field,shared_feature_interactions,0.5791277654437827,1.0163377134728975,0.16716972898917004,1.8279120669011686,0.0403270009132467,0.008375911467696687,0.007998348885456863,0.008998170401370575,0.13093692017788447,0.44129047373800717,0.8362177816746779,4.643945752362835,11,11
N1000_T10_baseline_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_large_uniform_known_graph_20260331_230657,1000,10,baseline_temp,fro_large,cycle,22.360679774997898,uniform,known_graph,0.5472350224535849,0.016045522291368842,0.014956959832557291,0.5854548209059293,0.013952619130425337,0.020682120540759144,0.002141787889029967,0.0029179488544813226,0.014956959832557293,0.014956959832557293,0.02618233554601246,0.02618233554601246,1,1
N1000_T10_baseline_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_large_uniform_shared_feature_interactions_20260331_230705,1000,10,baseline_temp,fro_large,cycle,22.360679774997898,uniform,shared_feature_interactions,0.5424539812196707,1.3542705527225518,0.011359639674608513,2.2479697224423174,0.014445563664571337,0.00021430269990639628,0.028219258281449888,0.021177681204744336,0.011359639674608513,0.011359639674608513,0.9706903763014639,4.5486097264858465,1,11
N1000_T10_baseline_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_large_shared_feature_field_known_graph_20260331_230714,1000,10,baseline_temp,fro_large,cycle,22.360679774997898,shared_feature_field,known_graph,0.5627960865980252,0.039529418062284154,0.038083092913186414,0.027652891743263908,0.03809361832565655,0.007472307054965155,0.03765059218361905,0.002872548027741062,0.03135756190945172,0.09894662972048479,0.0012366749142476152,0.0012366749142476152,11,1
N1000_T10_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_230723,1000,10,baseline_temp,fro_large,cycle,22.360679774997898,shared_feature_field,shared_feature_interactions,0.5721952976686889,0.6714825643708004,0.08050403339605872,1.119183803505737,0.010297492506339434,0.028919664607895038,0.021995049938451083,0.012650480905425365,0.06596285622666327,0.18229114153296133,0.7141212500296477,2.59056557275133,11,11
N1000_T10_low_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_small_uniform_known_graph_20260331_230732,1000,10,low_temp,fro_small,complete,1.000500375312761,uniform,known_graph,0.1510731104868496,1.663451425147142,2.8903851904787383,0.08604770908817769,2.86995058906958,0.04685358822545771,0.04321636422345554,0.004605758061898002,2.8903851904787383,2.8903851904787383,0.0860046744722831,0.0860046744722831,1,1
N1000_T10_low_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_small_uniform_shared_feature_interactions_20260331_230741,1000,10,low_temp,fro_small,complete,1.000500375312761,uniform,shared_feature_interactions,0.3105264079465755,0.7128027334058795,0.06666683310891763,0.8848256348765993,0.07460509703809448,0.0054376602639537586,0.02744816734344524,0.0212445161621867,0.06666683310891763,0.06666683310891763,0.47138867309538546,2.079935758563217,1,11
N1000_T10_low_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_small_shared_feature_field_known_graph_20260331_230751,1000,10,low_temp,fro_small,complete,1.000500375312761,shared_feature_field,known_graph,0.16925693648382337,0.16656934087987363,0.19013979010190174,0.08936650139753662,0.13801080831702617,0.03601035809110287,0.003916899111807259,0.014222632417903613,0.1607960117515226,0.39946654374651736,0.08932180697044201,0.08932180697044201,11,1
N1000_T10_low_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_230800,1000,10,low_temp,fro_small,complete,1.000500375312761,shared_feature_field,shared_feature_interactions,0.32693101310175926,1.9106436618187512,0.1646425485824754,3.798960294070462,0.010912055423276668,0.0010386786618615806,0.01534690573491515,0.019708649215134655,0.10867487334337213,0.4775783635228912,1.2176399277046783,9.589026687126909,11,11
N1000_T10_low_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_medium_uniform_known_graph_20260331_230811,1000,10,low_temp,fro_medium,erdos_renyi,2.453166884407727,uniform,known_graph,0.20457292809870833,0.07267965009072397,0.11782142092150197,0.021993043838212017,0.1200274823523575,0.003429320746003439,0.04509271284153249,0.03577734360449192,0.11782142092150194,0.11782142092150194,0.008965164163106776,0.008965164163106776,1,1
N1000_T10_low_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_medium_uniform_shared_feature_interactions_20260331_230819,1000,10,low_temp,fro_medium,erdos_renyi,2.327806933812863,uniform,shared_feature_interactions,0.334588798451375,1.2867546925467925,0.00015329081064030528,2.20151617904549,0.010509309215926077,0.012842311272346918,8.08006069601408e-05,0.021814733386628316,0.00015329081064030525,0.00015329081064030525,0.8165770603036052,4.467962181798444,1,11
N1000_T10_low_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_medium_shared_feature_field_known_graph_20260331_230828,1000,10,low_temp,fro_medium,erdos_renyi,2.4034143145345372,shared_feature_field,known_graph,0.2280494304891894,0.11185952239589814,0.07154994775645465,0.1045458989860712,0.040860237563021595,0.038491064729659574,0.033319476011885674,0.014215182008210703,0.08181343377297527,0.3828255934824248,0.04349890834627823,0.04349890834627823,11,1
N1000_T10_low_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n1000_t10_low_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230837,1000,10,low_temp,fro_medium,erdos_renyi,2.485097251903164,shared_feature_field,shared_feature_interactions,0.34199826954869483,0.61649579767741,0.09142378547863486,1.2521724836419335,0.028791636294343892,0.012205178731736765,0.008060483315035727,0.030209863560528016,0.08047733252645924,0.25504006221570596,0.5771693437344447,2.487416724147044,11,11
