descriptor,folder,N,T,temperature_regime,fro_regime,graph_family,gamma_fro_norm,field_complexity,interaction_complexity,final_loss,parameter_rmse,field_rmse,interaction_fro_error,beta_abs_error,eta_abs_error,zeta_abs_error,psi_abs_error,avg_field_coef_abs_error,max_field_coef_abs_error,avg_interaction_coef_abs_error,max_interaction_coef_abs_error,n_field_params,n_interaction_params
N100_T10_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_225834,100,10,baseline_temp,fro_small,complete,1.0050378152592128,shared_feature_field,shared_feature_interactions,0.5528732330476238,1.1805715989854308,0.24898276220302745,2.375986408532348,0.1399878473147811,0.039206794478632595,0.01182734502384225,0.028867558844490993,0.15978492456336443,0.4897079304967268,1.4098979925412112,3.9959470399249377,11,11
N100_T10_baseline_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_medium_uniform_known_graph_20260331_225836,100,10,baseline_temp,fro_medium,erdos_renyi,1.8225803982152549,uniform,known_graph,0.5903194356736183,0.06247917761649811,0.006855433557674262,0.1640277831822857,0.09091635319162344,0.04877857490268654,0.02561804168197146,0.06303897112860496,0.006855433557674262,0.006855433557674262,0.08999755694887773,0.08999755694887773,1,1
N100_T10_baseline_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_medium_uniform_shared_feature_interactions_20260331_225839,100,10,baseline_temp,fro_medium,erdos_renyi,1.7444798297897313,uniform,shared_feature_interactions,0.5506032868749705,0.5343717846258803,0.06031923740214374,1.6475553295596976,0.08203506131736032,0.005332589551968081,0.040034385663612615,0.0074617255054161835,0.06031923740214373,0.06031923740214373,0.5040178890957343,1.487097613173494,1,11
N100_T10_baseline_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_medium_shared_feature_field_known_graph_20260331_225841,100,10,baseline_temp,fro_medium,erdos_renyi,1.9744461248664142,shared_feature_field,known_graph,0.588331502521131,0.10336638014636948,0.10337529485215023,0.3146247684168589,0.0022692600661699536,0.03206968255370182,0.05425286440295751,0.05871946265692285,0.09065921113434511,0.21700988681818636,0.1593483683623657,0.1593483683623657,11,1
N100_T10_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_225844,100,10,baseline_temp,fro_medium,erdos_renyi,1.8805138074289154,shared_feature_field,shared_feature_interactions,0.566852311731123,1.551183085646067,0.5822452350271081,3.4222311742742164,0.0943780358887027,0.0075729186113235175,0.04160008147959976,0.05897266929431977,0.35615206184027387,1.0656659494064404,1.732388489316031,4.877705901167066,11,11
N100_T10_baseline_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_large_uniform_known_graph_20260331_225847,100,10,baseline_temp,fro_large,cycle,7.0710678118654755,uniform,known_graph,0.5672781112904054,0.06492098506755775,0.091880867428694,0.2639497680236963,0.11489121472413355,0.03920377594166947,0.023392010723535528,0.012992650924512905,0.091880867428694,0.091880867428694,0.03732813417243436,0.03732813417243436,1,1
N100_T10_baseline_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_large_uniform_shared_feature_interactions_20260331_225849,100,10,baseline_temp,fro_large,cycle,7.0710678118654755,uniform,shared_feature_interactions,0.5404750061751504,1.0039494269490201,0.15726175880016663,1.8707966452441958,0.08247546979995224,0.016880250261239432,0.09142228838235511,0.12088862600846928,0.15726175880016663,0.15726175880016663,0.7743602939880017,3.076130248888039,1,11
N100_T10_baseline_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_large_shared_feature_field_known_graph_20260331_225851,100,10,baseline_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,known_graph,0.5295279199376141,0.10152987908791596,0.11731780083357746,0.5747112079787964,0.002413896169549068,0.015097584317010485,0.01777269817875926,0.0271279117474143,0.09864264240776892,0.21344679267467462,0.08127643847714383,0.08127643847714383,11,1
N100_T10_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_baseline_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_225854,100,10,baseline_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,shared_feature_interactions,0.5642302382509475,0.5421920941309673,0.2259988122950476,1.2088188164374858,0.06917025173534502,0.04333093651403831,0.034399853300138505,0.08202564504607873,0.16167828203651116,0.43441653510247613,0.6125991697793943,1.5962666871421252,11,11
N100_T10_low_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_small_uniform_known_graph_20260331_225856,100,10,low_temp,fro_small,complete,1.0050378152592128,uniform,known_graph,0.1708681083078915,1.6635956753348262,2.8494015699954947,0.15702996247171522,2.9010651654821324,0.2046678719398407,0.050996834193115514,0.03366874759951988,2.849401569995495,2.849401569995495,0.1562428399086806,0.1562428399086806,1,1
N100_T10_low_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_small_uniform_shared_feature_interactions_20260331_225859,100,10,low_temp,fro_small,complete,1.0050378152592128,uniform,shared_feature_interactions,0.33202223185903407,2.084530546336062,4.503507779469183,2.678948276697624,4.521030687143718,0.015207850797352207,0.06380601807127784,0.14168624434545085,4.503507779469183,4.503507779469183,1.1758127733831834,3.8578455139313785,1,11
N100_T10_low_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_small_shared_feature_field_known_graph_20260331_225901,100,10,low_temp,fro_small,complete,1.0050378152592128,shared_feature_field,known_graph,0.19820171396388392,0.2587286008979196,0.23768481079859288,0.06104755469055495,0.25051603646954423,0.031443673176379416,0.03962927172029451,0.023663835113506837,0.2414435278133163,0.6811120829291608,0.0607415499831816,0.0607415499831816,11,1
N100_T10_low_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_225904,100,10,low_temp,fro_small,complete,1.0050378152592128,shared_feature_field,shared_feature_interactions,0.3328871695036056,1.2225109106736376,0.49469432844678735,2.9976687310281394,0.043941584686246316,0.01892831522396854,0.0451103762124756,0.11339068290151233,0.2895866313726547,1.0913488959700794,1.0359302479664207,4.644957522972562,11,11
N100_T10_low_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_medium_uniform_known_graph_20260331_225906,100,10,low_temp,fro_medium,erdos_renyi,1.9425337834900067,uniform,known_graph,0.22192580253638206,0.24639650487896766,0.07635191923985764,1.0576609057155155,0.1908598921919693,0.0800438321491167,0.08723431426308936,0.10742692444557589,0.07635191923985762,0.07635191923985762,0.5444749093708396,0.5444749093708396,1,1
N100_T10_low_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_medium_uniform_shared_feature_interactions_20260331_225908,100,10,low_temp,fro_medium,erdos_renyi,1.865735473782789,uniform,shared_feature_interactions,0.3280768331179671,4.409010471797371,0.13107881135091812,7.821703198707328,0.1150638182922461,0.021102585619110603,0.016163894841621396,0.014802761991642432,0.13107881135091815,0.13107881135091815,2.333992424525143,17.29414709294989,1,11
N100_T10_low_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_medium_shared_feature_field_known_graph_20260331_225911,100,10,low_temp,fro_medium,erdos_renyi,1.7690759253434065,shared_feature_field,known_graph,0.30506667391818354,0.23392844510128258,0.24147641749770668,0.01540556524674103,0.197443198174589,0.035717168638897956,0.038510236290568045,0.06994272180617722,0.20684982468724658,0.5797747934206297,0.008708255550846644,0.008708255550846644,11,1
N100_T10_low_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_225913,100,10,low_temp,fro_medium,erdos_renyi,1.8823529411764706,shared_feature_field,shared_feature_interactions,0.34654759619719366,0.35956785822884835,0.15130088204042075,0.8703942890202766,0.016574535948440827,0.0015360634436006881,0.013828580575187877,0.01718747347373556,0.10230387763874256,0.2375679551812574,0.3994107299269156,1.3899166930251259,11,11
N100_T10_low_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_large_uniform_known_graph_20260331_225916,100,10,low_temp,fro_large,cycle,7.0710678118654755,uniform,known_graph,0.14472070496606068,1.6358805511577577,2.841399485793381,0.7085339453057106,2.8233032531270243,0.0014361753344206418,0.02841178434582292,0.03448289185108355,2.8413994857933806,2.8413994857933806,0.10020183148530526,0.10020183148530526,1,1
N100_T10_low_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_large_uniform_shared_feature_interactions_20260331_225918,100,10,low_temp,fro_large,cycle,7.0710678118654755,uniform,shared_feature_interactions,0.3044531986023212,1.5480958997988359,0.017852836955287943,2.883405443784388,0.06550134710592048,0.011619613301454446,0.16152998632650117,0.0153193716658242,0.017852836955287943,0.017852836955287943,1.2799830029575512,4.977753464209382,1,11
N100_T10_low_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_large_shared_feature_field_known_graph_20260331_225920,100,10,low_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,known_graph,0.19221094373928474,0.30256219104205867,0.30029957793762213,0.8925827193929389,0.2599904482306148,0.2095434809549701,0.0238538159893118,0.050824896287891,0.2587736754238641,0.6741201722589529,0.12623025873053528,0.12623025873053528,11,1
N100_T10_low_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t10_low_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_225924,100,10,low_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,shared_feature_interactions,0.3045521560116468,0.6221521664092751,0.2518361052160836,1.5866361635034085,0.20338213812716988,0.20897791582789527,0.12360343033931853,0.06463480002213723,0.220018861188779,0.5606861337985442,0.6888190400658404,1.8202946112105494,11,11
N100_T100_high_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_small_uniform_known_graph_20260331_225926,100,100,high_temp,fro_small,complete,1.0050378152592128,uniform,known_graph,0.6738573590439658,0.029731503609109068,0.029127113891062376,0.05491297850647378,0.006465034710228884,0.004343697894043937,0.03752466525928222,0.0011572956146046823,0.029127113891062373,0.029127113891062373,0.05463772374804722,0.05463772374804722,1,1
N100_T100_high_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_small_uniform_shared_feature_interactions_20260331_225934,100,100,high_temp,fro_small,complete,1.0050378152592128,uniform,shared_feature_interactions,0.6706858367224023,0.13627057201039147,0.010444547803256347,0.24536514007638394,0.006205801887464238,0.008352515008640168,0.0032466311686501215,0.018766554229656045,0.010444547803256349,0.010444547803256349,0.12847884923073669,0.3387479568359111,1,11
N100_T100_high_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_small_shared_feature_field_known_graph_20260331_225942,100,100,high_temp,fro_small,complete,1.0050378152592128,shared_feature_field,known_graph,0.6716811276413862,0.04051433290313226,0.02930313517168857,0.05469782633241885,0.006100227308194844,0.005809197844960279,0.0015481555028335203,0.008464072881265744,0.03514972384955684,0.09730051134424218,0.05442365003779644,0.05442365003779644,11,1
N100_T100_high_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_225949,100,100,high_temp,fro_small,complete,1.0050378152592128,shared_feature_field,shared_feature_interactions,0.6648674494136602,0.15271010735297896,0.06645020865024036,0.4516925100256666,0.027126620320565037,0.016621468198729013,0.00608980248815752,0.014478221447583164,0.04180547426938385,0.0911349117357056,0.16099248802055313,0.5249871587417293,11,11
N100_T100_high_temp_fro_medium_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_medium_uniform_known_graph_20260331_225955,100,100,high_temp,fro_medium,erdos_renyi,1.8841902797702315,uniform,known_graph,0.6777183193986664,0.03981432526844765,0.00725243439144646,0.17677738226898396,0.017124286065714894,0.015054920712025329,0.010412483559290947,0.005264714786641221,0.007252434391446461,0.007252434391446461,0.09382140655695409,0.09382140655695409,1,1
N100_T100_high_temp_fro_medium_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_medium_uniform_shared_feature_interactions_20260331_230002,100,100,high_temp,fro_medium,erdos_renyi,1.6522711641858308,uniform,shared_feature_interactions,0.6695502642324327,0.14080988905653866,0.05336042190313575,0.4066843860123315,0.015571000549105207,0.008697679123641998,0.009424831698589542,0.013114712871406066,0.05336042190313575,0.05336042190313575,0.14269544998221145,0.36850997008709824,1,11
N100_T100_high_temp_fro_medium_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_medium_shared_feature_field_known_graph_20260331_230009,100,100,high_temp,fro_medium,erdos_renyi,1.7103238746602023,shared_feature_field,known_graph,0.6712345690083112,0.050786467802317166,0.031826717329869685,0.13379932465787606,6.36572529799928e-05,0.015744992888635703,0.0009622308266445945,0.010828778998973741,0.03993233858035005,0.14783540671348044,0.07823040222978736,0.07823040222978736,11,1
N100_T100_high_temp_fro_medium_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_medium_shared_feature_field_shared_feature_interactions_20260331_230016,100,100,high_temp,fro_medium,erdos_renyi,1.9162137145944864,shared_feature_field,shared_feature_interactions,0.6713114823819147,0.20270957138324472,0.03364579354701386,0.5788493934941451,0.0061285582884983425,0.007648825718213051,0.0019856408469911824,0.0039014744638199844,0.02914804447070205,0.07644377896360989,0.26183268660549014,0.542333773801154,11,11
N100_T100_high_temp_fro_large_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_large_uniform_known_graph_20260331_230024,100,100,high_temp,fro_large,cycle,7.0710678118654755,uniform,known_graph,0.6730630720590082,0.011919813327281507,0.003217713341576361,0.1523452789134488,0.010118208306625978,0.01625815850536754,0.0023844071100423414,0.0023590431666648745,0.0032177133415763615,0.0032177133415763615,0.021544875960291116,0.021544875960291116,1,1
N100_T100_high_temp_fro_large_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_large_uniform_shared_feature_interactions_20260331_230031,100,100,high_temp,fro_large,cycle,7.0710678118654755,uniform,shared_feature_interactions,0.6682598074707654,0.20585377438923635,0.012346055201032297,0.43449877987385377,0.0014422430579617007,0.008276088810694303,0.014800373132066474,0.0005044627843222432,0.012346055201032297,0.012346055201032297,0.1922404025793435,0.5468027527768682,1,11
N100_T100_high_temp_fro_large_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_large_shared_feature_field_known_graph_20260331_230039,100,100,high_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,known_graph,0.6716317415778907,0.03396594197379977,0.038741845683856725,0.029886895149970377,0.004905928910213561,0.006940109282924161,0.023509639624466727,0.019408268469368408,0.03388339709489917,0.07393289462848153,0.004226645245831079,0.004226645245831079,11,1
N100_T100_high_temp_fro_large_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_high_temp_fro_large_shared_feature_field_shared_feature_interactions_20260331_230046,100,100,high_temp,fro_large,cycle,7.0710678118654755,shared_feature_field,shared_feature_interactions,0.6645056271000067,0.12135015189693518,0.034680592049220804,0.2669316620098936,0.011191786289386413,0.015362388559386302,0.004897273531945551,0.0007506667483637777,0.035944790209591175,0.132262716578806,0.13303698393147134,0.4281882630001804,11,11
N100_T100_baseline_temp_fro_small_uniform_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_small_uniform_known_graph_20260331_230053,100,100,baseline_temp,fro_small,complete,1.0050378152592128,uniform,known_graph,0.5218442235622586,0.027375869674051874,0.03217157317379827,0.03660971743851021,0.027573128802261926,0.003307701503494742,0.03126519319221854,0.019647391649773915,0.03217157317379826,0.03217157317379826,0.036426208927340775,0.036426208927340775,1,1
N100_T100_baseline_temp_fro_small_uniform_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_small_uniform_shared_feature_interactions_20260331_230101,100,100,baseline_temp,fro_small,complete,1.0050378152592128,uniform,shared_feature_interactions,0.5056277140243931,0.28342256516806763,0.14269204181503392,0.5840237038346293,0.015071739653477967,0.005168382658355772,0.008093802281018858,0.001888608161754013,0.14269204181503392,0.14269204181503392,0.24500285393167476,0.804810108112646,1,11
N100_T100_baseline_temp_fro_small_shared_feature_field_known_graph,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_small_shared_feature_field_known_graph_20260331_230108,100,100,baseline_temp,fro_small,complete,1.0050378152592128,shared_feature_field,known_graph,0.5605422467373765,0.03781903016379764,0.04131684018153417,0.08230974801311547,0.018573523670400605,0.00763024444518072,0.010169946900256188,0.018310828722246764,0.031671336749281354,0.06653080357595897,0.08189716522446133,0.08189716522446133,11,1
N100_T100_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions,C:\Users\phevo\Documents\MIT\Code\MPLE-Causal-Inference\experiments\n100_t100_baseline_temp_fro_small_shared_feature_field_shared_feature_interactions_20260331_230115,100,100,baseline_temp,fro_small,complete,1.0050378152592128,shared_feature_field,shared_feature_interactions,0.5529017554310747,0.2664726796318328,0.0600571609407109,0.45423421487405286,0.011935865943835888,0.013618298825919792,0.023613819277892634,0.01607318337468666,0.06291718300106494,0.17665220011642002,0.3310486713482572,0.7748476255456167,11,11
