statistic,observed_value,sample_mean,sample_std,abs_error,q025,q500,q975,in_95_interval,num_finite_samples
overall_mean_magnetization,-0.3063904676726003,-0.30556389025129105,0.0018101771258321984,0.0008265774213092603,-0.3076910648856063,-0.30599809584258963,-0.3022109864112403,True,8
post_intervention_mean_magnetization,-0.26451942218365576,-0.26873309172579246,0.0018911366317364562,0.0042136695421367,-0.27132075953243834,-0.26885814915011996,-0.26541958041958047,False,8
