time_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
30,-0.42733908427339085,-0.47403782349037826,0.02198044346285883,0.04669873921698742,0.0021807722444561984,-0.5114963503649635,-0.47246184472461844,-0.4440444591904446,False,8
31,-0.4359654943596549,-0.4540477770404778,0.012198458166124571,0.018082282680822848,0.0003269689469491859,-0.4703218314532183,-0.4552090245520902,-0.4342402123424021,True,8
32,-0.39482415394824155,-0.41605839416058393,0.012058912969732079,0.02123424021234238,0.0004508929573954582,-0.44024552090245517,-0.4124087591240876,-0.40379893828798935,False,8
33,-0.3039150630391506,-0.30789648307896483,0.013493496620877739,0.003981420039814221,1.5851705533434272e-05,-0.3280026542800265,-0.30822826808228265,-0.2875912408759124,True,8
34,-0.2833443928334439,-0.2751327140013271,0.013304278699331562,0.00821167883211682,6.743166924183546e-05,-0.2917385534173855,-0.2763769077637691,-0.2538652952886529,True,8
35,-0.1619110816191108,-0.18488719309887192,0.017265377174529837,0.022976111479761113,0.0005279016987304104,-0.20763105507631055,-0.18513603185136032,-0.15635368281353682,True,8
36,-0.0776376907763769,-0.10277040477770405,0.0155601064846561,0.025132714001327147,0.0006316533130725057,-0.12840079628400797,-0.10119442601194426,-0.08528533510285335,False,8
37,0.0617120106171201,0.06536164565361646,0.0112855682492999,0.00364963503649636,1.3319835899621786e-05,0.0519907100199071,0.06403450564034505,0.08633045786330458,True,8
38,0.0371599203715992,0.029197080291970802,0.017928674301401853,0.0079628400796284,6.340682213373642e-05,0.0014930325149303254,0.02687458526874585,0.06013603185136032,True,8
39,0.28865295288652953,0.2992700729927007,0.010575565660590053,0.010617120106171163,0.00011272323934886397,0.28049104180491047,0.3039150630391506,0.30930656934306566,True,8
40,0.31917717319177175,0.3723457199734572,0.012609739927997502,0.05316854678168548,0.002826894366876277,0.35582282680822824,0.37093563370935634,0.39339747843397477,False,8
41,0.3291307232913072,0.3655441274054413,0.0229470469365502,0.036413404114134074,0.0013259359991792362,0.3426343729263437,0.35832780358327804,0.404794293297943,False,8
42,0.21566025215660253,0.24717982747179829,0.011555457708870606,0.03151957531519575,0.0009934836280502974,0.22838420703384207,0.25049767750497676,0.2605175846051759,False,8
43,0.26940942269409424,0.3014266755142667,0.020395334482231766,0.03201725282017248,0.0010251044781508427,0.2635036496350365,0.305242203052422,0.33069011280690114,True,8
44,0.3795620437956204,0.40336761778367614,0.01535715730119083,0.023805573988055717,0.000566705352900795,0.377936297279363,0.40278699402786994,0.42450232249502323,True,8
45,0.3722627737226277,0.39731254147312545,0.011520872949581722,0.02504976775049772,0.0006274908643538756,0.3834605175846052,0.3931652289316523,0.41677173191771727,False,8
46,0.33775713337757135,0.358327803583278,0.013586990862271572,0.02057067020570663,0.0004231524727119465,0.3336761778367618,0.360650298606503,0.3734737889847379,True,8
47,0.3151957531519575,0.34787657597876576,0.008084600485077111,0.03268082282680823,0.0010680361806372299,0.33908427339084274,0.34505640345056404,0.35875912408759125,False,8
48,0.28798938287989384,0.31295620437956206,0.010893151465181036,0.024966821499668224,0.0006233421757962954,0.2979263437292634,0.3112143331121433,0.333178500331785,False,8
49,0.19442601194426012,0.20404777704047777,0.010601556276490022,0.00962176509621765,9.257836356679223e-05,0.19071001990710018,0.2023888520238885,0.22176509621765098,True,8
50,-0.0026542800265428003,-0.00033178500331785014,0.02335964354888113,0.00232249502322495,5.393983132904661e-06,-0.03730922362309223,-0.0016589250165892505,0.03699402786994028,True,8
51,0.030524220305242204,0.017252820172528202,0.01369191126872153,0.013271400132714002,0.00017613006148260125,-0.0062541473125414734,0.024220305242203054,0.029860650298606503,False,8
52,-0.035169210351692105,-0.08866954213669542,0.018567921673457836,0.05350033178500332,0.0028622855011054362,-0.12076974120769741,-0.09024552090245522,-0.06118115461181154,False,8
53,-0.16921035169210352,-0.20346715328467152,0.020706514393812898,0.034256801592568,0.0011735284553525693,-0.2349701393497014,-0.20404777704047777,-0.17181486396814863,False,8
54,-0.3238221632382216,-0.3547611147976112,0.012977576476839224,0.030938951559389583,0.0009572187235942551,-0.36957531519575315,-0.35733244857332447,-0.3301592568015926,False,8
55,-0.39681486396814863,-0.3979761114797611,0.01869439944027167,0.001161247511612451,1.3484957832261095e-06,-0.4305076310550763,-0.39946914399469147,-0.37206370272063705,True,8
56,-0.46648971466489714,-0.5151791639017916,0.01669817425661009,0.0486894492368945,0.0023706624669921263,-0.5468314532183145,-0.5155938951559389,-0.4942269409422694,False,8
57,-0.46250829462508297,-0.47495023224950234,0.02806232380046196,0.012441937624419364,0.00015480181184994216,-0.514034505640345,-0.47976111479761113,-0.42372262773722624,True,8
58,-0.47644326476443266,-0.4810053085600531,0.01429156921387843,0.0045620437956204185,2.0812243593158756e-05,-0.5085600530856006,-0.47909754479097544,-0.4648473788984738,True,8
59,-0.5341738553417386,-0.5568181818181819,0.010228655071366001,0.02264432647644332,0.000512765521571752,-0.5666887856668879,-0.5583941605839415,-0.5366456536164564,False,8
60,-0.5580623755806238,-0.5964664897146649,0.017016519888793713,0.0384041141340411,0.0014748759824204554,-0.6184638354346383,-0.5988719309887194,-0.5657929661579297,False,8
61,-0.5580623755806238,-0.5651957531519576,0.01025183447609846,0.00713337757133381,5.0885075575208247e-05,-0.5849037823490378,-0.5630391506303916,-0.5544293297942934,True,8
62,-0.5859323158593231,-0.6229263437292634,0.01337776717765662,0.036994027869940216,0.0013685580980419133,-0.6406602521566025,-0.6214333112143331,-0.6053251493032515,False,8
63,-0.6065029860650298,-0.6124751161247513,0.014952427789308238,0.005972130059721414,3.566633745022811e-05,-0.64228599867286,-0.6071665560716655,-0.5967319177173191,True,8
64,-0.5209024552090246,-0.551094890510949,0.018389391453949595,0.030192435301924392,0.0009115831494608903,-0.5742700729927007,-0.5534173855341739,-0.5256635700066357,False,8
65,-0.6735235567352356,-0.6892003981420041,0.009419057192274266,0.015676841406768505,0.0002457633564929715,-0.7026045122760451,-0.6874585268745853,-0.6765262110152621,False,8
66,-0.6675514266755143,-0.6741871267418713,0.008976608665208167,0.006635700066357053,4.4032515370650996e-05,-0.686877903118779,-0.6705374917053749,-0.6645819508958195,True,8
67,-0.7597876575978766,-0.7501658925016589,0.012022343020566343,0.009621765096217705,9.25783635667933e-05,-0.7690776376907764,-0.7468480424684805,-0.7351857996018579,True,8
68,-0.7790311877903119,-0.751990710019907,0.013353058336165057,0.027040477770404858,0.0007311874380517593,-0.7730258792302588,-0.745520902455209,-0.7358493696084937,False,8
69,-0.7982747179827472,-0.8022561380225615,0.008261379958851173,0.003981420039814276,1.5851705533434712e-05,-0.8157763769077637,-0.8012607830126078,-0.7887358991373591,True,8
70,-0.8367617783676178,-0.8263105507631056,0.007476213894654097,0.010451227604512225,0.00010922815844131835,-0.8348540145985401,-0.8281353682813537,-0.8129064366290644,False,8
71,-0.7889847378898474,-0.7796947577969475,0.010606746757230117,0.00928998009289983,8.630373012647514e-05,-0.7984074319840744,-0.7773722627737226,-0.767750497677505,True,8
72,-0.7717319177173192,-0.7436131386861313,0.013839601214695532,0.028118779031187868,0.0007906657342047705,-0.7710683477106834,-0.7405441274054413,-0.7278865295288652,False,8
73,-0.7339084273390842,-0.7174850696748507,0.014319703908136416,0.01642335766423353,0.00026972667696733817,-0.7460517584605176,-0.7146648971466489,-0.7033012607830126,True,8
74,-0.6257465162574651,-0.6088254810882547,0.019206311398017636,0.016921035169210397,0.00028632143119765514,-0.639664897146649,-0.6108161911081619,-0.5821333775713338,True,8
75,-0.4996682149966821,-0.4958526874585269,0.020082587494470176,0.003815527538155228,1.4558250394420894e-05,-0.521449900464499,-0.49701393497013935,-0.4644160583941606,True,8
76,-0.3603185136031851,-0.34066025215660256,0.0192662197769582,0.01965826144658256,0.0003864472431021942,-0.37549767750497676,-0.3367617783676178,-0.31730258792302585,True,8
77,-0.22627737226277372,-0.2156602521566025,0.017484156770080157,0.010617120106171218,0.00011272323934886515,-0.24641672196416722,-0.21400132714001327,-0.19235235567352355,True,8
78,-0.1353682813536828,-0.10824485733244857,0.02155948423086463,0.027123424021234244,0.0007356801306356668,-0.14276708692767087,-0.10484406104844061,-0.0825149303251493,True,8
79,-0.0617120106171201,-0.03541804910418049,0.020870667891172808,0.026293961512939612,0.0006913724120439495,-0.06493032514930326,-0.0378234903782349,0.0017086927670869317,True,8
80,0.1300597213005972,0.15768082282680823,0.021504525398151154,0.027621101526211028,0.0007629252495212572,0.13173523556735237,0.15726609157266092,0.18798938287989383,False,8
81,0.16854678168546783,0.17667551426675515,0.01336129969373789,0.008128732581287323,6.607629337808208e-05,0.15569011280690112,0.17949568679495687,0.19298274717982747,True,8
82,0.2083609820836098,0.208029197080292,0.015650267305999676,0.00033178500331781935,1.100812884266054e-07,0.1896151293961513,0.20371599203715993,0.23268082282680824,True,8
83,0.15328467153284672,0.1502156602521566,0.008976225434321675,0.0030690112806901204,9.418830241003214e-06,0.13825481088254812,0.15096217650962176,0.16556071665560715,True,8
84,0.1234240212342402,0.1320504313205043,0.026244592236980887,0.008626410086264108,7.441495097639913e-05,0.10061380225613803,0.12276045122760451,0.1746018579960186,True,8
85,0.1201061712010617,0.1347047113470471,0.011767848607145456,0.014598540145985384,0.00021311737439394694,0.1157266091572661,0.13636363636363635,0.15209024552090247,True,8
86,0.08891838088918382,0.09207033842070339,0.02974198570160133,0.0031519575315195753,9.934836280502974e-06,0.05482747179827472,0.08626410086264101,0.1367783676177837,True,8
87,-0.0165892501658925,0.0009953550099535504,0.01735143578632101,0.017584605175846053,0.0003092183391903918,-0.023390842733908426,0.0033178500331785005,0.028201725282017257,True,8
88,-0.06901128069011281,-0.0603848706038487,0.022580888556301998,0.008626410086264108,7.441495097639913e-05,-0.09988387524883875,-0.05540809555408096,-0.03793961512939615,True,8
89,-0.05308560053085601,-0.06801592568015927,0.020791566070196815,0.014930325149303258,0.00022291460906391736,-0.09228599867286,-0.07597876575978765,-0.03543463835434638,True,8
90,-0.30524220305242206,-0.30831121433311215,0.014863588590636889,0.0030690112806900927,9.418830241003043e-06,-0.3364631718646317,-0.3055739880557399,-0.2887524883875249,True,8
91,-0.006635700066357001,-0.006469807564698076,0.02049494270091764,0.0001658925016589253,2.752032210665653e-08,-0.03866954213669542,-0.0072992700729927005,0.022577969475779697,True,8
92,-0.019243530192435302,-0.040809555408095555,0.01956406501367693,0.021566025215660253,0.00046509344360249385,-0.06874585268745852,-0.039150630391506305,-0.015759787657597876,True,8
93,-0.047113470471134705,-0.05499336429993364,0.025816279373652568,0.007879893828798938,6.209272675314359e-05,-0.08689449236894492,-0.059721300597213006,-0.01466489714664897,True,8
94,-0.1154611811546118,-0.1219309887193099,0.029985270443112104,0.006469807564698088,4.18584099242246e-05,-0.17556403450564034,-0.1201061712010617,-0.08181818181818182,True,8
95,-0.10086264100862641,-0.09995023224950234,0.02234551060554777,0.0009124087591240726,8.324897437263299e-07,-0.13419044459190446,-0.09986728599867287,-0.06434970139349701,True,8
96,0.03185136031851361,0.043546781685467814,0.03359712266617625,0.011695421366954208,0.00013678288095060902,-0.02528201725282017,0.04943596549435965,0.07232913072329131,True,8
97,0.07033842070338421,0.0829462508294625,0.019965078146423867,0.012607830126078287,0.00015895738048804723,0.05019907100199071,0.0789648307896483,0.11230922362309223,True,8
98,0.1041804910418049,0.1415892501658925,0.015204072665420523,0.03740875912408759,0.0013994152592040063,0.11642335766423358,0.1453218314532183,0.16313868613138688,False,8
99,0.22694094226940942,0.25771400132714006,0.01712774805911247,0.030773059057730645,0.0009469811637705781,0.24298274717982746,0.24983410749834106,0.2889017916390179,False,8
100,0.33178500331785005,0.3392501658925017,0.012012037662495057,0.007465162574651629,5.572865226597934e-05,0.3216655607166556,0.3404114134041141,0.35627073656270736,True,8
101,0.34571997345719974,0.33692767086927666,0.023403781123758252,0.008792302587923073,7.730458479759876e-05,0.30028201725282017,0.3427339084273391,0.3630557398805574,True,8
102,0.31785003317850036,0.3000165892501659,0.014957718363660628,0.01783344392833447,0.00031803172234504953,0.27047113470471135,0.30457863304578636,0.3144160583941606,False,8
103,0.21765096217650962,0.19343065693430658,0.017284693135542272,0.024220305242203033,0.0005866231860254877,0.16604180491041806,0.1964167219641672,0.21818181818181817,True,8
104,0.11147976111479761,0.10957199734571998,0.02201672258775406,0.0019077637690776278,3.6395625986052765e-06,0.08020902455209025,0.1108161911081619,0.1480258792302588,True,8
105,-0.055739880557398806,-0.053417385534173856,0.017134374696317657,0.0023224950232249505,5.393983132904664e-06,-0.08634704711347047,-0.050431320504313204,-0.033128732581287325,True,8
106,-0.12806901128069012,-0.16697080291970803,0.02217986469521543,0.03890179163901791,0.001513349392725564,-0.20389847378898474,-0.1642335766423358,-0.13883543463835435,False,8
107,-0.28666224286662245,-0.3281353682813537,0.015925680159256793,0.04147312541473125,0.001720020131666027,-0.35449568679495685,-0.3304578633045786,-0.306021897810219,False,8
108,-0.42203052422030524,-0.4660749834107498,0.01789160436249642,0.044044459190444585,0.0019399143853787385,-0.4947909754479098,-0.46250829462508297,-0.4457199734571997,False,8
109,-0.5759787657597877,-0.5828633045786331,0.01810870724658144,0.0068845388188454315,4.7396874748189646e-05,-0.6097544790975448,-0.5816191108161911,-0.5591904445919044,True,8
110,-0.5759787657597877,-0.5977106834771069,0.01793404595902704,0.021731917717319194,0.00047227624767233185,-0.6236230922362309,-0.5982083609820836,-0.5687292634372927,True,8
111,-0.696748506967485,-0.6901957531519576,0.01937589621407177,0.006552753815527446,4.2938582566909495e-05,-0.7192103516921036,-0.6891174518911745,-0.6637193098871931,True,8
112,-0.7259455872594559,-0.7351526211015262,0.015574249226448874,0.009207033842070333,8.47694721690284e-05,-0.7608991373589914,-0.7362309223623092,-0.7144658261446583,True,8
113,-0.595222295952223,-0.6359489051094891,0.014684766390625098,0.040726609157266114,0.001658656693448712,-0.6585434638354346,-0.6347047113470471,-0.615278699402787,False,8
114,-0.7637690776376908,-0.7641008626410086,0.008994984546599843,0.00033178500331787486,1.1008128842664223e-07,-0.7795122760451227,-0.7607830126078301,-0.7547113470471134,True,8
