start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6978375110759023,0.6978520618559823,0.5788020435439949,0.5977695579025126,238,1667,True,CONVERGED: alternating objective tolerance reached,True
