experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,field_mode,variant_name,variant_slug,fit_path,N,T,s,latent_rank,optimizer_mode,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,status
no_interference_confounding_beta_010,no_interference_confounding_beta_010,no_interference_confounding_beta_010,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_010,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_010/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
no_interference_confounding_beta_010,no_interference_confounding_beta_010,no_interference_confounding_beta_010,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_010,generated,generated,confounded_low_rank,snn_8nn_u_mr1,snn_8nn_u_mr1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_010/fits/snn_8nn_u_mr1,500,50,0,0,snn_treatment_split,0.0,0.0,0.0,{},completed
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_010_xi_080,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_010_xi_080/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_010_xi_080,generated,generated,confounded_low_rank,snn_8nn_u_mr1,snn_8nn_u_mr1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_010_xi_080/fits/snn_8nn_u_mr1,500,50,0,0,snn_treatment_split,0.0,0.0,0.0,{},completed
no_interference_confounding_beta_015,no_interference_confounding_beta_015,no_interference_confounding_beta_015,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_015,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_015/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
no_interference_confounding_beta_015,no_interference_confounding_beta_015,no_interference_confounding_beta_015,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_015,generated,generated,confounded_low_rank,snn_8nn_u_mr1,snn_8nn_u_mr1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_015/fits/snn_8nn_u_mr1,500,50,0,0,snn_treatment_split,0.0,0.0,0.0,{},completed
interference_confounding_beta_015_xi_080,interference_confounding_beta_015_xi_080,interference_confounding_beta_015_xi_080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_015_xi_080,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_015_xi_080/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
interference_confounding_beta_015_xi_080,interference_confounding_beta_015_xi_080,interference_confounding_beta_015_xi_080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_015_xi_080,generated,generated,confounded_low_rank,snn_8nn_u_mr1,snn_8nn_u_mr1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_015_xi_080/fits/snn_8nn_u_mr1,500,50,0,0,snn_treatment_split,0.0,0.0,0.0,{},completed
no_interference_confounding_beta_020,no_interference_confounding_beta_020,no_interference_confounding_beta_020,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_020,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_020/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
no_interference_confounding_beta_020,no_interference_confounding_beta_020,no_interference_confounding_beta_020,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_020,generated,generated,confounded_low_rank,snn_8nn_u_mr1,snn_8nn_u_mr1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/no_interference_confounding_beta_020/fits/snn_8nn_u_mr1,500,50,0,0,snn_treatment_split,0.0,0.0,0.0,{},completed
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_020_xi_080,generated,generated,confounded_low_rank,alternating_rank_3_uv_1_e2,alternating_rank_3_uv_1_e2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNNConfoundingXi08BetaGridLarge/interference_confounding_beta_020_xi_080/fits/alternating_rank_3_uv_1_e2,500,50,0,3,alternating_latent_rank,0.0,0.0,0.1,{},completed
