time_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,0.05889183808891839,0.02374697707683016,0.020238885202388854,0.06370272063702721,0.08646317186463172,8
1,0.10965494359654944,0.026195786526261786,0.06566025215660252,0.11479761114797611,0.14455872594558727,8
2,0.1201061712010617,0.01964548287071992,0.08724286662242867,0.12143331121433311,0.15144326476443265,8
3,0.05076310550763105,0.015911849778741605,0.0314200398142004,0.048772395487723955,0.07733908427339084,8
4,0.10940610484406105,0.024981973193769706,0.07443596549435966,0.11048440610484406,0.14784339747843397,8
5,0.11446582614465826,0.011800543625599695,0.09799270072992701,0.11214333112143332,0.1367617783676178,8
6,0.09795952222959523,0.020249590596075128,0.0657266091572661,0.10318513603185137,0.12252820172528202,8
7,0.16249170537491706,0.01904930673851007,0.13528533510285334,0.1612475116124751,0.18654611811546118,8
8,0.10202388852023889,0.012166832480629662,0.08073988055739881,0.1048440610484406,0.11848042468480424,8
9,0.12665892501658926,0.023282792460879602,0.08697743861977439,0.13171864631718647,0.15497677504976776,8
10,0.13329462508294626,0.020702526812168137,0.09520570670205707,0.13503649635036497,0.15938951559389516,8
11,0.15170869276708693,0.03062671674539652,0.10217319177173192,0.14930325149303253,0.19968480424684806,8
12,0.12226277372262773,0.017030463137626416,0.0904943596549436,0.12641008626410086,0.14107498341074984,8
13,0.11330457863304579,0.031442209385433136,0.06642335766423357,0.11811546118115461,0.16227604512276048,8
14,0.08925016589250166,0.029070501393185597,0.053351028533510286,0.08327803583278036,0.1429163901791639,8
15,0.09754479097544791,0.03158237727647582,0.042816854678168544,0.10053085600530856,0.1374585268745853,8
16,0.1402621101526211,0.024249687888599887,0.09719641672196416,0.14333112143331123,0.17116788321167883,8
17,0.16498009289980092,0.024781780163087935,0.13696084936960848,0.15428002654280026,0.20424684804246848,8
18,0.20396483078964828,0.019108447179993226,0.18040809555408094,0.20039814200398143,0.2281519575315196,8
19,0.10376575978765759,0.01032239347808671,0.084721300597213,0.10583941605839417,0.11511280690112806,8
20,0.16605839416058393,0.010760018359775397,0.15164233576642336,0.16987392169873922,0.18088918380889185,8
21,0.16539482415394824,0.020767064494853698,0.12682481751824817,0.16921035169210352,0.18861977438619773,8
22,0.13395819508958196,0.02597780704021998,0.09538818845388189,0.13171864631718647,0.16960849369608494,8
23,0.15403118779031189,0.016755758593736736,0.1298772395487724,0.152621101526211,0.1854180491041805,8
24,0.11794956867949569,0.017146416566309438,0.09625082946250829,0.11579296615792967,0.14389515593895155,8
25,0.1279031187790312,0.017649434153117895,0.10940610484406105,0.12309223623092236,0.16162906436629065,8
26,0.11347047113470471,0.008497842385445056,0.10233908427339085,0.11280690112806901,0.12874917053749171,8
27,0.03832116788321168,0.019989185993094988,0.016456536164565362,0.029528865295288656,0.07748838752488388,8
28,0.11056735235567353,0.014251073540845894,0.08279694757796947,0.11247511612475117,0.1251824817518248,8
29,0.09630059721300596,0.027352524503435425,0.0692435301924353,0.08825481088254811,0.142899800928998,8
30,0.08427339084273391,0.02743001287633651,0.03943264764432648,0.08759124087591241,0.11488055739880557,8
31,0.08551758460517583,0.023076207502171483,0.059721300597213006,0.079628400796284,0.11698739216987393,8
32,0.11653948241539483,0.01298181699534535,0.09779362972793629,0.11612475116124751,0.14067684140676842,8
33,0.09754479097544791,0.017665798954179343,0.07236230922362309,0.10119442601194426,0.11678832116788321,8
34,0.1605839416058394,0.010596363253265637,0.146449900464499,0.15925680159256803,0.17495023224950232,8
35,0.10559057730590576,0.021533939430968835,0.07103516921035169,0.11181154611811546,0.12861645653616458,8
36,0.10277040477770405,0.010758419712024176,0.09148971466489715,0.09986728599867287,0.12320836098208361,8
37,0.11844724618447246,0.021543043239214233,0.09391174518911746,0.11877903118779032,0.15204047777040477,8
38,0.11073324485733244,0.01456999947324025,0.08281353682813536,0.11778367617783676,0.12295952222959522,8
39,0.08833775713337758,0.012353980181422908,0.06912740544127406,0.08925016589250166,0.10328467153284672,8
40,0.09820836098208362,0.011994842390527685,0.07762110152621102,0.10218978102189781,0.11320504313205043,8
41,0.14308228268082285,0.020804632801685444,0.10393165228931653,0.1453218314532183,0.16965826144658264,8
