statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.14005438388967426,0.002204365881381491,-0.14376965465508784,-0.1399728801823375,-0.1374800207726263,8
post_intervention_mean_magnetization,-0.3362947271706396,0.0024912940179023096,-0.3394188658057271,-0.3362462355163085,-0.332735439742739,8
