experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,N,T,has_truth,field_mode,latent_rank
partial_confounding,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,fixed_artifact,fixed_artifact,3014,115,True,confounded_low_rank,5
