experiment_name,descriptor,intervention_source,graph_source,N,T,s,run_name,run_slug,source_type,source_name,source_slug,latent_rank,mean_abs_zscore,max_abs_zscore,coverage_rate,num_statistics,num_samples,gibbs_sweeps,output_path
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,3014,115,50,default,default,fit,alternating_rank_5_uv_5_e2,fit_alternating_rank_5_uv_5_e2,5,14.85590297372482,56.10904912897841,0.1,10,8,100,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCounty/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/posterior_predictive/fit_alternating_rank_5_uv_5_e2/default
