time_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.8356005308560053,0.012656847750638666,-0.8524386197743862,-0.8387524883875248,-0.8102189781021898,16
1,-0.8188039150630391,0.012046283179813934,-0.8414067684140677,-0.8171864631718646,-0.8000995355009953,16
2,-0.8112558062375581,0.009521040961953418,-0.8241539482415395,-0.8125414731254148,-0.7946250829462508,16
3,-0.8039150630391507,0.012038356042818013,-0.8205043132050431,-0.8042468480424685,-0.7786164565361645,16
4,-0.7221715328467153,0.02238223544350272,-0.7587923025879231,-0.7216323822163238,-0.6749336429993364,16
5,-0.6384787657597877,0.01604656267774501,-0.663735899137359,-0.6400132714001328,-0.6165394824153948,16
6,-0.6074983410749835,0.01598088198910722,-0.6366954213669542,-0.6071665560716656,-0.5812873258128732,16
7,-0.5951393497013935,0.014872843339885547,-0.6236728599867286,-0.5935633709356337,-0.5737392169873922,16
8,-0.5934804246848042,0.011886229579435494,-0.6127239548772396,-0.5952222959522229,-0.5738221632382217,16
9,-0.5814117451891174,0.013226156185786942,-0.6022727272727273,-0.5836098208360982,-0.5594724618447245,16
10,-0.5960932315859323,0.015245365208207873,-0.6241705374917054,-0.5955540809555409,-0.5744027869940279,16
11,-0.6122677504976775,0.012689895381245991,-0.6297279362972794,-0.6141340411413404,-0.5870106171201062,16
12,-0.6276957531519576,0.014277300368902813,-0.6493032514930325,-0.6287325812873258,-0.597378898473789,16
13,-0.6461512939615129,0.01596451386762984,-0.6749336429993364,-0.641672196416722,-0.6280690112806901,16
14,-0.6650630391506305,0.014659679236971066,-0.6913570006635701,-0.6612475116124752,-0.6427504976775049,16
15,-0.6870852687458526,0.014570176550427107,-0.7056237558062375,-0.6867949568679497,-0.6562707365627074,16
16,-0.6943015925680159,0.013353509166880025,-0.7232913072329131,-0.6930988719309887,-0.6756801592568016,16
17,-0.6922694094226941,0.014499232413226164,-0.7137524883875249,-0.694757796947578,-0.667136695421367,16
18,-0.6308062375580623,0.014598304501325524,-0.6541970802919708,-0.6337093563370935,-0.608327803583278,16
19,-0.588254810882548,0.016703323786518755,-0.6159588586595885,-0.5932315859323158,-0.5588088918380889,16
20,-0.5146814863968149,0.0238572509256482,-0.5444591904445919,-0.5212342402123424,-0.4665726609157266,16
21,-0.3542219641672196,0.018562501795724093,-0.37997677504976773,-0.35733244857332447,-0.3214167219641672,16
22,-0.39942767086927666,0.014081271276355972,-0.4240212342402123,-0.39946914399469147,-0.3725116124751161,16
23,-0.3775298606502986,0.019457526852124374,-0.40585600530856003,-0.3785666887856669,-0.33642999336429996,16
24,-0.3892252820172528,0.024426192156211748,-0.42120106171201066,-0.39548772395487725,-0.33842070338420704,16
25,-0.3988470471134704,0.018244357370427653,-0.4257631055076311,-0.400464499004645,-0.3628898473788985,16
26,-0.4039897146648972,0.01988665554620924,-0.43331121433311215,-0.40743198407431985,-0.36728599867286,16
27,-0.423150298606503,0.0231355740104559,-0.4692269409422694,-0.42136695421366954,-0.3822992700729927,16
28,-0.419293297942933,0.016840948891041575,-0.44774386197743865,-0.41871267418712677,-0.3895985401459854,16
29,-0.38764930325149305,0.02281395125404647,-0.43729263437292637,-0.3845388188453882,-0.35758128732581285,16
