start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.8322288417668863,0.8322442667807494,0.29211868556841747,0.3531065384835932,2000,14001,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,True
