experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2,nuclear_lambda_6e_2,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,1,True,,0.28768238333467405,,,CONVERGED: proximal objective tolerance reached,0.010501075990076186,1.8621670084891095,0.30156450436055326,1.6048273758015883,83
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2_beta_mask,nuclear_lambda_6e_2_beta_mask,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,2,False,,0.2944168834414705,,,CONVERGED: proximal objective tolerance reached,0.01735679614759947,1.831763384893081,0.29270661969544304,1.5150891825818882,85
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,3,False,,0.2944168834414705,,,CONVERGED: proximal objective tolerance reached,0.01735679614759947,1.831763384893081,0.29270661969544304,1.5150891825818882,85
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,4,False,,0.39267423657413486,,,CONVERGED: alternating objective tolerance reached,0.010013952053008722,1.7905585596544042,0.2711547644948711,2.0248993430329234,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15_beta_mask,alternating_rank_20_lambda_15_beta_mask,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,5,False,,0.39271155871342983,,,CONVERGED: alternating objective tolerance reached,0.014899658275292809,1.7897073505094134,0.27088908870240536,2.03658380916415,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,6,False,,0.39271155871342983,,,CONVERGED: alternating objective tolerance reached,0.014899658275292809,1.7897073505094134,0.27088908870240536,2.03658380916415,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2,nuclear_lambda_8e_2,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,7,False,,0.4000457337534954,,,CONVERGED: proximal objective tolerance reached,0.01095631845363689,1.8016257833599056,0.26157708999906704,1.2880004715374114,72
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2_beta_mask,nuclear_lambda_8e_2_beta_mask,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,8,False,,0.40056602196553426,,,CONVERGED: proximal objective tolerance reached,0.019104414431076265,1.7974850343738609,0.26821262493381604,1.2665261555649803,82
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,9,False,,0.40056602196553426,,,CONVERGED: proximal objective tolerance reached,0.019104414431076265,1.7974850343738609,0.26821262493381604,1.2665261555649803,82
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,10,False,,0.4162349405568628,,,CONVERGED: alternating objective tolerance reached,0.010391049366024592,1.6583597341743428,0.12232461850928096,2.245986228961208,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_10_beta_mask,alternating_rank_10_lambda_10_beta_mask,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,11,False,,0.41624168495855585,,,CONVERGED: alternating objective tolerance reached,0.01394233401266517,1.656228167221133,0.1222975506023864,2.2333488706797158,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_10_beta_mask_pre_and_post,alternating_rank_10_lambda_10_beta_mask_pre_and_post,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,12,False,,0.41624168495855585,,,CONVERGED: alternating objective tolerance reached,0.01394233401266517,1.656228167221133,0.1222975506023864,2.2333488706797158,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_10,alternating_rank_5_lambda_10,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,13,False,,0.44913339965144594,,,CONVERGED: alternating objective tolerance reached,0.016739593960680022,1.5928208740234022,0.09981145881677526,1.8952821530120743,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_10_beta_mask,alternating_rank_5_lambda_10_beta_mask,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,14,False,,0.4491488840588391,,,CONVERGED: alternating objective tolerance reached,0.020178821540556537,1.5922300161361889,0.0997162714761169,1.8874029658272395,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_10_beta_mask_pre_and_post,alternating_rank_5_lambda_10_beta_mask_pre_and_post,alternating_latent_rank,,5,0.0,0.0,10.0,{},final_loss_only,15,False,,0.4491488840588391,,,CONVERGED: alternating objective tolerance reached,0.020178821540556537,1.5922300161361889,0.0997162714761169,1.8874029658272395,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_18,alternating_rank_10_lambda_18,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,16,False,,0.4511396831111703,,,CONVERGED: alternating objective tolerance reached,0.012994829316752806,1.7739827346789656,0.20671416840098938,1.2087645665060283,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_18_beta_mask,alternating_rank_10_lambda_18_beta_mask,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,17,False,,0.45118147304846584,,,CONVERGED: alternating objective tolerance reached,0.01967395110154536,1.7729855536749128,0.206635913259836,1.2158481052455834,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_10_lambda_18_beta_mask_pre_and_post,alternating_rank_10_lambda_18_beta_mask_pre_and_post,alternating_latent_rank,,10,0.0,0.0,18.0,{},final_loss_only,18,False,,0.45118147304846584,,,CONVERGED: alternating objective tolerance reached,0.01967395110154536,1.7729855536749128,0.206635913259836,1.2158481052455834,10
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_14,alternating_rank_5_lambda_14,alternating_latent_rank,,5,0.0,0.0,14.0,{},final_loss_only,19,False,,0.4605513450237955,,,CONVERGED: alternating objective tolerance reached,0.012770127710715402,1.7071674847803466,0.1539480340466372,1.451948088616565,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_14_beta_mask,alternating_rank_5_lambda_14_beta_mask,alternating_latent_rank,,5,0.0,0.0,14.0,{},final_loss_only,20,False,,0.46056141981981247,,,CONVERGED: alternating objective tolerance reached,0.016284464242807134,1.7065012062683504,0.153425487990148,1.4422458719433469,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_5_lambda_14_beta_mask_pre_and_post,alternating_rank_5_lambda_14_beta_mask_pre_and_post,alternating_latent_rank,,5,0.0,0.0,14.0,{},final_loss_only,21,False,,0.46056141981981247,,,CONVERGED: alternating objective tolerance reached,0.016284464242807134,1.7065012062683504,0.153425487990148,1.4422458719433469,5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_5_beta_mask,alternating_rank_2_lambda_5_beta_mask,alternating_latent_rank,,2,0.0,0.0,5.0,{},final_loss_only,22,False,,0.4733591696297115,,,CONVERGED: alternating objective tolerance reached,-0.005236735226658537,1.6124680438555925,0.13642076354299063,2.6174276919256987,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_5_beta_mask_pre_and_post,alternating_rank_2_lambda_5_beta_mask_pre_and_post,alternating_latent_rank,,2,0.0,0.0,5.0,{},final_loss_only,23,False,,0.4733591696297115,,,CONVERGED: alternating objective tolerance reached,-0.005236735226658537,1.6124680438555925,0.13642076354299063,2.6174276919256987,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_5,alternating_rank_2_lambda_5,alternating_latent_rank,,2,0.0,0.0,5.0,{},final_loss_only,24,False,,0.47337816823580514,,,CONVERGED: alternating objective tolerance reached,0.004165322404140807,1.6127686143292048,0.13642113841842377,2.6096100100309445,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_10,alternating_rank_2_lambda_10,alternating_latent_rank,,2,0.0,0.0,10.0,{},final_loss_only,25,False,,0.4773569144249098,,,CONVERGED: alternating objective tolerance reached,0.007944411174077643,1.684362725898094,0.15662795606540644,1.6532692502129565,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_10_beta_mask,alternating_rank_2_lambda_10_beta_mask,alternating_latent_rank,,2,0.0,0.0,10.0,{},final_loss_only,26,False,,0.47737208801970654,,,CONVERGED: alternating objective tolerance reached,0.0058393312587681125,1.6844486043800944,0.1566836301831596,1.640712633631498,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_2_lambda_10_beta_mask_pre_and_post,alternating_rank_2_lambda_10_beta_mask_pre_and_post,alternating_latent_rank,,2,0.0,0.0,10.0,{},final_loss_only,27,False,,0.47737208801970654,,,CONVERGED: alternating objective tolerance reached,0.0058393312587681125,1.6844486043800944,0.1566836301831596,1.640712633631498,2
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_25,alternating_rank_20_lambda_25,alternating_latent_rank,,20,0.0,0.0,25.0,{},final_loss_only,28,False,,0.48020708446540983,,,CONVERGED: alternating objective tolerance reached,0.013206294307293186,1.8009961036404367,0.221890139659174,0.8285041965964364,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_25_beta_mask,alternating_rank_20_lambda_25_beta_mask,alternating_latent_rank,,20,0.0,0.0,25.0,{},final_loss_only,29,False,,0.4802763033279118,,,CONVERGED: alternating objective tolerance reached,0.023058130233144118,1.7986546818600084,0.22179429857376026,0.8305027034161726,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,alternating_rank_20_lambda_25_beta_mask_pre_and_post,alternating_rank_20_lambda_25_beta_mask_pre_and_post,alternating_latent_rank,,20,0.0,0.0,25.0,{},final_loss_only,30,False,,0.4802763033279118,,,CONVERGED: alternating objective tolerance reached,0.023058130233144118,1.7986546818600084,0.22179429857376026,0.8305027034161726,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_1e_1,nuclear_lambda_1e_1,nuclear_norm,,0,0.1,0.0,0.0,{},final_loss_only,31,False,,0.48424653897823233,,,CONVERGED: proximal objective tolerance reached,0.013586561080974887,1.8200177580216077,0.22285951555341463,0.845361518122559,38
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_40__lag_2w__contiguity__start_2020_09_06,nuclear_lambda_1e_1_beta_mask,nuclear_lambda_1e_1_beta_mask,nuclear_norm,,0,0.1,0.0,0.0,{},final_loss_only,32,False,,0.48430644470856593,,,CONVERGED: proximal objective tolerance reached,0.023605822020318985,1.8175866174256647,0.22245274999281692,0.850418897722434,38
