source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.4178413779175443,-0.7381514470930529
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5010032889991632,-0.8881208207850545
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.24702403277458818,-0.4368919401766117
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5107613744554399,-0.9054821091317441
