source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5450340440264274,-0.9665764892042266
fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.4197577969475779,-0.7441261293451074
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.3042317013357953,-0.5397988872441427
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5619630131848476,-0.9918470215915471
