experiment_name,experiment_slug,execution_mode,search_name,search_slug,split_kind,outer_num_folds,test_fold_id,candidate_name,candidate_slug,candidate_index,cv_fold_id,num_training_slots,num_validation_slots,num_post_s_validation_slots,fit_path,status,fit_loss,validation_loss,validation_brier_score,validation_ece,post_s_validation_loss,post_s_validation_brier_score,post_s_validation_ece,validation_mean_magnetization_abs_diff,validation_observed_mean_magnetization,validation_sampled_mean_magnetization_mean,post_s_validation_mean_magnetization_abs_diff,post_s_validation_observed_mean_magnetization,post_s_validation_sampled_mean_magnetization_mean
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,1,287491,46962,25958,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_1,completed,0.512698978610084,0.744524068669963,0.21851913007493934,0.06576061058627128,0.7688385672977615,0.2159779241880179,0.0694123633204018,0.00925216132191985,0.008687875303436822,0.017940036625356672,0.023961784420987745,-0.09993065721550197,-0.07596887279451423
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,2,287514,46928,26231,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_2,completed,0.5129847839193213,0.7325713346198567,0.2198624493676013,0.07024048930355621,0.7271102799989424,0.21597199706297593,0.07122909056745941,0.01750021309239686,-0.0029406750767132627,0.0145595380156836,0.019142426899470086,-0.09374404330753688,-0.0746016164080668
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,3,287577,46911,26419,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_3,completed,0.511121364838483,0.7730397906271399,0.22098299734132343,0.0693828458927044,0.698331342653855,0.21570408321313433,0.06556713197906247,0.0013003346763019313,0.0550190786809064,0.05371874400460447,0.0009084371096559294,-0.0015519133956622129,-0.0006434762860062835
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,4,287496,46909,26569,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_4,completed,0.512002023689485,0.7350016159247179,0.21970745561497426,0.07102854419682562,0.7500869160507119,0.21603488652785235,0.07517950218683797,0.011874054019484534,0.05156792939521201,0.03969387537572747,0.03153581241296247,0.006436072114117957,-0.025099740298844517
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,5,287525,46917,26474,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_5,completed,0.5136249946674426,0.7349843447893539,0.21685848360101903,0.06357445637457577,0.6756292153278122,0.20490018665357687,0.051809336505017636,0.013372018671270552,0.06758744165227956,0.05421542298100901,0.010590579436428191,0.03935937145878975,0.028768792022361562
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,6,287426,46954,26123,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_6,completed,0.511218758203857,0.8040337184077345,0.22302042277483675,0.07541234171112858,0.6709111374001466,0.2096505411582162,0.05883705740711407,0.010222771222899003,0.062018145418920645,0.05179537419602164,0.024681315316005054,0.027064272862994298,0.002382957546989243
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0001,xi_zero_candidate_0001,1,7,287485,46945,26080,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_7,completed,0.513263272487686,0.7678703318369052,0.22230227911711845,0.07401979852883428,0.7088971580591366,0.2146644606970488,0.07011218709362108,0.01016348918947705,0.0380232186601342,0.027859729470657152,0.007731019938650309,-0.01687116564417178,-0.024602185582822088
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0002,xi_zero_candidate_0002,2,1,287491,46962,25958,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_1,completed,0.5165746586569495,0.649477268309414,0.21521595735898455,0.060139315710427306,0.6386312735975207,0.21094531008044673,0.06275043000653731,0.009374600741024655,0.008687875303436822,0.018062476044461477,0.021515525078973738,-0.09993065721550197,-0.07841513213652823
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0002,xi_zero_candidate_0002,2,2,287514,46928,26231,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_2,completed,0.5155019233323911,0.6568304991272542,0.21715929863075753,0.06543819046519947,0.6419092141765829,0.21256284152009378,0.06347790977647971,0.01827533668598704,-0.0029406750767132627,0.01533466160927378,0.018356143494338756,-0.09374404330753688,-0.07538789981319813
partial_confounding,partial_confounding,cv,xi_zero,xi_zero,train_cv,6,1,xi_zero__candidate_0002,xi_zero_candidate_0002,2,3,287577,46911,26419,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/HybridAlt2/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_3,completed,0.5159420909809647,0.649533927226255,0.21617438642604517,0.06213482479993226,0.6592409482515802,0.21479494709588512,0.06632034445032482,0.003877022446760886,0.0550190786809064,0.058896101127667286,0.0010409175214807528,-0.0015519133956622129,-0.0005109958741814601
