source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_5_uv_1_e3_beta_mask,fit_alternating_rank_5_uv_1_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5595878653241395,-0.9895066612219897
fit,alternating_rank_5_uv_5_e2_beta_mask_xi_zero,fit_alternating_rank_5_uv_5_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.43343599434522956,-0.7661898320657445
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.3079981823951992,-0.5467753049869838
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5609705432618795,-0.9919720790158746
