time_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,0.10550000000000001,0.048288197315700235,0.0145,0.11599999999999999,0.16190000000000002,8
1,0.15700000000000003,0.03462657938636157,0.10490000000000001,0.15,0.2026,8
2,0.188,0.041569219381653054,0.12090000000000001,0.194,0.2386,8
3,0.1145,0.049434299833212965,0.0527,0.112,0.2008,8
4,0.043500000000000004,0.033552198139615234,-0.0004999999999999996,0.034,0.0925,8
5,0.0825,0.039392258122631155,0.0268,0.09,0.1469,8
6,0.17200000000000001,0.04084115571332428,0.128,0.16,0.2469,8
7,0.06849999999999999,0.01984313483298443,0.028900000000000002,0.072,0.0873,8
8,0.10200000000000001,0.05517245689653488,0.0308,0.106,0.19540000000000002,8
9,0.1945,0.05343921780864686,0.1006,0.208,0.26970000000000005,8
10,0.1335,0.03440566813767754,0.0821,0.148,0.1706,8
11,0.2015,0.04736823830374104,0.1296,0.206,0.256,8
12,0.07949999999999999,0.047431529597937276,0.0247,0.078,0.157,8
13,0.129,0.0668356192460278,0.034,0.11599999999999999,0.25170000000000003,8
14,0.1765,0.044201244326376156,0.12279999999999999,0.16799999999999998,0.2523,8
15,0.0675,0.030882843133364517,0.020200000000000003,0.07,0.1177,8
16,0.1285,0.03295072078119081,0.0894,0.126,0.1793,8
17,0.1335,0.03475269773701029,0.079,0.128,0.1845,8
18,0.13949999999999999,0.046105856460974676,0.0595,0.15,0.19510000000000002,8
19,0.0565,0.02649056435789921,0.021400000000000002,0.056,0.1043,8
20,0.101,0.02971531591620725,0.060200000000000004,0.098,0.1499,8
21,0.1285,0.028596328435657604,0.0816,0.126,0.1744,8
22,0.0975,0.04857725805353776,0.011900000000000003,0.1,0.1671,8
23,0.088,0.05114684741017768,0.0134,0.08399999999999999,0.1539,8
24,0.118,0.02630589287593181,0.07100000000000001,0.11599999999999999,0.148,8
25,0.10400000000000001,0.03515679166249389,0.0581,0.1,0.16310000000000002,8
26,0.132,0.04903060268852505,0.0501,0.14400000000000002,0.1833,8
27,0.053000000000000005,0.0407308237088326,-0.016300000000000002,0.062,0.1026,8
28,0.093,0.027184554438136374,0.0508,0.098,0.1332,8
29,0.126,0.034583232931581165,0.07479999999999999,0.132,0.181,8
30,0.1245,0.048885069295235735,0.041100000000000005,0.126,0.197,8
31,0.0925,0.02976155237886626,0.0581,0.088,0.1476,8
32,0.0615,0.04841229182759271,0.00020000000000000052,0.05,0.1438,8
33,0.101,0.0273313007374329,0.051,0.10200000000000001,0.132,8
34,0.10650000000000001,0.05384932682958998,0.0407,0.10200000000000001,0.2015,8
35,0.1855,0.04791398543223053,0.1327,0.174,0.27749999999999997,8
36,0.14850000000000002,0.02935557868617139,0.1148,0.136,0.1953,8
37,0.1865,0.04376928146542961,0.128,0.20400000000000001,0.2339,8
38,0.139,0.04389760813529594,0.0915,0.122,0.2222,8
39,0.176,0.038832975677895204,0.1032,0.186,0.2193,8
40,0.086,0.03676955262170047,0.04,0.10200000000000001,0.1273,8
41,0.16849999999999998,0.053345571512544515,0.1087,0.15999999999999998,0.2549,8
42,0.17049999999999998,0.03457961827435346,0.1077,0.176,0.2113,8
43,0.1925,0.06454262157675345,0.11950000000000001,0.18,0.3216,8
44,0.014,0.02244994432064365,-0.011300000000000001,0.012,0.05700000000000001,8
45,0.114,0.03549647869859769,0.0675,0.1,0.1633,8
46,0.11599999999999999,0.03310589071449369,0.0708,0.114,0.1704,8
47,0.07050000000000001,0.0301951982937685,0.012400000000000001,0.078,0.1085,8
48,0.1035,0.04553844529625489,0.0317,0.104,0.1744,8
49,0.14049999999999999,0.06640594852872746,0.033800000000000004,0.146,0.2398,8
