source_type,source_name,source_slug,run_name,run_slug,num_samples,gibbs_sweeps,s,overall_mean_magnetization_mean,overall_mean_magnetization_std,overall_mean_magnetization_q025,overall_mean_magnetization_q500,overall_mean_magnetization_q975,post_intervention_mean_magnetization_mean,post_intervention_mean_magnetization_std,post_intervention_mean_magnetization_q025,post_intervention_mean_magnetization_q500,post_intervention_mean_magnetization_q975,truth_overall_mean_magnetization_abs_error,truth_post_intervention_mean_magnetization_abs_error,truth_overall_mean_in_95_interval,truth_post_intervention_mean_in_95_interval,truth_unit_mean_abs_error_mean,truth_unit_mean_squared_error_mean,truth_unit_mean_rmse,truth_unit_mean_max_abs_error,truth_unit_mean_correlation,truth_unit_mean_95_interval_coverage_rate,truth_rank_in_run,truth_is_best
fit,alternating_rank_10,fit_alternating_rank_10,default,default,16,10,120,0.2256082447103135,0.0030490258662415563,0.2207717126398582,0.2260634762379528,0.2313780879583472,,,,,,0.139537983272405,,0.0,,0.1456315082530187,0.028759687012457995,0.16958681261365224,0.4333333333333333,0.6739372953666537,0.6686606846128281,7,False
fit,alternating_rank_10_xi_zero,fit_alternating_rank_10_xi_zero,default,default,16,10,120,0.11495340367785532,0.00215496104255531,0.11143375429267752,0.11472249916915919,0.11838304530851888,,,,,,0.028883142239946827,,0.0,,0.08410497673645728,0.010987270754288061,0.10482018295294118,0.359375,0.6867663070289127,0.9022931206380858,1,True
fit,alternating_rank_2,fit_alternating_rank_2,default,default,16,10,120,0.15916071230752188,0.0035731231197691834,0.15371939736346515,0.1588318378198737,0.16602553450758833,,,,,,0.07309045086961338,,0.0,,0.10503628004874266,0.01684484307494184,0.12978768460428686,0.41875,0.6880525013931744,0.8165503489531406,5,False
fit,alternating_rank_2_xi_zero,fit_alternating_rank_2_xi_zero,default,default,16,10,120,0.08091385565525647,0.002322701818600824,0.07803395369447214,0.08059709759610059,0.08517087626010855,,,,,,0.005156405782652029,,0.0,,0.0912571313836269,0.01304142945873029,0.11419907818686756,0.37083333333333335,0.6765327873888776,0.8650714523097375,4,False
fit,alternating_rank_5,fit_alternating_rank_5,default,default,16,10,120,0.19177883017613825,0.0034142124086333873,0.18626897086518224,0.19156973523872828,0.19799421180901738,,,,,,0.10570856873822976,,0.0,,0.12094341974077769,0.021185752637919577,0.1455532639205304,0.4510416666666667,0.6865654052670364,0.7573944832170156,6,False
fit,alternating_rank_5_xi_zero,fit_alternating_rank_5_xi_zero,default,default,16,10,120,0.09846363686717624,0.0020578908062417406,0.09475739448321702,0.09872881355932203,0.10178630774343636,,,,,,0.012393375429267744,,0.0,,0.08634097706879362,0.011610393068479748,0.10775153394954406,0.3541666666666667,0.6819803254397692,0.8913260219341974,3,False
fit,nuclear_lambda_8e_2,fit_nuclear_lambda_8e_2,default,default,16,10,120,0.2738603633543813,0.0031277932059463774,0.26801055167829846,0.2736346516007533,0.27893610834164173,,,,,,0.1877901019164728,,0.0,,0.1894884790074222,0.044932008084542674,0.21197171529367467,0.47500000000000003,0.6266980955428496,0.4978398138916584,8,False
fit,nuclear_lambda_8e_2_xi_zero,fit_nuclear_lambda_8e_2_xi_zero,default,default,16,10,120,0.13442069624459954,0.002206367538041594,0.1308518887781101,0.13417525202171265,0.13808297330231528,,,,,,0.048350434806691045,,0.0,,0.08483957848676194,0.011082462609278644,0.10527327585516964,0.34583333333333327,0.7000055489687121,0.9082751744765702,2,False
truth,truth,truth,default,default,16,10,120,0.0860702614379085,0.002452866562990301,0.08267281488866733,0.08557383405339536,0.09071604630552786,,,,,,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,,
fit,zero_external_field,fit_zero_external_field,default,default,16,10,120,0.3972405699567963,0.0038342151804346652,0.39197961670543924,0.39685388279605627,0.40394164728038107,,,,,,0.31117030851888783,,0.0,,0.3120925418189875,0.11493807747763654,0.3390251870844356,0.625,0.07339241915098232,0.1984047856430708,10,False
fit,zero_external_field_xi_zero,fit_zero_external_field_xi_zero,default,default,16,10,120,0.3166265093608065,0.0019577420894248713,0.31393112329677636,0.31628171042428266,0.31946383073003215,,,,,,0.230556247922898,,0.0,,0.23675085853550462,0.06871771909387579,0.2621406475422608,0.5072916666666667,0.14337906868759262,0.36822864739115985,9,False
