source_type,source_name,source_slug,run_name,run_slug,num_samples,gibbs_sweeps,s,overall_mean_magnetization_mean,overall_mean_magnetization_std,overall_mean_magnetization_q025,overall_mean_magnetization_q500,overall_mean_magnetization_q975,post_intervention_mean_magnetization_mean,post_intervention_mean_magnetization_std,post_intervention_mean_magnetization_q025,post_intervention_mean_magnetization_q500,post_intervention_mean_magnetization_q975,truth_overall_mean_magnetization_abs_error,truth_post_intervention_mean_magnetization_abs_error,truth_overall_mean_in_95_interval,truth_post_intervention_mean_in_95_interval,truth_unit_mean_abs_error_mean,truth_unit_mean_squared_error_mean,truth_unit_mean_rmse,truth_unit_mean_max_abs_error,truth_unit_mean_correlation,truth_unit_mean_95_interval_coverage_rate,truth_rank_in_run,truth_is_best
fit,alternating_rank_10,fit_alternating_rank_10,default,default,16,10,0,-0.5869575301872162,0.0021537594739276518,-0.5901496898194306,-0.587199512573391,-0.5827212806026365,-0.5869575301872162,0.0021537594739276518,-0.5901496898194306,-0.587199512573391,-0.5827212806026365,0.12091053229201276,0.12091053229201276,0.0,0.0,0.12120755788190982,0.01766092167652136,0.1328944004709053,0.3302083333333332,0.7566916987628658,0.6274509803921569,4,False
fit,alternating_rank_10_xi_zero,fit_alternating_rank_10_xi_zero,default,default,16,10,0,-0.5680673258003767,0.0017283573332598412,-0.5703569846017503,-0.5683643513902736,-0.5641526808463498,-0.5680673258003767,0.0017283573332598412,-0.5703569846017503,-0.5683643513902736,-0.5641526808463498,0.1398007366788523,0.1398007366788523,0.0,0.0,0.14060111332668662,0.024442893830083825,0.15634223303408398,0.46354166666666663,0.631399006073755,0.5194416749750748,6,False
fit,alternating_rank_2,fit_alternating_rank_2,default,default,16,10,0,-0.6481641879915807,0.0019446575852133672,-0.6513618865625346,-0.648119530297995,-0.6445981499944611,-0.6481641879915807,0.0019446575852133672,-0.6513618865625346,-0.648119530297995,-0.6445981499944611,0.059703874487648245,0.059703874487648245,0.0,0.0,0.06864926055167829,0.00723245808004228,0.08504385974332468,0.2979166666666666,0.7288943233534625,0.8753738783649053,1,True
fit,alternating_rank_2_xi_zero,fit_alternating_rank_2_xi_zero,default,default,16,10,0,-0.6127146338761493,0.001383701287158278,-0.6151517669214578,-0.6125816993464053,-0.6101930320150659,-0.6127146338761493,0.001383701287158278,-0.6151517669214578,-0.6125816993464053,-0.6101930320150659,0.09515342860307963,0.09515342860307963,0.0,0.0,0.10041680514013514,0.014686612183126547,0.12118833352731008,0.44791666666666663,0.6234607235245732,0.7138584247258225,3,False
fit,alternating_rank_5,fit_alternating_rank_5,default,default,16,10,0,-0.6167989088290684,0.001977643419427016,-0.6203119807244931,-0.6167359034009083,-0.6131695192201174,-0.6167989088290684,0.001977643419427016,-0.6203119807244931,-0.6167359034009083,-0.6131695192201174,0.09106915365016055,0.09106915365016055,0.0,0.0,0.09339066134928548,0.011737996369687234,0.10834203417735534,0.3124999999999999,0.7406494575795699,0.7693585908939847,2,False
fit,alternating_rank_5_xi_zero,fit_alternating_rank_5_xi_zero,default,default,16,10,0,-0.589864780658026,0.001449811552741794,-0.5920010800930542,-0.5898858978619697,-0.5866400797607179,-0.589864780658026,0.001449811552741794,-0.5920010800930542,-0.5898858978619697,-0.5866400797607179,0.11800328182120301,0.11800328182120301,0.0,0.0,0.12015654425612053,0.019248824345828256,0.1387401324268802,0.44375,0.6268810194599267,0.6208042539049519,5,False
fit,nuclear_lambda_8e_2,fit_nuclear_lambda_8e_2,default,default,16,10,0,-0.5424144233964772,0.0023661481467751847,-0.5464689265536723,-0.542951700454193,-0.5385911709316495,-0.5424144233964772,0.0023661481467751847,-0.5464689265536723,-0.542951700454193,-0.5385911709316495,0.1654536390827518,0.1654536390827518,0.0,0.0,0.16547856430707877,0.03001878118537905,0.17325928888627892,0.3604166666666666,0.7558132156600037,0.3672316384180791,7,False
fit,nuclear_lambda_8e_2_xi_zero,fit_nuclear_lambda_8e_2_xi_zero,default,default,16,10,0,-0.5392904619474909,0.0018177700766643754,-0.5424130386617925,-0.5394123185997564,-0.5359968704996122,-0.5392904619474909,0.0018177700766643754,-0.5424130386617925,-0.5394123185997564,-0.5359968704996122,0.1685776005317381,0.1685776005317381,0.0,0.0,0.16878323363243602,0.03275585281193456,0.18098578068990548,0.4583333333333333,0.6416831879920317,0.38318378198737124,8,False
truth,truth,truth,default,default,16,10,0,-0.707868062479229,0.0017523050098405758,-0.7108348565414866,-0.7076714301539825,-0.7055451700454193,-0.707868062479229,0.0017523050098405758,-0.7108348565414866,-0.7076714301539825,-0.7055451700454193,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,
fit,zero_external_field,fit_zero_external_field,default,default,16,10,0,-0.39661466987925115,0.003796190078319864,-0.4023353550459732,-0.3967154093275729,-0.3901780768804697,-0.39661466987925115,0.003796190078319864,-0.4023353550459732,-0.3967154093275729,-0.3901780768804697,0.3112533925999778,0.3112533925999778,0.0,0.0,0.31125339259997786,0.10122458831549333,0.3181581184183319,0.5093749999999999,0.47249147024668064,0.04386839481555334,9,False
fit,zero_external_field_xi_zero,fit_zero_external_field_xi_zero,default,default,16,10,0,-0.3150492965547801,0.002425580106736689,-0.31884485432591114,-0.31507145230973743,-0.31102456519330896,-0.3150492965547801,0.002425580106736689,-0.31884485432591114,-0.31507145230973743,-0.31102456519330896,0.39281876592444886,0.39281876592444886,0.0,0.0,0.39281876592444886,0.1592383007228315,0.3990467400228092,0.5916666666666666,0.15969262489575808,0.011964107676969093,10,False
