statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.15378018522258446,0.002851222793135861,-0.15685987132512044,-0.154580075589279,-0.1492485790946597,8
post_intervention_mean_magnetization,-0.39580930018886223,0.00449178310014155,-0.4009764687866878,-0.3971976928181308,-0.3882126997090501,8
