unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.055,0.09785192895390464,-0.16,-0.06,0.07300000000000001,8
1,0.135,0.11478240283248996,-0.026,0.12,0.332,8
2,-0.10999999999999999,0.1841195263952197,-0.405,-0.12,0.19800000000000004,8
3,-0.095,0.08703447592764606,-0.193,-0.14,0.03300000000000001,8
4,0.08500000000000002,0.17485708450045712,-0.16,0.08,0.313,8
5,-0.05,0.12449899597988733,-0.2,-0.06,0.17200000000000004,8
6,-0.08,0.10392304845413264,-0.24,-0.04,0.04,8
7,-0.05499999999999999,0.1522333734763833,-0.306,-0.02,0.14600000000000002,8
8,0.05500000000000001,0.10758717395675006,-0.11299999999999999,0.08,0.193,8
9,-0.005000000000000001,0.09886859966642594,-0.179,0.02,0.139,8
10,-0.13,0.12124355652982141,-0.306,-0.14,0.06600000000000002,8
11,-0.125,0.10476163419878483,-0.266,-0.14,0.059000000000000025,8
12,-0.24,0.10770329614269009,-0.393,-0.24,-0.087,8
13,-0.16999999999999998,0.051961524227066326,-0.266,-0.16,-0.12,8
14,-0.095,0.1719738352191984,-0.353,-0.06,0.12,8
15,-0.015,0.0746659226153404,-0.12,0.02,0.07300000000000001,8
16,-0.05000000000000001,0.1396424004376894,-0.193,-0.1,0.21200000000000002,8
17,-0.14500000000000002,0.16116761461286197,-0.47100000000000003,-0.12,0.026000000000000016,8
18,0.21500000000000002,0.10758717395675006,0.0020000000000000087,0.22,0.32,8
19,-0.030000000000000002,0.14387494569938158,-0.292,0.0,0.14600000000000002,8
20,0.105,0.1495827530165159,-0.073,0.1,0.32,8
21,-0.17500000000000002,0.10185774393731682,-0.306,-0.2,0.019000000000000024,8
22,-0.195,0.1580348062927911,-0.386,-0.22,0.11100000000000004,8
23,-0.065,0.09785192895390464,-0.252,-0.06,0.04,8
24,-0.22,0.17204650534085253,-0.473,-0.2,0.019000000000000024,8
25,-0.09,0.12609520212918493,-0.292,-0.12,0.07300000000000001,8
26,-0.065,0.0998749217771909,-0.16,-0.1,0.113,8
27,-0.03,0.09746794344808965,-0.193,0.0,0.10600000000000001,8
28,0.185,0.11651180197731044,0.087,0.16,0.43100000000000005,8
29,0.15999999999999998,0.14966629547095767,-0.033,0.18,0.405,8
30,-0.02,0.09165151389911681,-0.146,-0.04,0.139,8
31,-0.08,0.12806248474865697,-0.32499999999999996,-0.04,0.06600000000000002,8
32,0.04999999999999999,0.16217274740226856,-0.11299999999999999,-0.02,0.339,8
33,-0.2,0.08485281374238571,-0.313,-0.2,-0.08,8
34,0.025,0.09151502608861564,-0.11299999999999999,0.04,0.153,8
35,-0.125,0.16178689687363437,-0.28,-0.18,0.139,8
36,-0.17500000000000002,0.07984359711335656,-0.273,-0.2,-0.04699999999999999,8
37,0.015000000000000001,0.07984359711335656,-0.11299999999999999,0.04,0.113,8
38,0.075,0.1448274835796024,-0.146,0.1,0.31800000000000006,8
39,0.035,0.1666583331249896,-0.219,0.02,0.29900000000000004,8
