unit_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,-0.125,0.1362901317043901,-0.33899999999999997,-0.14,0.06600000000000002,8
1,-0.255,0.15992185591719474,-0.5579999999999999,-0.22,-0.087,8
2,-0.21,0.14387494569938158,-0.45199999999999996,-0.18,0.012000000000000028,8
3,-0.275,0.24530593144072158,-0.64,-0.28,0.03300000000000001,8
4,-0.11000000000000001,0.12449899597988734,-0.266,-0.14,0.10600000000000001,8
5,-0.145,0.17769355643916862,-0.41200000000000003,-0.15999999999999998,0.13200000000000003,8
6,-0.2,0.10583005244258363,-0.405,-0.2,-0.08,8
7,-0.26,0.18330302779823363,-0.44,-0.32,0.06600000000000002,8
8,-0.25,0.11269427669584645,-0.426,-0.24,-0.087,8
9,-0.175,0.1672572868367773,-0.353,-0.2,0.13200000000000003,8
10,-0.22000000000000003,0.16852299546352717,-0.433,-0.18,0.04500000000000003,8
11,-0.195,0.16178689687363437,-0.492,-0.14,-0.006999999999999993,8
12,-0.25,0.1646207763315433,-0.499,-0.24,-0.006999999999999993,8
13,-0.22000000000000003,0.18,-0.506,-0.16,0.026000000000000016,8
14,-0.21,0.10535653752852739,-0.386,-0.2,-0.053999999999999986,8
15,-0.155,0.17825543469975888,-0.4,-0.16,0.08,8
16,-0.35,0.1705872210923198,-0.619,-0.32,-0.10799999999999997,8
17,-0.225,0.1263922465976454,-0.393,-0.24000000000000002,-0.013999999999999986,8
18,-0.15000000000000002,0.15459624833740307,-0.346,-0.18,0.13200000000000003,8
19,-0.21,0.1014889156509222,-0.353,-0.22,-0.08,8
20,-0.14500000000000002,0.11651180197731044,-0.28,-0.16,0.07800000000000004,8
21,-0.185,0.09785192895390464,-0.372,-0.16,-0.053999999999999986,8
22,-0.255,0.1340708767779192,-0.45899999999999996,-0.28,-0.053999999999999986,8
23,-0.28500000000000003,0.13919410907075055,-0.473,-0.28,-0.087,8
24,-0.265,0.13407087677791923,-0.433,-0.28,-0.04699999999999999,8
25,-0.185,0.10758717395675006,-0.353,-0.18,-0.04,8
26,-0.265,0.11124297730643495,-0.419,-0.30000000000000004,-0.06799999999999998,8
27,-0.195,0.15288884851420656,-0.433,-0.18,-0.006999999999999993,8
28,-0.195,0.1066536450385077,-0.33899999999999997,-0.22,0.005000000000000032,8
29,-0.17,0.11090536506409418,-0.32,-0.16,-0.013999999999999986,8
30,-0.21000000000000002,0.1307669683062202,-0.393,-0.2,-0.04,8
31,-0.175,0.16605721905415616,-0.419,-0.22,0.07300000000000001,8
32,-0.22,0.1562049935181331,-0.426,-0.24,0.03300000000000001,8
33,-0.28,0.12806248474865697,-0.492,-0.28,-0.087,8
34,-0.15000000000000002,0.17406895185529211,-0.353,-0.2,0.139,8
35,-0.19,0.1307669683062202,-0.353,-0.2,0.019000000000000024,8
36,-0.18,0.11832159566199234,-0.28,-0.24000000000000002,0.026000000000000016,8
37,-0.25,0.1774823934929885,-0.44,-0.28,0.09700000000000007,8
38,-0.21000000000000002,0.20760539492026694,-0.532,-0.2,0.13200000000000003,8
39,-0.23,0.24145392935299273,-0.619,-0.14,0.059000000000000025,8
40,-0.16,0.2884441020371191,-0.612,0.0,0.14600000000000002,8
41,-0.19,0.176351920885484,-0.433,-0.14,0.059000000000000025,8
42,-0.215,0.18323482201808694,-0.426,-0.28,0.12500000000000003,8
43,-0.30000000000000004,0.0916515138991168,-0.433,-0.30000000000000004,-0.167,8
44,-0.15000000000000002,0.12449899597988733,-0.32,-0.08,-0.006999999999999993,8
45,-0.25,0.20174241001832013,-0.48,-0.28,0.059000000000000025,8
46,-0.07,0.176351920885484,-0.313,-0.07999999999999999,0.21200000000000002,8
47,-0.23000000000000004,0.12922847983320085,-0.45899999999999996,-0.18,-0.06099999999999998,8
48,-0.26,0.14696938456699069,-0.48,-0.24,-0.087,8
49,-0.15500000000000003,0.11390785749894518,-0.365,-0.14,-0.006999999999999993,8
50,-0.21000000000000002,0.17748239349298847,-0.46599999999999997,-0.18,0.08500000000000002,8
51,-0.22499999999999998,0.11124297730643495,-0.353,-0.24,-0.053999999999999986,8
52,-0.21500000000000002,0.17080690852538724,-0.492,-0.24000000000000002,0.0,8
53,-0.125,0.11736694594305502,-0.306,-0.12,0.03300000000000001,8
54,-0.16,0.2513961017995307,-0.473,-0.18,0.3160000000000001,8
55,-0.24,0.16,-0.46599999999999997,-0.22,0.019000000000000024,8
56,-0.17500000000000002,0.15740076238697195,-0.393,-0.18,0.04,8
57,-0.20500000000000002,0.0733143914930759,-0.313,-0.22,-0.12,8
58,-0.17500000000000002,0.1384738242412623,-0.379,-0.18,0.026000000000000016,8
59,-0.235,0.1759971590679804,-0.532,-0.22,-0.006999999999999993,8
60,-0.32,0.14832396974191325,-0.506,-0.34,-0.087,8
61,-0.26,0.1949358868961793,-0.532,-0.32,0.0,8
62,-0.16,0.19595917942265426,-0.426,-0.15999999999999998,0.16500000000000004,8
63,-0.175,0.10380269746013349,-0.28,-0.2,-0.006999999999999993,8
64,-0.24,0.21354156504062624,-0.506,-0.28,0.10600000000000001,8
65,-0.285,0.1943579172557681,-0.579,-0.22,-0.04699999999999999,8
66,-0.215,0.15866631652622432,-0.41200000000000003,-0.24,0.09700000000000007,8
67,-0.20500000000000002,0.16545392107774298,-0.426,-0.22,0.06600000000000002,8
68,-0.22000000000000003,0.0692820323027551,-0.313,-0.22,-0.12,8
69,-0.10999999999999999,0.1452583904633395,-0.306,-0.1,0.13200000000000003,8
70,-0.31000000000000005,0.15459624833740307,-0.506,-0.33999999999999997,-0.027999999999999973,8
71,-0.245,0.16545392107774295,-0.473,-0.24,0.012000000000000028,8
72,-0.26,0.18654758106177632,-0.539,-0.26,-0.006999999999999993,8
73,-0.13,0.1786057109949175,-0.464,-0.12,0.07300000000000001,8
74,-0.315,0.16904141504376968,-0.513,-0.36,-0.04699999999999999,8
75,-0.24000000000000005,0.14966629547095767,-0.485,-0.24000000000000002,-0.013999999999999986,8
76,-0.22,0.10583005244258362,-0.36,-0.22,-0.053999999999999986,8
77,-0.175,0.16605721905415616,-0.393,-0.2,0.07300000000000001,8
78,-0.15,0.07937253933193772,-0.24,-0.16,-0.013999999999999986,8
79,-0.325,0.1255985668708047,-0.513,-0.33999999999999997,-0.16,8
80,-0.11499999999999999,0.12072696467649636,-0.32499999999999996,-0.12,0.06600000000000002,8
81,-0.24,0.12000000000000001,-0.393,-0.26,-0.053999999999999986,8
82,-0.185,0.15992185591719477,-0.353,-0.24,0.09900000000000002,8
83,-0.18500000000000003,0.0998749217771909,-0.346,-0.18,-0.04699999999999999,8
