source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_3_uv_1_e2,fit_alternating_rank_3_uv_1_e2,default,default,all_intervention_from_s,no_intervention,0,0.35319,0.35319
fit,snn_8nn_u_mr1,fit_snn_8nn_u_mr1,default,default,all_intervention_from_s,no_intervention,0,0.2191797658730159,0.2191797658730159
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,0,0.31758,0.31758
