time_index,sample_mean,sample_std,q025,q500,q975,num_finite_samples
0,0.052836761778367616,0.009471503047941934,0.03910086264100863,0.05076310550763105,0.06894492368944924,8
1,0.10948905109489052,0.007485410864418365,0.09956867949568679,0.10783012607830125,0.12120106171201062,8
2,0.11620769741207698,0.011006251761293445,0.09548772395487724,0.11745189117451892,0.1301426675514267,8
3,0.06312209688122097,0.015166013717747583,0.0435965494359655,0.06403450564034506,0.087806901128069,8
4,0.110650298606503,0.013006437636402102,0.096449900464499,0.10617120106171202,0.13351028533510284,8
5,0.1263271400132714,0.018780137593702083,0.09107498341074984,0.13171864631718647,0.14983410749834108,8
6,0.11446582614465826,0.015632672845905433,0.09248506967485069,0.1141340411413404,0.14329794293297943,8
7,0.16074983410749832,0.009382830618698922,0.14304910418049105,0.16489714664897148,0.169293297942933,8
8,0.10003317850033179,0.016737065415527774,0.07934638354346384,0.09688122096881222,0.13122096881220968,8
9,0.11886197743861976,0.013314617340748255,0.10081287325812872,0.11446582614465825,0.1398639681486397,8
10,0.12450232249502323,0.013938672605110853,0.10628732581287327,0.12806901128069012,0.14364631718646317,8
11,0.16332116788321166,0.01409378603801404,0.14489051094890512,0.16191108161911083,0.18533510285335103,8
12,0.12732249502322493,0.007459169606540172,0.1170205706702057,0.1280690112806901,0.13712674187126742,8
13,0.09480756469807565,0.01279605550371204,0.07058725945587259,0.09953550099535502,0.10902455209024553,8
14,0.08742534837425348,0.016697556206299664,0.0621599203715992,0.086264100862641,0.11265759787657598,8
15,0.10094558725945588,0.00861004458030304,0.09289980092899801,0.09920371599203716,0.11755142667551427,8
16,0.13196748506967484,0.016886642578933422,0.1073324485733245,0.13802256138022562,0.15603848706038487,8
17,0.1491373589913736,0.02111401661943382,0.12392169873921699,0.1449900464499005,0.1818679495686795,8
18,0.17991041804910418,0.01956529581741775,0.16026874585268747,0.17451891174518913,0.21509621765096218,8
19,0.09547113470471134,0.014456225164178316,0.07602853351028534,0.0962176509621765,0.11718646317186464,8
20,0.15311877903118778,0.01296829550842274,0.13140345056403452,0.15361645653616457,0.17222959522229594,8
21,0.15768082282680823,0.022283846436645136,0.11944260119442601,0.16091572660915726,0.1907100199071002,8
22,0.11678832116788322,0.009975644577553358,0.10194094226940943,0.11380225613802256,0.13123755806237558,8
23,0.12458526874585268,0.012076017010718913,0.10796284007962839,0.12475116124751162,0.14228599867286,8
24,0.11471466489714666,0.00981678602888869,0.1031187790311878,0.11280690112806901,0.1335932315859323,8
25,0.1097378898473789,0.011654759964835375,0.093364299933643,0.11048440610484406,0.12526542800265428,8
26,0.11927670869276707,0.027215978202163853,0.07916390179163903,0.11512939615129396,0.16400132714001328,8
27,0.06237558062375581,0.019594987472108027,0.03395819508958195,0.06536164565361646,0.08545122760451228,8
28,0.12018911745189118,0.01125351688381487,0.10467816854678169,0.11977438619774386,0.13893497013934972,8
