statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.20061,0.008619785380158838,-0.210684,-0.20288,-0.18437599999999998,8
post_intervention_mean_magnetization,-0.20061,0.008619785380158838,-0.210684,-0.20288,-0.18437599999999998,8
