unit_index,observed_value,sample_mean,sample_std,abs_error,squared_error,q025,q500,q975,in_95_interval,num_finite_samples
0,-0.2,-0.18369565217391304,0.08792262236551802,0.016304347826086973,0.000265831758034027,-0.34782608695652173,-0.1826086956521739,-0.05,True,16
1,-0.23478260869565218,-0.21956521739130436,0.06561473162081118,0.015217391304347822,0.0002315689981096407,-0.31521739130434784,-0.23478260869565218,-0.11956521739130435,True,16
2,-0.09565217391304348,-0.07608695652173914,0.11631958453627605,0.019565217391304346,0.000382797731568998,-0.24565217391304348,-0.026086956521739132,0.06521739130434782,True,16
3,-0.043478260869565216,-0.02717391304347826,0.07441485663809888,0.016304347826086956,0.00026583175803402646,-0.15217391304347824,-0.02608695652173913,0.12608695652173912,True,16
4,-0.09565217391304348,-0.07282608695652174,0.07136761509208464,0.022826086956521746,0.0005210302457466922,-0.1826086956521739,-0.09565217391304348,0.04782608695652174,True,16
5,-0.391304347826087,-0.34239130434782605,0.09628618927835234,0.04891304347826092,0.0023924858223062432,-0.4956521739130435,-0.3217391304347826,-0.1826086956521739,True,16
6,0.008695652173913044,0.024999999999999994,0.09731144823920822,0.016304347826086953,0.00026583175803402635,-0.1282608695652174,0.043478260869565216,0.16956521739130434,True,16
7,0.043478260869565216,0.029347826086956522,0.07202676198708398,0.014130434782608694,0.0001996691871455576,-0.0782608695652174,0.017391304347826087,0.15217391304347824,True,16
8,0.21739130434782608,0.23695652173913045,0.09739033384609617,0.019565217391304374,0.0003827977315689991,0.06086956521739131,0.2434782608695652,0.4152173913043478,True,16
9,-0.13043478260869565,-0.08369565217391303,0.14740589257034892,0.046739130434782616,0.0021845463137996225,-0.3326086956521739,-0.10434782608695653,0.17391304347826086,True,16
10,0.25217391304347825,0.21195652173913043,0.06351956666820427,0.040217391304347816,0.0016174385633270314,0.10217391304347827,0.23478260869565218,0.30217391304347824,True,16
11,-0.6347826086956522,-0.5641304347826086,0.04453869836640842,0.07065217391304357,0.004991729678638954,-0.6456521739130435,-0.5565217391304347,-0.4956521739130435,True,16
12,-0.06086956521739131,-0.021739130434782608,0.10694238153259863,0.0391304347826087,0.0015311909262759927,-0.20869565217391303,0.017391304347826087,0.1391304347826087,True,16
13,-0.23478260869565218,-0.2141304347826087,0.08139119983270882,0.02065217391304347,0.0004265122873345932,-0.36086956521739133,-0.21739130434782608,-0.06956521739130435,True,16
14,-0.30434782608695654,-0.3119565217391304,0.10825453971367685,0.007608695652173869,5.789224952740954e-05,-0.4826086956521739,-0.33043478260869563,-0.0891304347826087,True,16
15,-0.16521739130434782,-0.12282608695652174,0.0901518882162781,0.04239130434782608,0.001797022684310018,-0.2282608695652174,-0.1391304347826087,0.06956521739130435,True,16
16,-0.09565217391304348,-0.0782608695652174,0.07037571328799411,0.017391304347826084,0.0003024574669187144,-0.20869565217391303,-0.06956521739130435,0.04782608695652174,True,16
17,-0.25217391304347825,-0.19782608695652174,0.10432517870175502,0.05434782608695651,0.002953686200378071,-0.37826086956521743,-0.19130434782608696,-0.04565217391304348,True,16
18,-0.391304347826087,-0.3673913043478261,0.05426079988847255,0.023913043478260898,0.0005718336483931961,-0.4543478260869565,-0.3652173913043478,-0.2717391304347826,True,16
19,0.28695652173913044,0.31304347826086953,0.07969696860792766,0.02608695652173909,0.0006805293005671057,0.1956521739130435,0.30434782608695654,0.41956521739130437,True,16
20,-0.11304347826086956,-0.08695652173913043,0.082723033001915,0.026086956521739132,0.0006805293005671079,-0.2282608695652174,-0.0782608695652174,0.07608695652173914,True,16
21,0.02608695652173913,0.025,0.08074997000590546,0.0010869565217391276,1.1814744801512227e-06,-0.1108695652173913,0.034782608695652174,0.15217391304347824,True,16
22,0.1826086956521739,0.1641304347826087,0.08074997000590546,0.018478260869565222,0.00034144612476370525,0.023913043478260877,0.16521739130434782,0.31521739130434784,True,16
23,0.23478260869565218,0.18478260869565216,0.11133746110697285,0.05000000000000002,0.002500000000000002,0.021739130434782608,0.1826086956521739,0.3891304347826087,True,16
24,0.043478260869565216,0.04456521739130435,0.07416039175398124,0.001086956521739131,1.1814744801512301e-06,-0.0891304347826087,0.052173913043478265,0.15217391304347824,True,16
25,0.13043478260869565,0.10217391304347825,0.08223600138859886,0.028260869565217395,0.0007986767485822308,-0.02391304347826087,0.09565217391304348,0.23913043478260868,True,16
26,0.1826086956521739,0.14347826086956522,0.08374504471416618,0.03913043478260869,0.001531190926275992,3.469446951953614e-18,0.1391304347826087,0.29565217391304344,True,16
27,0.0782608695652174,0.06630434782608696,0.061401018445646084,0.011956521739130435,0.00014295841209829868,-0.05652173913043478,0.06086956521739131,0.1760869565217391,True,16
28,-0.1826086956521739,-0.1967391304347826,0.0863497854324746,0.014130434782608697,0.0001996691871455577,-0.3217391304347826,-0.19130434782608696,-0.06739130434782609,True,16
29,0.02608695652173913,0.02282608695652174,0.08115861153841347,0.00326086956521739,1.063327032136105e-05,-0.09565217391304348,0.017391304347826087,0.16304347826086957,True,16
30,0.043478260869565216,0.019565217391304346,0.09179474926398874,0.02391304347826087,0.0005718336483931947,-0.1282608695652174,0.02608695652173913,0.2043478260869565,True,16
31,-0.40869565217391307,-0.3815217391304348,0.10232989943110635,0.02717391304347827,0.0007384215500945185,-0.5717391304347826,-0.3826086956521739,-0.22391304347826085,True,16
32,-0.043478260869565216,0.011956521739130433,0.07511019000589812,0.05543478260869565,0.0030730151228733457,-0.10652173913043478,0.008695652173913044,0.14565217391304347,True,16
33,-0.3565217391304348,-0.3489130434782608,0.07403283132112096,0.00760869565217398,5.7892249527411226e-05,-0.5021739130434782,-0.34782608695652173,-0.23695652173913043,True,16
34,-0.23478260869565218,-0.23804347826086955,0.07460513572129225,0.0032608695652173725,1.0633270321360936e-05,-0.35,-0.2434782608695652,-0.10869565217391304,True,16
35,-0.21739130434782608,-0.24891304347826088,0.07176382974019158,0.031521739130434795,0.0009936200378071842,-0.3934782608695652,-0.23478260869565218,-0.13695652173913042,True,16
36,0.043478260869565216,0.04021739130434783,0.08613058841590232,0.0032608695652173864,1.0633270321361027e-05,-0.1108695652173913,0.052173913043478265,0.1760869565217391,True,16
37,-0.26956521739130435,-0.2891304347826087,0.08714653153403237,0.019565217391304346,0.000382797731568998,-0.4369565217391304,-0.2782608695652174,-0.1217391304347826,True,16
38,0.1826086956521739,0.175,0.07504724409917334,0.007608695652173925,5.7892249527410386e-05,0.08478260869565218,0.17391304347826086,0.30869565217391304,True,16
39,0.06086956521739131,0.05217391304347826,0.0970257113235713,0.008695652173913049,7.561436672967873e-05,-0.08260869565217391,0.043478260869565216,0.2217391304347826,True,16
40,-0.40869565217391307,-0.34782608695652173,0.08087424016407946,0.06086956521739134,0.0037051039697542578,-0.4782608695652174,-0.3565217391304348,-0.19130434782608696,True,16
41,0.043478260869565216,0.029347826086956522,0.0763582121290586,0.014130434782608694,0.0001996691871455576,-0.12608695652173912,0.043478260869565216,0.12391304347826086,True,16
42,-0.23478260869565218,-0.19130434782608696,0.08203461853962264,0.043478260869565216,0.0018903591682419658,-0.33695652173913043,-0.2,-0.09565217391304348,True,16
43,-0.043478260869565216,-0.029347826086956522,0.1075977157331971,0.014130434782608694,0.0001996691871455576,-0.23913043478260868,-0.008695652173913044,0.13260869565217392,True,16
44,-0.28695652173913044,-0.2565217391304348,0.07262301342821768,0.030434782608695643,0.0009262759924385628,-0.37826086956521743,-0.2608695652173913,-0.1217391304347826,True,16
45,-0.043478260869565216,-0.0608695652173913,0.11954545291189149,0.017391304347826084,0.0003024574669187144,-0.26304347826086955,-0.034782608695652174,0.1282608695652174,True,16
46,0.11304347826086956,0.13695652173913042,0.08886492798247694,0.023913043478260856,0.0005718336483931941,-0.04782608695652174,0.14782608695652175,0.2673913043478261,True,16
47,0.09565217391304348,0.0608695652173913,0.08134037797334656,0.03478260869565218,0.0012098298676748588,-0.06521739130434782,0.06086956521739131,0.2043478260869565,True,16
48,0.11304347826086956,0.10978260869565218,0.07332728250227362,0.0032608695652173864,1.0633270321361027e-05,-0.019565217391304346,0.11304347826086956,0.2217391304347826,True,16
49,-0.3391304347826087,-0.30326086956521736,0.08098373194240602,0.03586956521739132,0.0012866257088846892,-0.4739130434782609,-0.28695652173913044,-0.1782608695652174,True,16
50,0.16521739130434782,0.19021739130434784,0.06650006751279317,0.025000000000000022,0.0006250000000000011,0.06304347826086956,0.1826086956521739,0.30434782608695654,True,16
51,0.008695652173913044,-0.04565217391304348,0.09542958290281725,0.05434782608695652,0.002953686200378072,-0.2,-0.06956521739130435,0.12173913043478261,True,16
52,-0.5130434782608696,-0.5076086956521739,0.0942022017811467,0.005434782608695676,2.953686200378098e-05,-0.6739130434782609,-0.5043478260869565,-0.3521739130434782,True,16
53,-0.16521739130434782,-0.15434782608695652,0.07552588159147916,0.010869565217391297,0.00011814744801512271,-0.2891304347826087,-0.14782608695652175,-0.05,True,16
54,-0.06086956521739131,-0.06195652173913044,0.07076913395938274,0.001086956521739131,1.1814744801512301e-06,-0.2,-0.043478260869565216,0.043478260869565216,True,16
55,-0.23478260869565218,-0.2217391304347826,0.10990630138925685,0.013043478260869573,0.00017013232514177714,-0.4108695652173913,-0.21739130434782608,-0.04565217391304348,True,16
56,-0.6347826086956522,-0.6032608695652174,0.0733272825022736,0.03152173913043477,0.0009936200378071825,-0.7391304347826086,-0.5913043478260869,-0.5021739130434782,True,16
