source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,default,default,all_intervention,no_intervention,0,-0.53461,-0.53461
fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,default,default,all_intervention,no_intervention,0,-0.51247,-0.51247
fit,base,fit_base,default,default,all_intervention,no_intervention,0,-0.37251999999999996,-0.37251999999999996
truth,truth,truth,default,default,all_intervention,no_intervention,0,-0.53608,-0.53608
