start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6643339907624759,0.6643342624642186,0.4401203006792195,0.4507883779619519,190,1331,True,CONVERGED: alternating objective tolerance reached,True
