variable,rule,positive_share,variance,transition_rate,weeks,counties
outcome,death_rate_100k >= 2,0.37606135840843485,0.9385568524817502,0.2817093274631551,102,3009
intervention,complete_cov >= 20,0.49208257580200576,0.9997492575762761,0.009966799272150545,102,3009
