statistic,observed_value,sample_mean,sample_std,abs_error,q025,q500,q975,in_95_interval,num_finite_samples
overall_mean_magnetization,-0.3063904676726003,-0.2798545194887626,0.0022402456320022757,0.0265359481838377,-0.2824247713568564,-0.28016791206254865,-0.2747727993999019,False,16
post_intervention_mean_magnetization,-0.26451942218365576,-0.2605673523556735,0.002998944095973897,0.003952069827982241,-0.2649775407074677,-0.2604206012965137,-0.25476366698994435,True,16
