start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.7898161374258238,0.7898197065304627,0.46252413622436034,0.47804256528765743,211,1478,True,CONVERGED: alternating objective tolerance reached,True
