statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.20047,0.004267540275146801,-0.20608200000000002,-0.20088,-0.193048,8
post_intervention_mean_magnetization,,,,,,0
