experiment_name,experiment_slug,execution_mode,search_name,search_slug,split_kind,outer_num_folds,test_fold_id,candidate_name,candidate_slug,candidate_index,optimizer_mode,cv_fold_id,num_training_slots,num_validation_slots,num_post_s_validation_slots,fit_path,status,fit_loss,validation_loss,validation_brier_score,validation_ece,post_s_validation_loss,post_s_validation_brier_score,post_s_validation_ece,validation_mean_magnetization_abs_diff,validation_observed_mean_magnetization,validation_sampled_mean_magnetization_mean,post_s_validation_mean_magnetization_abs_diff,post_s_validation_observed_mean_magnetization,post_s_validation_sampled_mean_magnetization_mean
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_1,completed,0.45756656553976044,0.7073607525721762,0.2088363870223278,0.08630094440999132,0.7073607525721762,0.2088363870223278,0.08630094440999132,0.03722133757961783,0.021019108280254776,-0.016202229299363057,0.03722133757961783,0.021019108280254776,-0.016202229299363057
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_2,completed,0.46405187566195916,0.6802933526390367,0.21165449598345065,0.08292212318779488,0.6802933526390367,0.21165449598345065,0.08292212318779488,0.008473901973265436,0.005728835136855506,-0.00274506683640993,0.008473901973265436,0.005728835136855506,-0.00274506683640993
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_3,completed,0.4537325988651369,0.7293585242003544,0.21565018328722776,0.0920109447920032,0.7293585242003544,0.21565018328722776,0.0920109447920032,0.017999046408137317,0.0,-0.017999046408137317,0.017999046408137317,0.0,-0.017999046408137317
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,4,14542,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_4,completed,0.46026150631405455,0.7131294807684101,0.20713249345095694,0.07567692113854982,0.7131294807684101,0.20713249345095694,0.07567692113854982,0.0004370629370629379,-0.01080737444373808,-0.011244437380801019,0.0004370629370629379,-0.01080737444373808,-0.011244437380801019
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,5,14541,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_5,completed,0.45801032065296426,0.6999960383024844,0.21065274815648763,0.07782448452699105,0.6999960383024844,0.21065274815648763,0.07782448452699105,0.014701207883026065,0.009535918626827717,-0.005165289256198347,0.014701207883026065,0.009535918626827717,-0.005165289256198347
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,6,14549,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_6,completed,0.452442517070097,0.7535524197179384,0.22023899625219043,0.10133297815487372,0.7535524197179384,0.22023899625219043,0.10133297815487372,0.027388535031847135,-0.015286624203821656,0.012101910828025477,0.027388535031847135,-0.015286624203821656,0.012101910828025477
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,7,14552,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_7,completed,0.4516108520010848,0.7115930741230192,0.2093530291128359,0.07921073649932604,0.7115930741230192,0.2093530291128359,0.07921073649932604,0.007523885350318471,-0.01337579617834395,-0.005851910828025478,0.007523885350318471,-0.01337579617834395,-0.005851910828025478
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_1,completed,0.4633763589974647,0.6270408796615139,0.20298773984314838,0.07417800621144048,0.6270408796615139,0.20298773984314838,0.07417800621144048,0.03467356687898089,0.021019108280254776,-0.013654458598726115,0.03467356687898089,0.021019108280254776,-0.013654458598726115
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_2,completed,0.4704135606208765,0.6197852384721495,0.2067692888882509,0.07152371369576227,0.6197852384721495,0.2067692888882509,0.07152371369576227,0.0060471037555697,0.005728835136855506,-0.0003182686187141945,0.0060471037555697,0.005728835136855506,-0.0003182686187141945
interference_confounding_beta_020_xi_080,interference_confounding_beta_020_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_020_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_3,completed,0.4606052352783027,0.643036786291775,0.20992651730586753,0.0791576533782491,0.643036786291775,0.20992651730586753,0.0791576533782491,0.016091862682771775,0.0,-0.016091862682771775,0.016091862682771775,0.0,-0.016091862682771775
