experiment_name,experiment_group,outcome_code,outcome_label,outcome_definition,intervention_definition,network_code,network_label,interaction_matrix_label,beta,eta,field::black_share,field::family_household_share,field::female_household_share,field::hispanic_share,field::male_1521_share,field::renter_share,field::total_pop,field::vacant_share,interaction::centroid_distance_kernel_16,interaction::centroid_distance_kernel_8,interaction::contiguity,interaction::knn_16,interaction::knn_8,psi,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_2,tau::t_3,tau::t_4,tau::t_5,tau::t_6,tau::t_7,tau::t_8,tau::t_9,zeta,final_loss
any_crime_gt_2_pm1__centroid_distance_kernel_16,outcome_only,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.03925804317128368,0.5350624867650234,0.2911502133807652,-0.34003152602694175,0.3472087817644239,0.3494723446644934,-0.2663261366655531,0.18351635733416186,3.375298624481017,1.0490216570078175,1.3212842171385555,,,,,,-0.3055247224969475,-0.18201721066175996,-0.2083285746567231,-0.21982200363463344,-0.19495904689384186,-0.1544324488153518,-0.3992229294879927,-0.2211818363370662,-0.31006391229928204,-0.26068177722348784,-0.22549025400918246,-0.2299172893528105,-0.25718794704305475,-0.23265767654892106,-0.14862724706386823,,0.29820002524808703
any_crime_gt_2_pm1__centroid_distance_kernel_8,outcome_only,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.06416990248466295,0.5381741584082554,0.3056586799355588,-0.37063862482761545,0.37848209276943373,0.3713776869995023,-0.20499380404380033,0.17106648476755706,3.3402614022622625,1.1903084051986592,,1.3253470873480344,,,,,-0.3426936151008259,-0.2145358525143131,-0.23620434923852046,-0.25040836027390995,-0.22476194844150046,-0.1829008698048301,-0.4389968681135596,-0.2558177967869641,-0.3486882528312705,-0.29832751199218444,-0.26074216158599167,-0.26468667614285996,-0.29506796969690874,-0.2694255734520366,-0.17977514868445713,,0.2987871046960303
any_crime_gt_2_pm1__contiguity,outcome_only,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.12630858754310992,0.5717227611743112,0.3302588037139496,-0.41013347278468604,0.36151741147108174,0.4287057423934059,-0.1913370262421606,0.1307824065388015,4.90445456337015,1.4665118721098471,,,2.132129204405249,,,,-0.4345095200972239,-0.29484948414595175,-0.30896584928437476,-0.32240953155827984,-0.302081710572676,-0.25378014178694197,-0.5379227423344553,-0.34036673661045114,-0.43725196940832706,-0.3837292735333583,-0.3421921350606438,-0.3499584338189541,-0.3814138371382399,-0.36067700283715404,-0.2526334399281171,,0.3060510228804973
any_crime_gt_2_pm1__knn_16,outcome_only,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.03110281439141201,0.540664315870662,0.26620430154659214,-0.3134879674665586,0.3794622279921548,0.3957260493334943,-0.2820310551470107,0.11864900049617047,4.036995772128697,1.112112050896174,,,,1.271244364690141,,,-0.255003904605592,-0.13223927809939545,-0.1597994707523873,-0.17095810819108984,-0.1472480704588137,-0.11124833485860681,-0.35043195424024903,-0.17477815325336413,-0.2568631147029673,-0.2092379400447306,-0.1740416494113305,-0.18267670577638126,-0.2052564892954028,-0.18514597570984756,-0.10147580495368837,,0.2994257245207151
any_crime_gt_2_pm1__knn_8,outcome_only,any_crime_gt_2_pm1,Any-crime indicator: more than two total crimes vs at most two total crimes,+1 means more than two recorded crimes in the period; -1 means at most two recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,0.05069666229954035,0.5418381309631269,0.27440404533415713,-0.33973729584140816,0.3816532065076526,0.3846566710860745,-0.22631008482194293,0.11477315823015104,4.001850786336336,1.2505104710232138,,,,,1.0718295892137253,,-0.3104626969194249,-0.18358704760630973,-0.2059517775715256,-0.21962120968077373,-0.19519259502762065,-0.15732615465021316,-0.4072249048005761,-0.22816659875544595,-0.3138541138346547,-0.26587178131164957,-0.22772564898424283,-0.2359925686878828,-0.262443641709956,-0.24097190712949917,-0.1512564416190225,,0.2999344009726655
any_crime_gt_3_pm1__centroid_distance_kernel_16,outcome_only,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.02301731051131096,0.6611647643332202,0.3553795191984497,-0.46194609270379794,0.44121705502223346,0.3902415481548087,-0.22415552354156984,0.2054812281127778,2.8432465137450746,1.0708743786651926,1.4890643505938022,,,,,,-0.3869420993719994,-0.26097930712563744,-0.28912345772874026,-0.2997602491810308,-0.24994644737791705,-0.23467154167015647,-0.4977916602182815,-0.32366807868219966,-0.39289328476041063,-0.35515197188404485,-0.29284881763338094,-0.3303719164199163,-0.34011064732794755,-0.28175274703200903,-0.21823757558777465,,0.20821989256418502
any_crime_gt_3_pm1__centroid_distance_kernel_8,outcome_only,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.041781828201642786,0.6628881716350137,0.35963865594338307,-0.48982756483871764,0.481433204350061,0.4046383801601778,-0.16021855617789818,0.19266877169101604,2.7583867032406455,1.198114727653574,,1.5159320184647778,,,,,-0.4419475845330019,-0.3130034882720814,-0.3363260056377756,-0.34907018565657033,-0.2974844906311955,-0.28157937347511786,-0.5560983250828763,-0.37637495320980996,-0.4478561283158025,-0.4103251547971611,-0.34481197804455654,-0.3837293761601042,-0.3969357901275897,-0.3356181054047121,-0.2691083194899668,,0.20837299217134897
any_crime_gt_3_pm1__contiguity,outcome_only,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.09435029875742487,0.7083532263749375,0.390943835205504,-0.5171107374984343,0.45425460551756713,0.4459541097922699,-0.19448061054723237,0.1429571887060351,4.354981516506693,1.4874882793568223,,,2.2353859821265227,,,,-0.5952156837747455,-0.45611804800488437,-0.4716400805817834,-0.48456897647188196,-0.43933860617480913,-0.4151325138532499,-0.7203289732200433,-0.5263504321305417,-0.5967431831806659,-0.5550623291191603,-0.48902175582240975,-0.5368700307143008,-0.5472579040711539,-0.48974469437944357,-0.4043182987990865,,0.21496044237304973
any_crime_gt_3_pm1__knn_16,outcome_only,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.005764997984040149,0.6682725913044901,0.33298381446063113,-0.41436830468226826,0.5022433232358539,0.47010487600817924,-0.27713748882003847,0.12235391179517004,3.5199113044177945,1.111574110988561,,,,1.4493886480164921,,,-0.3151496742863825,-0.19150319667337226,-0.2206969823961173,-0.23004751421150474,-0.1859570470428314,-0.17163925948650213,-0.429181351124001,-0.2575689997499298,-0.32078047286683303,-0.28069826225402195,-0.2214510116717772,-0.2639304898182806,-0.26786865895050843,-0.21441820000292963,-0.15114918808827654,,0.20931866710696959
any_crime_gt_3_pm1__knn_8,outcome_only,any_crime_gt_3_pm1,Any-crime indicator: more than three total crimes vs at most three total crimes,+1 means more than three recorded crimes in the period; -1 means at most three recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,0.020162653544212143,0.6668306142387356,0.32501015213124107,-0.4325643102015477,0.4991048686306821,0.4380099693889868,-0.21183619691632075,0.12036755064276375,3.4240852988129062,1.2036627799974187,,,,,1.2670573340282163,,-0.3805801512180634,-0.2540924405521646,-0.2793889563621864,-0.28986724864693814,-0.24348472519361475,-0.2293492508904839,-0.49486199412636583,-0.32000536060624457,-0.38477625844976915,-0.34636660162755134,-0.2842286723947874,-0.3274255883798357,-0.3340140790775237,-0.2779257215283134,-0.21339995398773984,,0.2090702075676886
any_crime_gt_block_mean_pm1__centroid_distance_kernel_16,outcome_only,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.05442125134513056,0.07930095841546247,0.09571900495415261,-0.022589926906117087,0.022548528918222316,0.03750632036835052,0.03793841966385813,0.10145775120447352,0.996948963054209,0.18185254390095146,0.5426026698406236,,,,,,-0.33316960428705417,-0.2302774428325144,-0.20345819056304354,-0.21839104276619645,-0.19545407709990914,-0.18467912553282298,-0.3556114937913222,-0.2512176428469222,-0.34073079809009416,-0.3198541706867307,-0.2845808986199024,-0.2715747076730723,-0.3138189219545382,-0.26438706034605247,-0.18391600645319592,,0.634323024615754
any_crime_gt_block_mean_pm1__centroid_distance_kernel_8,outcome_only,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.06730491415127372,0.08007088360708171,0.09976319821827152,-0.02783430971150999,0.0328367285950309,0.049575004442171465,0.04166407676115699,0.09985416088662746,1.0480345631668566,0.20108160873892228,,0.44553571176847234,,,,,-0.37723289999015347,-0.26520018079772845,-0.2333954966214427,-0.24966254651743672,-0.22472084016922075,-0.21225547526220276,-0.4013621473313158,-0.28755516435830447,-0.38586078797490697,-0.3631834523924575,-0.32501018889998684,-0.3104653391686409,-0.35607869272856174,-0.3022936611337565,-0.213408383107698,,0.634783743509634
any_crime_gt_block_mean_pm1__contiguity,outcome_only,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.08266713142571964,0.08229814939264174,0.10565411242839531,-0.02782508902176391,0.041329935582308255,0.06916678058679036,0.03804079964679461,0.09589545374250923,1.3215125831569408,0.2254506833801939,,,0.8789750270799229,,,,-0.4167424804615798,-0.2991088518465546,-0.2653725152487451,-0.2805332997166299,-0.25612521406894667,-0.24299720655088647,-0.4416016786777454,-0.3239109433913107,-0.42697324385982866,-0.40287192742897115,-0.3622825223155028,-0.3476769654112976,-0.3946930713691021,-0.3397894631351652,-0.24482160267297703,,0.6359110339058599
any_crime_gt_block_mean_pm1__knn_16,outcome_only,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.06346920637836849,0.07914393691345575,0.09189125941467394,-0.019197917001184336,0.028134557180782605,0.04796105519169755,0.04014044891818667,0.08836488214243908,1.125610787734087,0.19252712313863019,,,,0.5293944257016724,,,-0.3301636699419295,-0.2309317206909479,-0.20484138165806481,-0.21819501310541495,-0.1967733178355661,-0.18612100200934223,-0.3523220474691982,-0.2528814651973823,-0.3390980289264493,-0.317825488770511,-0.2834149836897509,-0.27178572443264737,-0.31133007507216315,-0.264611741092406,-0.18649705432082583,,0.6343103573777954
any_crime_gt_block_mean_pm1__knn_8,outcome_only,any_crime_gt_block_mean_pm1,Any-crime indicator: above the block-specific mean total crime vs at or below the block-specific mean,+1 means total crime is above that exact block's own time-average total crime; -1 means at or below the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.07455511223837187,0.08017229717228247,0.09719958304481775,-0.025196353572904444,0.03595789211961593,0.05483613867218472,0.043357860740806865,0.0907617980395619,1.1561146093850392,0.20695113706840795,,,,,0.3630604304571094,,-0.3773966850188522,-0.26784159793354706,-0.2363164348000795,-0.2515224147968333,-0.22775011184028143,-0.2153056594052553,-0.40164399927607974,-0.29087564755880424,-0.3871537573414086,-0.36382442574274304,-0.32680797470035955,-0.3128705758040628,-0.35655418390100013,-0.30470435699054915,-0.21734891208392107,,0.6348064158202218
any_crime_gt_district_mean_pm1__centroid_distance_kernel_16,outcome_only,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.08909796389753849,0.3568517729367443,0.12134132546771167,-0.143705177429325,0.0922698599537842,0.10160089638597007,-0.17780757179266218,0.13580587838291344,4.0043465047766675,1.2330429865432826,1.156665209201108,,,,,,-0.26951544482846457,-0.17311641343518877,-0.2103445414613371,-0.20876623868922117,-0.18164375822710613,-0.17175265647073426,-0.3236490351288291,-0.21403088717799731,-0.28110517192128975,-0.23939063142806627,-0.2179638689836477,-0.21925552559231487,-0.24584379328764355,-0.20988826792145118,-0.17112281913035704,,0.48859153338477335
any_crime_gt_district_mean_pm1__centroid_distance_kernel_8,outcome_only,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.11319102176291829,0.3613157811928087,0.11921108197804364,-0.16283961395978938,0.11439923616355167,0.13165279810458008,-0.1288352755572612,0.13077652696684305,4.001759621129409,1.3799828501159823,,1.0802501073152873,,,,,-0.3461082033476633,-0.24187813122559929,-0.27474270263759176,-0.27331672077235747,-0.24564272527280065,-0.232875595289222,-0.4032033151067471,-0.2845206275599913,-0.36036512297223067,-0.31579169975106125,-0.29084796415912206,-0.29140203597189557,-0.31984065203208456,-0.280924445875377,-0.23382365576320668,,0.49010251851503606
any_crime_gt_district_mean_pm1__contiguity,outcome_only,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.16003844636656253,0.37696848617960765,0.09882697403264311,-0.1646750181476615,0.10559179223269459,0.17162488295627315,-0.10810108672928416,0.11267441831852539,5.005633140096795,1.5529092824010964,,,2.143610624241104,,,,-0.4679213905245554,-0.35964493233737715,-0.38670084482014644,-0.3825325635931792,-0.35788949685326277,-0.34010680629868784,-0.5279641398466433,-0.4035167858779111,-0.4860882330816866,-0.4393702477960857,-0.4092447488562515,-0.4114302317580586,-0.43915891283933417,-0.40019901276683145,-0.34218747697346213,,0.49579447227406315
any_crime_gt_district_mean_pm1__knn_16,outcome_only,any_crime_gt_district_mean_pm1,Any-crime indicator: above district-average total crime vs at or below district average,+1 means total crime is above the neighborhood-district mean; -1 means at or below the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.11963563561125612,0.36070110883119255,0.10717594109979749,-0.13427199624232614,0.10553166376732454,0.11901834089393648,-0.15645785680223764,0.1001880749490688,4.457167764798288,1.3569118524790964,,,,1.0797282014976817,,,-0.28288573506454945,-0.19109683964996294,-0.22680121470085612,-0.22400178516347932,-0.1980376027376089,-0.18844585298135416,-0.3358723652045592,-0.2328438174726595,-0.29614668707455116,-0.2544134985738331,-0.23278723271810045,-0.23694390302697388,-0.25963138823690957,-0.2263672400170568,-0.18703257171873258,,0.4898944059420366
