statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.4085816912379908,0.0027433214121459675,0.4057553157727705,0.40769741207697413,0.413511439369897,8
post_intervention_mean_magnetization,,,,,,0
