statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,-0.00759,0.004733782842505557,-0.01362,-0.00736,-0.001444,8
post_intervention_mean_magnetization,-0.00759,0.004733782842505557,-0.01362,-0.00736,-0.001444,8
