statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.2198739216987392,0.0026441656953574847,0.21588052854793574,0.21977727128472924,0.2238664493234471,8
post_intervention_mean_magnetization,,,,,,0
