experiment_name,outcome_code,outcome_label,outcome_definition,intervention_definition,network_code,network_label,interaction_matrix_label,beta,eta,field::black_share,field::family_household_share,field::female_household_share,field::hispanic_share,field::intercept,field::male_1521_share,field::renter_share,field::total_pop,field::vacant_share,interaction::centroid_distance_kernel_16,interaction::centroid_distance_kernel_8,interaction::contiguity,interaction::knn_16,interaction::knn_8,psi,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_2,tau::t_3,tau::t_4,tau::t_5,tau::t_6,tau::t_7,tau::t_8,tau::t_9,zeta,final_loss
any_crime_gt_0_pm1__centroid_distance_kernel_16,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.12576834619717409,0.23518039752252526,-0.2007071283463449,0.14557666731228597,-0.08397527682217892,-0.07724777886577926,-0.09377445540482565,0.00947826960270296,-0.11458958038198186,-6.12245446548592,-1.1108572307731943,0.8637057185763667,,,,,3.6396309028664193,-0.0026563229535514926,-0.08332014855776056,-0.06475516516518438,-0.060529843871830524,-0.06736048456360051,-0.06694245049864407,0.02985872414180615,-0.04553336343968057,0.014715239535967031,-0.020723681846331908,-0.03020846369199497,-0.03971148421152076,-0.019768342368590246,-0.049325208404411895,-0.08524065401498868,-0.4514013462289868,0.48260254575249256
any_crime_gt_0_pm1__centroid_distance_kernel_8,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.15108421912556752,0.24004278262354675,-0.23010010291434557,0.17721250021908055,-0.10499134993047735,-0.1081836682828559,-0.11759703630956181,-0.028889551931683674,-0.11832846803743916,-6.2379956197310005,-1.3932720739609796,,0.7490376912150637,,,,3.64885466549548,0.002945721654657809,-0.08866184263384226,-0.07301952460172664,-0.06800278243985307,-0.07469617125492743,-0.07527351770749993,0.036886245646921514,-0.04911132669241294,0.02135532240847898,-0.01685259300822489,-0.02754965220217203,-0.040034157775095836,-0.01757378647600706,-0.05162573040908207,-0.09411043532430753,-0.46402577026165104,0.4843828869194492
any_crime_gt_0_pm1__contiguity,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.17711981217977824,0.2424378087332486,-0.23193062983734966,0.18455466727252454,-0.09114718739633107,-0.10866436161001117,-0.12445439017602937,-0.041667134874171854,-0.11791408223436267,-6.426228438572211,-1.3421956118197587,,,1.9386801217020595,,,3.6448374392641716,0.0038070148009311288,-0.0900163412559015,-0.07449399040414899,-0.07117574993618739,-0.07660716882396955,-0.07809639442080013,0.03502235129601541,-0.0487396500401206,0.024044939859923793,-0.01670997475150504,-0.027189968202247387,-0.03978258295887476,-0.016098755179806735,-0.050081353744249345,-0.09606396092056584,-0.45419453682002975,0.4849253686636864
any_crime_gt_0_pm1__knn_16,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.13750722384567385,0.23640521873757173,-0.1927502435583024,0.15428895231000048,-0.05768737514563994,-0.04976481692831895,-0.1080000896972928,0.006973732495604274,-0.11260601449988122,-6.322205539423756,-1.2730650377007529,,,,0.8101706844145461,,3.6487741458378937,-0.0052953569726478565,-0.08337583022143284,-0.06534119196513538,-0.06121241098378058,-0.06681594225212552,-0.06799364619752658,0.02499331381901985,-0.04412663085885194,0.013711062900387264,-0.02307205241246601,-0.030817333900433543,-0.04090971970840417,-0.02138554728045854,-0.04965669137807702,-0.08442930679086752,-0.4607830111007888,0.4831267496651169
any_crime_gt_0_pm1__knn_8,any_crime_gt_0_pm1,Any-crime indicator: zero total crimes vs at least one total crime,+1 means no recorded crime in the period; -1 means at least one recorded crime in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.16605621983663044,0.24066709144801068,-0.22048401176435134,0.18116586893973638,-0.08711636224927084,-0.08243250025836502,-0.1322392040479846,-0.027723770578308257,-0.11545442482764205,-6.377018729237289,-1.3800688174543163,,,,,0.6007877432278358,3.6481950152188163,0.00029143937857551507,-0.0884006117017396,-0.0738081521842734,-0.068587451273205,-0.07409409414974118,-0.07617581639117316,0.03319615094011799,-0.04824165341845018,0.01988360047138079,-0.01939914048656458,-0.028339448249266548,-0.041482058847744044,-0.01922870110558203,-0.051846238808943845,-0.09373422272683936,-0.4604271557275995,0.48458379745815894
any_crime_gt_1_pm1__centroid_distance_kernel_16,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.06306143246841682,0.3829268354432745,-0.2546932134170093,0.2200775767205207,-0.1922693936286234,-0.18229053202282122,0.14183937463757643,0.20009653320926238,-0.1484284075831911,-4.420178610176964,-1.2249852626945557,1.1110475321891404,,,,,3.531637843204211,0.03321590570307324,-0.08213106927778867,-0.04741566221273899,-0.0395647052509907,-0.07369123806047512,-0.0861836419719101,0.0983717671532241,-0.030620453973090624,0.04109125150178877,0.00365941723494727,-0.03298329693570576,-0.031851398120668915,0.008050668055493732,-0.033633004315273586,-0.08220235939780499,-0.6098951051042883,0.35563187081151826
any_crime_gt_1_pm1__centroid_distance_kernel_8,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.09318495184587106,0.38777934254933544,-0.2767377381530339,0.2532967505353056,-0.2201655829188611,-0.2126640132212169,0.152815414570871,0.14265424753847303,-0.14018034962516215,-4.459123749403713,-1.3959386327143113,,1.0704658815145573,,,,3.5279183606111024,0.03847914252468008,-0.08370268593394313,-0.05172678896661958,-0.04347377401744975,-0.07785638763016976,-0.0926721558329999,0.10677593233872029,-0.030514845013272885,0.04858859358366082,0.009184562171519639,-0.030709395862673662,-0.03130000433110683,0.01154208028720708,-0.031400138135512526,-0.08612591511664992,-0.6080333210941534,0.3567166394436904
any_crime_gt_1_pm1__contiguity,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.16456412150244196,0.4056243746525638,-0.2861628458839886,0.28402401996471094,-0.2070948466731501,-0.2631828629000933,0.15381572371507318,0.11128854123908782,-0.11769774477547652,-5.699857359964704,-1.5708417506377554,,,2.053213416625705,,,3.528674800175825,0.04378854312706667,-0.08575022523486944,-0.05849693151587568,-0.050515882263995955,-0.0815291652191206,-0.1014222812356084,0.11582371054723081,-0.030379719619122624,0.05662393085745552,0.016603738546079043,-0.031151211835553493,-0.030882689888842355,0.013468724278291398,-0.027663880108434815,-0.09242813122516501,-0.6087373433397482,0.36152965332560744
any_crime_gt_1_pm1__knn_16,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.07542603570338717,0.38647172113766054,-0.23284651748075205,0.2151077919042608,-0.1946688274897031,-0.19096055821553365,0.10429272116672429,0.18910429250524086,-0.1093987120105449,-4.98810536704425,-1.3472420853596776,,,,1.0543769891992758,,3.534002919365941,0.0275503927188339,-0.08352417810706463,-0.04889884294143482,-0.04135426227012771,-0.0738008068884645,-0.08460657489188488,0.09271048737212242,-0.03084867243455807,0.03661324284177347,0.00036437189088552794,-0.03709897412314185,-0.03370792742064197,0.0020598648706445866,-0.03549206179818206,-0.08340053215754809,-0.6114110336856104,0.35650772385280816
any_crime_gt_1_pm1__knn_8,any_crime_gt_1_pm1,Any-crime indicator: at most one total crime vs more than one total crime,+1 means there is at most one recorded crime in the period; -1 means there are two or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.10128005833993871,0.3903162591444312,-0.2533298613504048,0.24253264207542316,-0.20716856823689286,-0.20880454695086037,0.12612797402152606,0.13707729274227173,-0.106797303076937,-4.975289401842484,-1.468012284258412,,,,,0.857966586021338,3.5344536167207337,0.033436213834460035,-0.08462289642058005,-0.053117374782825987,-0.045232677236508326,-0.07792073159727428,-0.09129789267389835,0.10223948393925934,-0.030168424735242318,0.04528067046909759,0.00654195516423762,-0.033237485276672356,-0.031763002693857366,0.007008085821733486,-0.0320562812435327,-0.08668886305235578,-0.6148295532890385,0.35743629463304377
