experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank,estimated_field_frobenius_norm,estimated_field_nuclear_norm,estimated_singular_value_count,estimated_u_frobenius_norm,estimated_v_frobenius_norm,estimated_sv_1,estimated_sv_2,estimated_sv_3,estimated_sv_4,estimated_sv_5
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.0005,{},final_loss_only,1,True,,0.3631184020947252,,,CONVERGED: alternating objective tolerance reached,-0.014303789657070177,1.0894106881316685,-0.01838960846789462,59.496294003056704,8,1665.5625960714701,4227.599782941677,8,2.8284271247461903,2.8284271247461903,1101.9425878736813,677.4933046702834,606.7665860492108,521.3763721976514,429.3372349484278
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.001,{},final_loss_only,2,False,,0.3646798404031009,,,CONVERGED: alternating objective tolerance reached,-0.013810846140695122,1.0781587479843853,-0.026025842458347073,39.18900026304399,8,1287.458728964574,3260.7544814884045,8,2.8284271247461903,2.8284271247461903,860.458911317831,537.7666315966593,457.3674721656013,397.2117302194598,303.81381607218293
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.005,{},final_loss_only,3,False,,0.3702557703129268,,,CONVERGED: alternating objective tolerance reached,-0.04107004639163992,1.1258196424358369,-0.029393411832310427,9.672313888425242,8,788.9100279285018,1917.2322207753273,8,2.8284271247461903,2.8284271247461903,579.4567449841892,319.6624323780937,256.41872293254175,188.95798806793735,166.47362749023998
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.01,{},final_loss_only,4,False,,0.3729045087071765,,,CONVERGED: alternating objective tolerance reached,-0.04182070878881818,1.2049947081706986,-0.012956947746830124,6.825276048166228,8,666.2362225225746,1625.141922594873,8,2.8284271247461903,2.8284271247461903,483.5238595329567,284.9186554113802,205.9403479361155,161.5111173716492,139.95333356889483
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.05,{},final_loss_only,5,False,,0.38655524466320634,,,CONVERGED: alternating objective tolerance reached,-0.029871351949886316,1.5451947110030955,0.07265161363709288,3.065525059585641,8,414.0828393985208,1006.8577996909708,8,2.8284271247461903,2.8284271247461903,295.85201495526036,194.5493251742865,114.93682461581055,99.10056658311714,86.83353868083378
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.0005,{},final_loss_only,6,False,,0.39546094056344044,,,CONVERGED: alternating objective tolerance reached,-0.008789167726524522,1.208745917474462,0.0472951338604668,72.09292774927859,5,1103.8036999872825,2195.2997038397607,5,2.23606797749979,2.23606797749979,788.0178374207754,605.7394011164953,363.05274310191146,254.92651910367013,183.56320309690346
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.001,{},final_loss_only,7,False,,0.3967176970428263,,,CONVERGED: alternating objective tolerance reached,-0.009343789246205597,1.2009182638753233,0.04136421445130841,20.75227472908786,5,859.3790213617725,1674.3174399780064,5,2.23606797749979,2.23606797749979,689.995025527993,334.4617553607839,297.05570529650896,183.35738684468706,169.44756694802854
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,alternating_latent_rank,,8,0.0,0.0,0.1,{},final_loss_only,8,False,,0.3976694534521837,,,CONVERGED: alternating objective tolerance reached,-0.019506302259776582,1.7162564242599114,0.14536676987957176,2.3428847683519494,8,313.4940518496911,756.7340831906255,8,2.8284271247461903,2.8284271247461903,226.56344632455924,148.0093971002075,83.00762934650147,71.80779620332413,64.0243011237309
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.005,{},final_loss_only,9,False,,0.39838227446915636,,,CONVERGED: alternating objective tolerance reached,-0.0206470583790796,1.248002625461338,0.05148995945798663,9.191772460103056,5,623.4477585243977,1249.0606840919522,5,2.23606797749979,2.23606797749979,479.3911232261283,265.7146072087809,216.16709169538896,151.889799248206,135.89806271344375
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.01,{},final_loss_only,10,False,,0.3999438845624585,,,CONVERGED: alternating objective tolerance reached,-0.024697420336524212,1.3055800788035299,0.062128833244898166,6.295154278657324,5,540.0625094847243,1087.1536103061442,5,2.23606797749979,2.23606797749979,409.8076432926318,242.37993135682834,179.5085418044431,135.62166659965968,119.83582725257727
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2020_03_01,alternating_rank_5_uv_5_e2_beta_mask,alternating_rank_5_uv_5_e2_beta_mask,alternating_latent_rank,,5,0.0,0.0,0.05,{},final_loss_only,11,False,,0.4092680205803868,,,CONVERGED: alternating objective tolerance reached,-0.025346151519976892,1.5730450292854112,0.11347645460760235,2.6238272631377497,5,352.628024496513,706.0016637617941,5,2.23606797749979,2.23606797749979,264.498119095447,173.4014073379444,103.57764491867577,87.58849067287322,76.93600173685086
