matrix_code,matrix_display_name,view_code,view_label,component_rank,singular_value,energy_share,cumulative_energy_share,next_singular_ratio
continuous_death,Continuous death-rate matrix,raw,Raw,1,1608.4593336512546,0.34060885852960876,0.34060885852960876,1.9796449528412552
continuous_death,Continuous death-rate matrix,raw,Raw,2,812.4988934721541,0.08691231638064935,0.4275211749102581,1.129177787226843
continuous_death,Continuous death-rate matrix,raw,Raw,3,719.549129165547,0.06816425183741379,0.4956854267476719,1.0985513567913139
continuous_death,Continuous death-rate matrix,raw,Raw,4,654.9981707429961,0.05648276423532111,0.552168190982993,1.0719434683895215
continuous_death,Continuous death-rate matrix,raw,Raw,5,611.0379792015148,0.049155506786649025,0.601323697769642,1.092681476646835
continuous_death,Continuous death-rate matrix,raw,Raw,6,559.2096070637501,0.041170393334941484,0.6424940911045834,1.0294180078567388
continuous_death,Continuous death-rate matrix,raw,Raw,7,543.228895157985,0.03885093666862573,0.6813450277732092,1.067948974605096
continuous_death,Continuous death-rate matrix,raw,Raw,8,508.66558990691385,0.0340643799052072,0.7154094076784163,1.0939424368802988
continuous_death,Continuous death-rate matrix,raw,Raw,9,464.98387187311664,0.02846502355100348,0.7438744312294198,1.0093814080545027
continuous_death,Continuous death-rate matrix,raw,Raw,10,460.6622116899634,0.02793836231834201,0.7718127935477618,1.0714195289673338
continuous_death,Continuous death-rate matrix,raw,Raw,11,429.9550262388472,0.024337828644583486,0.7961506221923452,1.1349619051135011
continuous_death,Continuous death-rate matrix,raw,Raw,12,378.82771598034367,0.01889379764072924,0.8150444198330745,1.0501377665981892
continuous_death,Continuous death-rate matrix,raw,Raw,13,360.74096945157606,0.017132735280159635,0.8321771551132342,1.0583376069348795
continuous_death,Continuous death-rate matrix,raw,Raw,14,340.85623253655467,0.015296013118058486,0.8474731682312927,1.034971604731146
continuous_death,Continuous death-rate matrix,raw,Raw,15,329.33872869400966,0.014279775440392852,0.8617529436716855,1.0315103350918389
continuous_death,Continuous death-rate matrix,raw,Raw,16,319.2781666745855,0.013420670397640482,0.875173614069326,1.034550303244065
continuous_death,Continuous death-rate matrix,raw,Raw,17,308.6154106508084,0.012539233388597793,0.8877128474579238,1.087248089509747
continuous_death,Continuous death-rate matrix,raw,Raw,18,283.85003719801136,0.010607515607050163,0.898320363064974,1.0230151954854598
continuous_death,Continuous death-rate matrix,raw,Raw,19,277.4641456457679,0.010135601105410298,0.9084559641703843,1.0572563954622272
continuous_death,Continuous death-rate matrix,raw,Raw,20,262.437897596696,0.009067527228174221,0.9175234913985586,1.040985516047781
continuous_death,Continuous death-rate matrix,raw,Raw,21,252.10523446384838,0.00836757270405055,0.9258910641026091,1.0425666556368038
continuous_death,Continuous death-rate matrix,raw,Raw,22,241.8121019896435,0.0076982468499550046,0.9335893109525641,1.0352020070799361
continuous_death,Continuous death-rate matrix,raw,Raw,23,233.58929014419044,0.0071835914066844106,0.9407729023592486,1.0430128750718413
continuous_death,Continuous death-rate matrix,raw,Raw,24,223.95628637671527,0.006603319079770134,0.9473762214390188,1.019858042502771
continuous_death,Continuous death-rate matrix,raw,Raw,25,219.5955486384339,0.006348671169195274,0.953724892608214,1.034497920404731
continuous_death,Continuous death-rate matrix,raw,Raw,26,212.27258586708476,0.005932306609971558,0.9596571992181856,1.0903716336638756
continuous_death,Continuous death-rate matrix,raw,Raw,27,194.67911610448328,0.004989700747375349,0.964646899965561,1.051494189773986
continuous_death,Continuous death-rate matrix,raw,Raw,28,185.14521335237114,0.004512952323445363,0.9691598522890064,1.0345882394051562
continuous_death,Continuous death-rate matrix,raw,Raw,29,178.95545909048965,0.0042162433663789555,0.9733760956553853,1.0149114302702265
continuous_death,Continuous death-rate matrix,raw,Raw,30,176.32618350040815,0.0040932604900766716,0.9774693561454619,1.1017294610784127
continuous_death,Continuous death-rate matrix,raw,Raw,31,160.04490188345667,0.003372247625891941,0.9808416037713539,1.0226476970593703
continuous_death,Continuous death-rate matrix,raw,Raw,32,156.50052539468555,0.0032245370267451954,0.9840661407980991,1.0285739826390972
continuous_death,Continuous death-rate matrix,raw,Raw,33,152.15291076402616,0.003047869013032387,0.9871140098111314,1.0242104619512593
continuous_death,Continuous death-rate matrix,raw,Raw,34,148.55629425436086,0.0029054799525385106,0.9900194897636699,1.0349209992954265
continuous_death,Continuous death-rate matrix,raw,Raw,35,143.54360801983717,0.0027127107275781107,0.992732200491248,1.0533426852548546
continuous_death,Continuous death-rate matrix,raw,Raw,36,136.27436733479286,0.0024449169836666816,0.9951771174749147,1.077303841171689
continuous_death,Continuous death-rate matrix,raw,Raw,37,126.49575925263494,0.0021066272648207177,0.9972837447397354,1.0860754949907323
continuous_death,Continuous death-rate matrix,raw,Raw,38,116.47050305072426,0.0017859433170641988,0.9990696880567995,1.466931851974391
continuous_death,Continuous death-rate matrix,raw,Raw,39,79.39735093621618,0.000829942096756781,0.9998996301535563,2.9359928603092276
continuous_death,Continuous death-rate matrix,raw,Raw,40,27.042760222466555,9.628038170758593e-05,0.9999959105352639,5.059505216923813
continuous_death,Continuous death-rate matrix,raw,Raw,41,5.344941661886178,3.7611591213955143e-06,0.9999996716943853,3.3943851844102095
continuous_death,Continuous death-rate matrix,raw,Raw,42,1.5746420548953954,3.2643706234048796e-07,0.9999999981314477,13.217432113889176
continuous_death,Continuous death-rate matrix,raw,Raw,43,0.11913373500445114,1.868552411160533e-09,1.0,119133735004.45114
continuous_death,Continuous death-rate matrix,raw,Raw,44,2.1845798342458466e-13,6.283065819008197e-33,1.0,0.21845798342458467
continuous_death,Continuous death-rate matrix,raw,Raw,45,7.320208778615582e-14,7.054767472680539e-34,1.0,0.07320208778615582
continuous_death,Continuous death-rate matrix,raw,Raw,46,6.765296475459052e-14,6.025726772216107e-34,1.0,0.06765296475459052
continuous_death,Continuous death-rate matrix,raw,Raw,47,1.4570724070662516e-14,2.7951044158931163e-35,1.0,0.014570724070662516
continuous_death,Continuous death-rate matrix,raw,Raw,48,2.0323548077804455e-15,5.437945201850892e-37,1.0,
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,1,1126.4829427992297,0.20719526322396462,0.20719526322396462,1.3980502988612606
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,2,805.7527999649027,0.10600692313709198,0.31320218636105657,1.2208168762883702
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,3,660.0111905518704,0.07112678535415741,0.38432897171521396,1.0612103690126673
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,4,621.9418975013729,0.06315826791538383,0.4474872396305978,1.0289238314739741
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,5,604.4586377306632,0.05965732262212552,0.5071445622527233,1.0862930057169404
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,6,556.4416180068541,0.0505556608922487,0.557700223144972,1.0320527183295112
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,7,539.1600720818942,0.04746418498772237,0.6051644081326943,1.0600543421650057
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,8,508.6155026550231,0.04223862472922896,0.6474030328619234,1.093893600324783
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,9,464.9588428929581,0.03529877274061049,0.6827018056025338,1.0106714543490376
continuous_death,Continuous death-rate matrix,row_centered,Row-centered,10,460.0494462292229,0.03455728439354411,0.7172590899960779,1.0704039378366728
