cohort_label,source_type,source_name,source_slug,statistic_name,num_trials,mean,sample_std,standard_error,q025,q500,q975
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,beta_estimate,10,-0.280486103398354,0.0094252462146088,0.002980524554604399,-0.2987288262224824,-0.2774251707051357,-0.27083954149673706
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,eta_estimate,10,0.29572114817410344,0.004565164363845568,0.001443631728278563,0.29024924809784036,0.2943783911585247,0.3035566913746558
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,field_rmse,10,0.32022477975763797,0.008122363825182373,0.0025685169672134,0.30570121120878935,0.32252838843712694,0.3298437474679303
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,gte,10,-0.516296,0.018052395470469364,0.00570866869087901,-0.5392600000000001,-0.5135000000000001,-0.49424225
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,gte_post_s,10,-0.516296,0.018052395470469364,0.00570866869087901,-0.5392600000000001,-0.5135000000000001,-0.49424225
synth_no_interference,fit,alternating_rank_3_uv_5_e2,fit_alternating_rank_3_uv_5_e2,xi_estimate,10,-0.0007529728538772373,0.06438572864227132,0.020360555131911796,-0.09047041016926748,0.005989326082583507,0.09865683351095839
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,beta_estimate,10,-0.2804547681164308,0.009428297526397818,0.002981489464114861,-0.29867910028451794,-0.2773522649838678,-0.27082258610780857
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,eta_estimate,10,0.295738198115423,0.004570303518626867,0.0014452568717142678,0.29020553949189337,0.29439072904871566,0.3036125629702892
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,field_rmse,10,0.3201798113745162,0.00807442087563772,0.002553356075382636,0.3056984938212639,0.3224030608932431,0.32976433868004706
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,gte,10,-0.515343,0.014610753307828543,0.004620325878357745,-0.5417615,-0.51407,-0.49564975
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,gte_post_s,10,-0.515343,0.014610753307828543,0.004620325878357745,-0.5417615,-0.51407,-0.49564975
synth_no_interference,fit,alternating_rank_3_uv_5_e2_xi_zero,fit_alternating_rank_3_uv_5_e2_xi_zero,xi_estimate,10,0.0,0.0,0.0,0.0,0.0,0.0
synth_no_interference,fit,base,fit_base,beta_estimate,10,-0.15478508270470617,0.013066372512220922,0.00413194978948344,-0.17082328077831777,-0.15514863594924216,-0.13130255735179214
synth_no_interference,fit,base,fit_base,eta_estimate,10,0.22461223010385778,0.015729396032671032,0.004974071768205674,0.19994399463983573,0.2294917670240841,0.24309533676256137
synth_no_interference,fit,base,fit_base,field_rmse,10,0.75,7.401486830834377e-17,2.3405556457178003e-17,0.7499999999999999,0.75,0.7500000000000001
synth_no_interference,fit,base,fit_base,gte,10,-0.370821,0.0325080504388272,0.010279948167833014,-0.41471150000000007,-0.369465,-0.3185465
synth_no_interference,fit,base,fit_base,gte_post_s,10,-0.370821,0.0325080504388272,0.010279948167833014,-0.41471150000000007,-0.369465,-0.3185465
synth_no_interference,fit,base,fit_base,xi_estimate,10,-0.004985696469442758,0.09451223209094016,0.029887392015382905,-0.16719731824778036,0.032365758177833784,0.09392490001872078
synth_no_interference,truth,truth,truth,gte,10,-0.5335179999999999,0.005064790880842637,0.00160162750559132,-0.54060775,-0.5347200000000001,-0.5249247499999999
synth_no_interference,truth,truth,truth,gte_post_s,10,-0.5335179999999999,0.005064790880842637,0.00160162750559132,-0.54060775,-0.5347200000000001,-0.5249247499999999
