start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.8236029166465202,0.8236161649053119,0.5139631351860471,0.5329727743340382,372,2605,True,CONVERGED: alternating objective tolerance reached,True
