category,name,estimate,true,squared_error
scalar,beta,-0.03147405361147914,,
scalar,xi,1.9115918010829553,,
scalar,eta,0.3289532843525494,,
metric,final_loss,0.491400431718984,,
latent_diagnostic,estimated_field_max_abs_entry,0.0,,
latent_diagnostic,estimated_field_rank,0.0,0.0,
