start_index,seed,initialization_kind,initial_mple_loss,initial_penalized_objective,final_mple_loss,final_penalized_objective,iterations,cost_evaluations,success,message,is_best
0,0,random,0.6865003797341614,0.6865139648212958,0.46133390273692837,0.47291317235722846,150,1051,True,CONVERGED: alternating objective tolerance reached,True
