2026-04-24 18:47:39 | INFO | Loading data...
2026-04-24 18:47:39 | INFO | Using panel artifact: /orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/panel_data.npz
2026-04-24 18:47:39 | INFO | Using x_0 artifact: /orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/x_0.npy
2026-04-24 18:47:39 | INFO | Using fit config: /orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20/fits/manifold_rank_5/fit_realized_config.yaml
2026-04-24 18:47:39 | INFO | Using model artifact directory: /orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20
2026-04-24 18:47:39 | INFO | Using truth artifact directory: /orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticHybridExperiments/hybrid_us_county_intervention_uscounty_graph_rank_20
2026-04-24 18:47:39 | INFO | Configured optimizer mode: exact_rank_manifold
2026-04-24 18:47:39 | INFO | Configured latent rank: 5
2026-04-24 18:47:39 | INFO | Using a fixed known graph with scalar xi.
2026-04-24 18:47:39 | INFO | Fit-time hard bounds active: False
2026-04-24 18:47:39 | INFO | Fixed scalar parameters: {}
2026-04-24 18:47:39 | INFO | Optimizer settings: steps=20000, tol=1e-09, n_starts=1, seed=0, lambda_nuclear=0.0, lambda_frobenius=0.3, lambda_uv_ridge=0.0, proximal_lr=1.0
2026-04-24 18:47:39 | INFO | Pymanopt start 1/1 | seed=0 | initialization=random | initial_loss=0.758988 | initial_penalized=0.758990
2026-04-24 18:47:39 | INFO | Pymanopt eval 0 | Loss: 0.758988 | Penalized: 0.758990
2026-04-24 18:47:41 | INFO | Pymanopt eval 100 | Loss: 0.530619 | Penalized: 0.530623
2026-04-24 18:47:42 | INFO | Pymanopt eval 200 | Loss: 0.491703 | Penalized: 0.500275
2026-04-24 18:47:44 | INFO | Pymanopt eval 300 | Loss: 0.484234 | Penalized: 0.493440
2026-04-24 18:47:46 | INFO | Pymanopt eval 400 | Loss: 0.466056 | Penalized: 0.480614
2026-04-24 18:47:48 | INFO | Pymanopt eval 500 | Loss: 0.458193 | Penalized: 0.477686
2026-04-24 18:47:50 | INFO | Pymanopt eval 600 | Loss: 0.457992 | Penalized: 0.477290
2026-04-24 18:47:52 | INFO | Pymanopt eval 700 | Loss: 0.457985 | Penalized: 0.477279
2026-04-24 18:47:54 | INFO | Pymanopt eval 800 | Loss: 0.457269 | Penalized: 0.476623
2026-04-24 18:47:56 | INFO | Pymanopt eval 900 | Loss: 0.456990 | Penalized: 0.476350
2026-04-24 18:47:58 | INFO | Pymanopt eval 1000 | Loss: 0.455743 | Penalized: 0.475913
2026-04-24 18:48:00 | INFO | Pymanopt eval 1100 | Loss: 0.455734 | Penalized: 0.475892
2026-04-24 18:48:02 | INFO | Pymanopt eval 1200 | Loss: 0.455756 | Penalized: 0.475827
2026-04-24 18:48:04 | INFO | Pymanopt eval 1300 | Loss: 0.455817 | Penalized: 0.475752
2026-04-24 18:48:06 | INFO | Pymanopt eval 1400 | Loss: 0.455818 | Penalized: 0.475736
2026-04-24 18:48:08 | INFO | Pymanopt eval 1500 | Loss: 0.455866 | Penalized: 0.475713
2026-04-24 18:48:09 | INFO | Pymanopt eval 1600 | Loss: 0.456298 | Penalized: 0.475610
2026-04-24 18:48:11 | INFO | Pymanopt eval 1700 | Loss: 0.456117 | Penalized: 0.475549
2026-04-24 18:48:13 | INFO | Pymanopt eval 1800 | Loss: 0.456117 | Penalized: 0.475549
2026-04-24 18:48:15 | INFO | Pymanopt eval 1900 | Loss: 0.456116 | Penalized: 0.475549
2026-04-24 18:48:17 | INFO | Pymanopt eval 2000 | Loss: 0.456116 | Penalized: 0.475549
2026-04-24 18:48:19 | INFO | Pymanopt eval 2100 | Loss: 0.456116 | Penalized: 0.475549
2026-04-24 18:48:21 | INFO | Pymanopt eval 2200 | Loss: 0.456116 | Penalized: 0.475548
2026-04-24 18:48:23 | INFO | Pymanopt eval 2300 | Loss: 0.456115 | Penalized: 0.475548
2026-04-24 18:48:25 | INFO | Pymanopt eval 2400 | Loss: 0.456115 | Penalized: 0.475548
2026-04-24 18:48:27 | INFO | Pymanopt eval 2500 | Loss: 0.456115 | Penalized: 0.475548
2026-04-24 18:48:29 | INFO | Pymanopt eval 2600 | Loss: 0.456115 | Penalized: 0.475548
2026-04-24 18:48:31 | INFO | Pymanopt eval 2700 | Loss: 0.456114 | Penalized: 0.475548
2026-04-24 18:48:33 | INFO | Pymanopt eval 2800 | Loss: 0.456114 | Penalized: 0.475548
2026-04-24 18:48:35 | INFO | Pymanopt eval 2900 | Loss: 0.456114 | Penalized: 0.475548
2026-04-24 18:48:37 | INFO | Pymanopt eval 3000 | Loss: 0.456114 | Penalized: 0.475548
2026-04-24 18:48:38 | INFO | Pymanopt eval 3100 | Loss: 0.456113 | Penalized: 0.475548
2026-04-24 18:48:40 | INFO | Pymanopt eval 3200 | Loss: 0.456113 | Penalized: 0.475548
2026-04-24 18:48:42 | INFO | Pymanopt eval 3300 | Loss: 0.456113 | Penalized: 0.475548
2026-04-24 18:48:44 | INFO | Pymanopt eval 3400 | Loss: 0.456112 | Penalized: 0.475548
2026-04-24 18:48:46 | INFO | Pymanopt eval 3500 | Loss: 0.456112 | Penalized: 0.475548
2026-04-24 18:48:48 | INFO | Pymanopt eval 3600 | Loss: 0.456112 | Penalized: 0.475548
2026-04-24 18:48:50 | INFO | Pymanopt eval 3700 | Loss: 0.456112 | Penalized: 0.475547
2026-04-24 18:48:52 | INFO | Pymanopt eval 3800 | Loss: 0.456111 | Penalized: 0.475547
2026-04-24 18:48:54 | INFO | Pymanopt eval 3900 | Loss: 0.456111 | Penalized: 0.475547
2026-04-24 18:48:56 | INFO | Pymanopt eval 4000 | Loss: 0.456111 | Penalized: 0.475547
2026-04-24 18:48:58 | INFO | Pymanopt eval 4100 | Loss: 0.456111 | Penalized: 0.475547
2026-04-24 18:49:00 | INFO | Pymanopt eval 4200 | Loss: 0.456110 | Penalized: 0.475547
2026-04-24 18:49:02 | INFO | Pymanopt eval 4300 | Loss: 0.456110 | Penalized: 0.475547
2026-04-24 18:49:04 | INFO | Pymanopt eval 4400 | Loss: 0.456110 | Penalized: 0.475547
2026-04-24 18:49:05 | INFO | Pymanopt eval 4500 | Loss: 0.456110 | Penalized: 0.475547
2026-04-24 18:49:07 | INFO | Pymanopt eval 4600 | Loss: 0.456109 | Penalized: 0.475547
2026-04-24 18:49:09 | INFO | Pymanopt eval 4700 | Loss: 0.456109 | Penalized: 0.475547
2026-04-24 18:49:11 | INFO | Pymanopt eval 4800 | Loss: 0.456109 | Penalized: 0.475547
2026-04-24 18:49:13 | INFO | Pymanopt eval 4900 | Loss: 0.456108 | Penalized: 0.475547
2026-04-24 18:49:15 | INFO | Pymanopt eval 5000 | Loss: 0.456108 | Penalized: 0.475547
2026-04-24 18:49:17 | INFO | Pymanopt eval 5100 | Loss: 0.456108 | Penalized: 0.475547
2026-04-24 18:49:19 | INFO | Pymanopt eval 5200 | Loss: 0.456108 | Penalized: 0.475547
