statistic,sample_mean,sample_std,q025,q500,q975,num_finite_samples
overall_mean_magnetization,0.27835999999999994,0.007565817867223609,0.267708,0.2764,0.289692,8
post_intervention_mean_magnetization,0.27835999999999994,0.007565817867223609,0.267708,0.2764,0.289692,8
