source_type,source_name,source_slug,run_name,run_slug,treated_intervention_slug,control_intervention_slug,s,gte,gte_post_s
fit,alternating_rank_8_uv_1_e2_beta_mask_xi_zero,fit_alternating_rank_8_uv_1_e2_beta_mask_xi_zero,default,default,all_intervention_from_s,no_intervention,50,-0.42114552378754216,-0.7442358736154358
fit,alternating_rank_8_uv_5_e3_beta_mask,fit_alternating_rank_8_uv_5_e3_beta_mask,default,default,all_intervention_from_s,no_intervention,50,-0.5076880355442717,-0.8988783114695523
fit,base,fit_base,default,default,all_intervention_from_s,no_intervention,50,-0.24604166065606878,-0.4330917257924557
truth,truth,truth,default,default,all_intervention_from_s,no_intervention,50,-0.5155470124924267,-0.9101832474095248
