experiment_name,experiment_slug,execution_mode,search_name,search_slug,split_kind,outer_num_folds,test_fold_id,candidate_name,candidate_slug,candidate_index,optimizer_mode,cv_fold_id,num_training_slots,num_validation_slots,num_post_s_validation_slots,fit_path,status,fit_loss,validation_loss,validation_brier_score,validation_ece,post_s_validation_loss,post_s_validation_brier_score,post_s_validation_ece,validation_mean_magnetization_abs_diff,validation_observed_mean_magnetization,validation_sampled_mean_magnetization_mean,post_s_validation_mean_magnetization_abs_diff,post_s_validation_observed_mean_magnetization,post_s_validation_sampled_mean_magnetization_mean
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_1,completed,0.4630678697348227,0.7124856662743099,0.21393019454655096,0.08490901969020168,0.7124856662743099,0.21393019454655096,0.08490901969020168,0.027269108280254778,0.017197452229299363,-0.010071656050955415,0.027269108280254778,0.017197452229299363,-0.010071656050955415
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_2,completed,0.47261315785254426,0.671101003011052,0.21271680355488035,0.0845612421727881,0.671101003011052,0.21271680355488035,0.0845612421727881,0.018419796308084022,0.020369191597708464,0.001949395289624443,0.018419796308084022,0.020369191597708464,0.001949395289624443
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_3,completed,0.4636614931672644,0.7314809572819749,0.22162164372162615,0.09654241205743151,0.7314809572819749,0.22162164372162615,0.09654241205743151,0.04092498410680229,0.02161474888747616,-0.01931023521932613,0.04092498410680229,0.02161474888747616,-0.01931023521932613
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,4,14542,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_4,completed,0.47078408072335637,0.7305433372189618,0.21321908909906082,0.0780409549573323,0.7305433372189618,0.21321908909906082,0.0780409549573323,0.0016687857596948508,-0.0006357279084551812,0.0010330578512396695,0.0016687857596948508,-0.0006357279084551812,0.0010330578512396695
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,5,14541,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_5,completed,0.46634670530231703,0.7103410725329982,0.21526782398599378,0.08371697741976844,0.7103410725329982,0.21526782398599378,0.08371697741976844,0.013787349014621744,0.017800381436745075,0.004013032422123331,0.013787349014621744,0.017800381436745075,0.004013032422123331
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,6,14549,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_6,completed,0.46185916034744257,0.7266982491050112,0.2247991796684306,0.10483385619421473,0.7266982491050112,0.2247991796684306,0.10483385619421473,0.025835987261146498,-0.01592356687898089,0.009912420382165606,0.025835987261146498,-0.01592356687898089,0.009912420382165606
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0001,default_candidate_0001,1,alternating_latent_rank,7,14552,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0001/fold_7,completed,0.4605402683583151,0.7296849946895425,0.2157991975340059,0.08618754127831017,0.7296849946895425,0.2157991975340059,0.08618754127831017,0.023885350318471336,-0.033121019108280254,-0.009235668789808919,0.023885350318471336,-0.033121019108280254,-0.009235668789808919
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,1,14550,3140,3140,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_1,completed,0.4690215337269287,0.635174663105725,0.20721122112443027,0.07540569606889563,0.635174663105725,0.20721122112443027,0.07540569606889563,0.02981687898089172,0.017197452229299363,-0.012619426751592357,0.02981687898089172,0.017197452229299363,-0.012619426751592357
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,2,14536,3142,3142,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_2,completed,0.479005959313003,0.6201429937974339,0.20888215461048168,0.07487386635419307,0.6201429937974339,0.20888215461048168,0.07487386635419307,0.014998408656906428,0.020369191597708464,0.005370782940802036,0.014998408656906428,0.020369191597708464,0.005370782940802036
interference_confounding_beta_010_xi_080,interference_confounding_beta_010_xi_080,cv,default,default,train_cv,6,1,default__candidate_0002,default_candidate_0002,2,alternating_latent_rank,3,14544,3146,3146,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticSNN/interference_confounding_beta_010_xi_080/cv_runs/default/candidates/default_candidate_0002/fold_3,completed,0.4702406496408134,0.6507082112919595,0.21551572873483052,0.08794819904499629,0.6507082112919595,0.21551572873483052,0.08794819904499629,0.03838207247298156,0.02161474888747616,-0.016767323585505402,0.03838207247298156,0.02161474888747616,-0.016767323585505402
