experiment_name,descriptor,variant_name,variant_slug,optimizer_mode,field_mode,latent_rank,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,ranking_mode,rank_in_experiment,is_best,total_recovery_rmse,final_loss,field_rmse,interaction_fro_error,optimizer_status,beta_estimate,xi_estimate,eta_estimate,estimated_field_max_abs_entry,estimated_field_rank
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_6e_2_beta_mask,nuclear_lambda_6e_2_beta_mask,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,1,True,,0.2434101994044099,,,CONVERGED: proximal objective tolerance reached,-0.011475596736883293,2.016650368591104,0.31934978179947915,1.6141939889165933,71
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_lambda_6e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,2,False,,0.2434101994044099,,,CONVERGED: proximal objective tolerance reached,-0.011475596736883293,2.016650368591104,0.31934978179947915,1.6141939889165933,71
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_6e_2,nuclear_lambda_6e_2,nuclear_norm,,0,0.06,0.0,0.0,{},final_loss_only,3,False,,0.25449796257725255,,,CONVERGED: proximal objective tolerance reached,-0.014787371365121562,1.9574060642076616,0.29843338776172385,1.5050152520052829,70
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_8e_2,nuclear_lambda_8e_2,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,4,False,,0.3503827783240696,,,CONVERGED: proximal objective tolerance reached,-0.01605360289545642,1.8822047590732427,0.27655322823433465,1.3080654593701624,66
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_8e_2_beta_mask,nuclear_lambda_8e_2_beta_mask,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,5,False,,0.3650291939750068,,,CONVERGED: proximal objective tolerance reached,-0.008256889019443943,1.8575180040510446,0.2586538692471607,1.166868791786091,58
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_lambda_8e_2_beta_mask_pre_and_post,nuclear_norm,,0,0.08,0.0,0.0,{},final_loss_only,6,False,,0.3650291939750068,,,CONVERGED: proximal objective tolerance reached,-0.008256889019443943,1.8575180040510446,0.2586538692471607,1.166868791786091,58
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_20_lambda_15_beta_mask,alternating_rank_20_lambda_15_beta_mask,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,7,False,,0.36976284288611416,,,CONVERGED: alternating objective tolerance reached,-0.009634603934361757,1.8568427667808762,0.29549126685963917,1.6504148162771324,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_rank_20_lambda_15_beta_mask_pre_and_post,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,8,False,,0.36976284288611416,,,CONVERGED: alternating objective tolerance reached,-0.009634603934361757,1.8568427667808762,0.29549126685963917,1.6504148162771324,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_20_lambda_15,alternating_rank_20_lambda_15,alternating_latent_rank,,20,0.0,0.0,15.0,{},final_loss_only,9,False,,0.3697836090027599,,,CONVERGED: alternating objective tolerance reached,-0.014598703750450774,1.8554480787442402,0.29499137713144385,1.649902607863218,20
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,alternating_rank_10_lambda_10,alternating_rank_10_lambda_10,alternating_latent_rank,,10,0.0,0.0,10.0,{},final_loss_only,10,False,,0.3999531283527611,,,CONVERGED: alternating objective tolerance reached,-0.023443127225372434,1.800829815434575,0.1600952945248069,2.2073796440462083,10
